N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,262144,2.073744,,7113539584,134217728,3.42,64.71,306.64,341.30,17.33,184.06,5.27,650522.00,150097.06,358.63,189.33,800619.06
20,32768,2.965543,,10128457728,191102976,3.41,64.44,306.64,294.04,10.19,294.17,9.70,925442.00,212921.06,304.23,303.87,1138363.06
30,8192,2.036228,,9531031552,179830784,4.68,88.31,230.00,277.35,9.29,275.91,8.89,638950.00,146422.04,286.64,284.80,785372.04
40,2048,2.711563,,5956026368,112377856,2.19,41.44,460.00,836.55,26.65,281.30,9.09,6413983.00,212822.09,863.20,290.39,6626805.09
50,1024,2.824447,,6002049024,113246208,2.12,40.09,613.28,272.19,9.25,264.76,8.58,217390346.00,3961277.09,281.44,273.34,221351623.09
60,512,3.299660,,5294559232,99897344,1.60,30.27,920.00,287.85,10.04,261.09,8.48,359291474.00,11525312.13,297.89,269.57,370816786.13
70,256,3.109344,,4266213376,80494592,1.37,25.88,920.00,266.74,8.83,258.39,8.39,304787250.00,10664240.15,275.57,266.78,315451490.15
80,128,2.838621,,3219360768,60742656,1.13,21.39,920.00,740.50,25.68,932.57,9.02,232710009.00,8086445.18,766.18,941.59,240796454.18
90,64,2.137576,,2311553024,43614208,1.08,20.40,1840.00,271.11,8.93,255.86,8.27,163559291.00,5773196.19,280.04,264.13,169332487.19
100,128,3.963350,,6385046528,120472576,1.60,30.39,613.28,278.89,10.49,255.33,8.20,450921658.00,15752097.13,289.38,263.53,466673755.13
110,64,2.981047,,4272943104,80621568,1.43,27.04,920.00,281.94,9.51,254.60,8.19,301311447.00,10554588.14,291.45,262.79,311866035.14
120,64,3.689669,,5573164544,105154048,1.50,28.49,920.00,804.43,23.40,258.63,8.32,394693557.00,13705722.14,827.83,266.95,408399279.14
130,32,2.273944,,3556769792,67108864,1.56,29.50,920.00,289.38,9.05,253.75,8.17,250133854.00,8747219.13,298.43,261.92,258881073.13
140,32,2.507624,,4457210112,84098304,1.77,33.53,613.28,304.47,11.10,253.62,8.15,313667768.00,10911003.11,315.57,261.77,324578771.11
150,16,2.304704,,2749039616,51868672,1.18,22.50,920.00,305.69,9.44,253.39,8.16,193978480.00,6784644.17,315.13,261.55,200763124.17
160,16,3.140902,,3344776576,63108992,1.06,20.08,1840.00,809.05,25.09,995.61,8.48,249594481.00,8308279.19,834.14,1004.09,257902760.19
170,16,2.716327,,4020903936,75866112,1.47,27.92,920.00,308.94,9.30,252.56,8.12,285113901.00,9840466.14,318.24,260.68,294954367.14
180,16,2.750111,,4782509696,90236032,1.73,32.80,613.28,312.41,10.17,252.47,8.11,340104844.00,11664797.12,322.58,260.58,351769641.12
190,16,3.613741,,5634681856,106314752,1.55,29.41,920.00,309.05,9.17,252.09,8.11,398549949.00,13754530.13,318.22,260.20,412304479.13
200,8,2.186952,,3291254208,62099136,1.50,28.39,920.00,799.59,23.21,254.26,8.20,234451033.00,8042652.14,822.80,262.46,242493685.14
210,8,3.264165,,3815538688,71991296,1.16,22.05,920.00,307.70,9.07,253.02,8.13,270872682.00,9367505.18,316.77,261.15,280240187.18
220,8,2.634405,,4392738368,82881856,1.66,31.46,613.28,312.76,10.65,251.82,8.10,310851310.00,10696695.12,323.41,259.92,321548005.12
230,8,3.331367,,5025397248,94818816,1.50,28.45,920.00,308.32,8.96,251.61,8.10,356679368.00,12251915.13,317.28,259.71,368931283.13
240,4,2.509149,,2858029664,53925088,1.13,21.48,1840.00,723.29,24.27,934.07,8.36,210997266.00,7059472.18,747.56,942.43,218056738.18
250,4,2.149271,,3233634304,61011968,1.50,28.38,920.00,307.06,8.90,251.27,8.08,231997912.00,7882496.14,315.96,259.35,239880408.14
260,4,2.944055,,3640784544,68694048,1.23,23.33,920.00,312.94,9.80,253.66,8.13,261570149.00,8909924.17,322.74,261.79,270480073.17
270,4,2.735921,,4080752384,76995328,1.49,28.14,920.00,307.29,8.86,251.04,8.07,293364062.00,9940633.14,316.15,259.11,303304695.14
280,4,3.034149,,4554809824,85939808,1.49,28.32,920.00,795.29,23.05,253.62,8.24,329352220.00,11100628.14,818.34,261.86,340452848.14
290,4,3.499832,,5064228864,95551488,1.44,27.30,920.00,306.61,8.78,250.93,8.08,368546314.00,12370812.14,315.39,259.01,380917126.14
300,2,2.040945,,2805140752,52927184,1.37,25.92,920.00,309.13,9.41,252.99,8.08,203978177.00,6855140.15,318.54,261.07,210833317.15
310,2,2.153576,,3097119872,58436224,1.43,27.13,920.00,306.53,8.73,251.16,8.09,226401619.00,7564265.14,315.26,259.25,233965884.14
320,2,3.210574,,3408687792,64314864,1.05,20.03,1840.00,797.44,24.72,967.03,8.33,265474137.00,8419399.19,822.16,975.36,273893536.19
330,2,2.541772,,3740480512,70575104,1.47,27.76,920.00,306.73,8.74,250.97,8.07,272710614.00,9127787.14,315.47,259.04,281838401.14
340,2,2.590822,,4093134032,77228944,1.57,29.80,920.00,309.45,9.26,251.19,8.06,297022165.00,9964476.13,318.71,259.25,306986641.13
350,2,3.231159,,4467284352,84288384,1.38,26.08,920.00,306.51,8.66,251.09,8.07,325341846.00,10909275.15,315.17,259.16,336251121.15
360,2,3.231502,,4863567472,91765424,1.50,28.39,920.00,792.15,22.83,253.17,8.23,353464940.00,11837650.14,814.98,261.40,365302590.14
370,2,4.124688,,5282619392,99672064,1.28,24.16,920.00,305.98,8.62,251.50,8.06,384420038.00,12916440.16,314.60,259.56,397336478.16
380,2,3.695276,,5725076112,108020304,1.54,29.23,920.00,311.98,9.34,250.93,8.08,414214495.00,13936166.13,321.32,259.01,428150661.13
390,2,4.588302,,6191573632,116822144,1.34,25.46,920.00,305.97,8.59,250.76,8.07,449764097.00,15109764.15,314.56,258.83,464873861.15
400,2,5.928877,,6682747952,126089584,1.12,21.26,920.00,745.92,24.13,927.21,8.30,501914961.00,16453791.18,770.05,935.51,518368752.18
410,2,6.074479,,7199235072,135834624,1.18,22.36,920.00,305.06,8.59,256.96,8.07,525397692.00,17624017.17,313.65,265.03,543021709.17
420,2,6.548870,,7741670992,146069264,1.18,22.30,920.00,309.85,9.05,256.40,8.06,562324718.00,18953394.17,318.90,264.46,581278112.17
430,2,6.722651,,8310691712,156805504,1.23,23.32,920.00,306.13,8.58,251.80,8.08,608879248.00,20323789.17,314.71,259.88,629203037.17
440,2,6.037004,,8906933232,168055344,1.47,27.83,920.00,811.53,22.87,257.24,8.22,647490463.00,21664678.14,834.40,265.46,669155141.14
450,2,7.210444,,9531031552,179830784,1.32,24.94,920.00,305.50,8.52,250.72,8.07,696107054.00,23270338.15,314.02,258.79,719377392.15
460,2,7.736515,,10183622672,192143824,1.31,24.83,920.00,307.69,8.99,252.00,8.10,742787252.00,24852233.16,316.68,260.10,767639485.16
470,2,8.886744,,10865342592,205006464,1.22,23.06,920.00,306.62,8.50,251.71,8.06,793164376.00,26565195.17,315.12,259.77,819729571.17
