N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,5.87,110.75,0.16,8.00,150.94,0.22,131.06,73.21,80.9,80.2,81.8,0.0,0.0,162.0 ,80.9,80.2,60.0,0.0,0.0,140.2 ,251.34,57.4,112.7,84.4,5.5,0.2,326.16,11.28,337.44,21.20,.88,22.08,.32,.16,.48,316.62,10.50,327.12,0,0,0,0,0,0,232.00,8.00,240.00,0,0,0,0,0,0
20,5.91,111.50,0.19,6.75,127.35,0.22,89.99,71.72,80.9,80.2,73.2,68.5,0.0,221.9 ,80.9,80.2,64.0,60.0,0.0,204.2 ,256.56,66.7,131.9,74.7,74.7,0.2,289.52,9.28,298.80,289.68,8.96,298.64,.32,.16,.48,283.62,9.12,292.74,264.87,9.12,273.99,0,0,0,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
30,6.21,117.16,0.20,6.75,127.35,0.22,89.99,87.58,80.9,80.2,69.6,65.2,0.0,215.0 ,80.9,80.2,64.0,60.0,0.0,204.2 ,210.08,48.6,93.1,71.5,71.2,0.2,276.96,9.12,286.08,275.84,8.80,284.64,.24,.08,.32,269.75,8.62,278.37,252.00,8.62,260.62,0,0,0,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
40,0.99,18.67,0.03,6.33,119.43,0.21,88.26,42.27,80.9,80.2,486.6,67.3,0.0,634.1 ,80.9,80.2,64.0,64.0,0.0,208.2 ,435.32,57.5,107.6,218.0,71.8,2.0,846.32,25.92,872.24,278.24,8.72,286.96,3.28,.24,3.52,1882.50,64.00,1946.50,260.62,8.37,268.99,0,0,0,248.00,8.00,256.00,248.00,8.00,256.00,0,0,0
50,2.83,53.39,0.21,2.97,56.03,0.22,53.09,45.78,80.9,80.2,67.1,67.1,144.6,359.0 ,80.9,80.2,64.0,64.0,137.9,346.1 ,401.90,46.7,90.1,70.5,68.5,58.6,273.04,9.04,282.08,265.52,8.48,274.00,100.80,1.12,101.92,260.12,8.37,268.49,260.12,8.37,268.49,243.12,8.37,251.49,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
60,2.86,53.96,0.21,2.97,56.03,0.22,53.09,31.40,80.9,80.2,66.6,66.6,143.5,356.8 ,80.9,80.2,64.0,64.0,137.9,346.1 ,586.05,51.5,100.1,74.2,67.2,134.8,286.40,10.24,296.64,260.32,8.40,268.72,227.12,7.36,234.48,257.87,8.25,266.12,257.87,8.25,266.12,241.37,8.25,249.62,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
70,2.88,54.33,0.21,2.97,56.03,0.22,53.09,27.54,80.9,80.2,66.2,66.2,142.4,354.9 ,80.9,80.2,64.0,64.0,137.9,346.1 ,668.07,45.5,88.9,68.9,66.6,143.6,266.96,8.64,275.60,258.08,8.32,266.40,241.28,8.56,249.84,256.37,8.25,264.62,256.37,8.25,264.62,239.37,8.25,247.62,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
80,,,,2.97,56.03,0.22,53.09,28.89,80.9,80.2,500.3,500.1,141.6,1222.2 ,80.9,80.2,64.0,64.0,137.9,346.1 ,636.81,50.6,96.5,198.7,67.4,145.4,771.12,23.52,794.64,261.36,8.32,269.68,244.40,8.56,252.96,1937.00,64.00,2001.00,1936.62,64.00,2000.62,238.12,8.25,246.37,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
90,2.90,54.71,0.22,2.97,56.03,0.22,53.09,21.80,80.9,80.2,65.7,65.7,141.3,352.8 ,80.9,80.2,64.0,64.0,137.9,346.1 ,844.06,44.7,88.2,69.9,65.9,142.9,270.80,8.72,279.52,255.36,8.24,263.60,239.92,8.64,248.56,254.37,8.25,262.62,254.37,8.25,262.62,237.62,8.25,245.87,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
100,2.91,54.90,0.22,2.97,56.03,0.22,53.09,32.70,80.9,80.2,67.5,65.5,140.9,354.1 ,80.9,80.2,64.0,64.0,137.9,346.1 ,562.65,48.4,94.3,72.1,65.8,142.5,277.68,10.88,288.56,255.04,8.16,263.20,239.36,8.48,247.84,261.75,8.12,269.87,253.75,8.12,261.87,237.12,8.12,245.24,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
