N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
330,7.09,0,176.42746143716,0.56,7.13,0,175.412115193645,0.57,226.27,183.71,46,42.2,17.1,34.2,69.6,163.19,46,42.2,17,34,69.2,162.42,200.31,31.6,42.9,19.1,34.4,70.3,144.64,8.56,153.2,129.52,8.08,137.6,113.76,8.16,121.92,129,8,137,129,8,137,112.75,8,120.75,128,8,136,128,8,136,112,8,120
340,7.09,0,176.543263004238,0.56,7.13,0,175.412115193645,0.57,226.27,178.45,46,42.2,18.1,34.2,69.7,164.23,46,42.2,17,34,69.2,162.42,206.22,33.2,45.3,21.3,34.4,70.3,161.6,8.96,170.56,129.6,8.08,137.68,113.76,8.16,121.92,137,8,145,128.87,8,136.87,112.75,8,120.75,128,8,136,128,8,136,112,8,120
350,7.09,0,176.52225627552,0.56,7.13,0,175.412115193645,0.57,226.27,180.88,46,42.2,18.1,34.2,69.7,164.22,46,42.2,17,34,69.2,162.42,203.45,34.4,46.9,20.3,34.4,70.3,153.04,9.04,162.08,129.52,8.08,137.6,113.68,8.16,121.84,136.87,8,144.87,128.87,8,136.87,112.75,8,120.75,128,8,136,128,8,136,112,8,120
360,7.09,0,176.501459995859,0.56,7.13,0,175.412115193645,0.57,226.27,180.92,46,42.2,19.1,34.2,69.6,165.21,46,42.2,17,34,69.2,162.42,203.41,35.5,48.4,22,34.4,70.3,166.8,9.52,176.32,129.6,8.08,137.68,113.68,8.16,121.84,144.87,8,152.87,128.87,8,136.87,112.75,8,120.75,128,8,136,128,8,136,112,8,120
370,7.1,0,176.315406777145,0.56,7.13,0,175.412115193645,0.57,226.27,179.86,46,42.2,19.1,34.2,69.6,165.14,46,42.2,17,34,69.2,162.42,204.61,31.5,42.8,21.5,34.4,70.4,163.2,8.56,171.76,129.44,8.08,137.52,113.84,8.16,122,145,8,153,128.87,8,136.87,112.62,7.87,120.49,128,8,136,128,8,136,112,8,120
380,7.09,0,176.556150471055,0.56,7.13,0,175.412115193645,0.57,218.21,177.72,46,42.2,18.1,34.2,69.7,164.22,46,42.2,23,34,69.2,168.42,207.07,31.6,44.9,21.8,34.4,70.4,165.36,8.96,174.32,129.6,8.08,137.68,113.84,8.16,122,136.87,8,144.87,128.87,8,136.87,112.62,8.12,120.74,176,8,184,128,8,136,112,8,120
390,7.09,0,176.495035968271,0.56,7.13,0,175.412115193645,0.57,218.21,182.57,46,42.2,19.1,34.2,69.6,165.12,46,42.2,23,34,69.2,168.42,201.56,34.1,46.4,19.4,34.4,70.4,146.24,8.88,155.12,129.44,8.08,137.52,113.84,8.16,122,144.75,8,152.75,128.62,8,136.62,112.62,8.12,120.74,176,8,184,128,8,136,112,8,120
400,1.27,0,984.51113557431,0.03,7.13,0,175.412115193645,0.57,218.21,162.1,46,42.2,245,38.2,69.6,395.1,46,42.2,23,34,69.2,168.42,227.03,34.8,47.7,34,34.4,70.5,260.96,10.88,271.84,129.44,8.08,137.52,114,8.16,122.16,1832.37,128,1960.37,144.87,8,152.87,112.62,8.12,120.74,176,8,184,128,8,136,112,8,120
410,7.1,0,176.328935849057,0.56,7.13,0,175.412115193645,0.57,218.21,179.93,46,42.2,20.1,34.2,69.6,166.12,46,42.2,23,34,69.2,168.42,204.52,31.5,42.7,21.5,34.4,70.5,163.6,8.72,172.32,129.36,8.08,137.44,114.08,8.16,122.24,152.87,8,160.87,128.87,8,136.87,112.62,8,120.62,176,8,184,128,8,136,112,8,120
420,7.1,0,176.241997830531,0.56,7.13,0,175.412115193645,0.57,218.21,176.93,46,42.2,22.1,34.2,69.5,168.06,46,42.2,23,34,69.2,168.42,207.99,32.7,44.6,21.5,34.4,70.8,163.12,9.04,172.16,129.52,8.08,137.6,114.48,8.16,122.64,168.87,8,176.87,128.75,8,136.75,112.62,8,120.62,176,8,184,128,8,136,112,8,120
430,7.09,0,176.565085030474,0.56,7.13,0,175.412115193645,0.57,218.21,182.57,46,42.2,18.1,34.2,69.7,164.2,46,42.2,23,34,69.2,168.42,201.57,33,45.9,19.8,34.4,70.7,149.76,9.04,158.8,129.44,8.08,137.52,114.4,8.16,122.56,136.87,8,144.87,128.87,8,136.87,112.62,8.12,120.74,176,8,184,128,8,136,112,8,120
440,7.09,0,176.44574673952,0.56,7.13,0,175.412115193645,0.57,218.21,178.09,46,42.2,19.1,34.2,69.6,165.14,46,42.2,23,34,69.2,168.42,206.63,34.5,47.2,23.8,34.4,70.8,180.32,9.76,190.08,129.52,8.08,137.6,114.64,8.16,122.8,144.87,8,152.87,128.87,8,136.87,112.62,8.12,120.74,176,8,184,128,8,136,112,8,120
450,7.1,0,176.31562259845,0.56,7.13,0,175.412115193645,0.57,218.21,178.79,46,42.2,21.1,34.2,69.6,167.08,46,42.2,23,34,69.2,168.42,205.83,31.2,42.7,21.1,34.3,71.4,160.16,8.56,168.72,129.2,8.08,137.28,115.6,8.16,123.76,160.75,8,168.75,128.75,8,136.75,112.62,8,120.62,176,8,184,128,8,136,112,8,120
460,7.09,0,176.386509998632,0.56,7.13,0,175.412115193645,0.57,218.21,175.77,46,42.2,22.1,34.1,69.6,168.04,46,42.2,23,34,69.2,168.42,209.37,32.4,44.4,22.4,34.3,71.2,170.56,8.96,179.52,129.28,8.08,137.36,115.28,8.16,123.44,168.75,8,176.75,128.5,8,136.5,112.5,8.12,120.62,176,8,184,128,8,136,112,8,120
470,7.09,0,176.380038454664,0.56,7.13,0,175.412115193645,0.57,218.21,176.57,46,42.2,22.1,34.1,69.6,168.04,46,42.2,23,34,69.2,168.42,208.42,33.2,45.6,22.9,34.3,71.9,174.4,9.04,183.44,129.28,8.08,137.36,116.56,8.16,124.72,168.75,8,176.75,128.5,8,136.5,112.5,8.12,120.62,176,8,184,128,8,136,112,8,120
480,1.04,0,1205.68008490457,0.04,7.13,0,175.412115193645,0.57,218.21,153.44,46,42.2,290,484.1,69.5,885.86,46,42.2,23,34,69.2,168.42,239.84,33.7,46.8,39.4,34.4,72,303.28,11.6,314.88,129.44,8.08,137.52,116.56,8.16,124.72,2192.25,128,2320.25,1816.37,120,1936.37,112.5,8,120.5,176,8,184,128,8,136,112,8,120
490,7.1,0,176.241997830531,0.56,7.13,0,175.412115193645,0.57,218.21,176.67,46,42.2,23.1,34.1,69.5,168.97,46,42.2,23,34,69.2,168.42,208.3,30.9,42.6,22.2,34.3,72.1,169.2,8.8,178,129.28,8.08,137.36,116.96,8.16,125.12,176.75,8,184.75,128.5,8,136.5,112.5,8.12,120.62,176,8,184,128,8,136,112,8,120
500,7.1,0,176.247394272694,0.56,7.13,0,175.412115193645,0.57,218.21,171.45,46,42.2,22.1,34.2,69.5,168.04,46,42.2,23,34,69.2,168.42,214.64,32.2,44.2,22.6,34.4,73,172.08,9.04,181.12,129.52,8,137.52,118.32,8.16,126.48,168.75,8,176.75,128.75,8,136.75,112.5,8,120.5,176,8,184,128,8,136,112,8,120
510,7.11,0,176.006447099835,0.56,7.13,0,175.412115193645,0.57,218.21,158.34,46,42.2,20.1,34.2,69.5,165.95,46,42.2,23,34,69.2,168.42,232.41,33.8,45.3,34.4,34.4,73.9,261.6,13.2,274.8,129.44,8.08,137.52,119.92,8.16,128.08,152.75,8,160.75,128.75,8,136.75,112.5,7.87,120.37,176,8,184,128,8,136,112,8,120
520,7.09,0,176.356786798099,0.56,7.13,0,175.412115193645,0.57,218.21,171.63,46,42.2,40.9,34.2,69.6,186.87,46,42.2,23,34,69.2,168.42,214.41,33.9,46.4,26,34.4,73,198.08,9.68,207.76,129.44,8.08,137.52,118.4,8.16,126.56,319,8,327,128.75,8,136.75,112.5,8.12,120.62,176,8,184,128,8,136,112,8,120
530,7.1,0,176.349517537239,0.56,7.13,0,175.412115193645,0.57,218.21,174.2,46,42.2,23.1,34.2,69.6,169.08,46,42.2,23,34,69.2,168.42,211.25,31,42.6,22.9,34.3,73.4,174.88,8.56,183.44,129.04,8,137.04,119.2,8.16,127.36,176.75,8,184.75,128.75,8,136.75,112.5,8.12,120.62,176,8,184,128,8,136,112,8,120
540,7.11,0,175.937660401669,0.56,7.13,0,175.412115193645,0.57,218.21,172.12,46,42.2,23.1,34.1,69.4,168.83,46,42.2,23,34,69.2,168.42,213.81,32,44,23.5,34.3,73.8,179.04,9.04,188.08,129.2,8,137.2,119.84,8.16,128,176.62,8,184.62,128.5,8,136.5,112.37,8,120.37,176,8,184,128,8,136,112,8,120
550,7.11,0,176.054213429006,0.56,7.13,0,175.412115193645,0.57,218.21,173.68,46,42.2,23.1,34.1,69.5,168.88,46,42.2,23,34,69.2,168.42,211.88,32.8,45.1,23.1,34.3,73.9,175.44,9.04,184.48,129.2,8,137.2,120,8.16,128.16,176.62,8,184.62,128.5,8,136.5,112.37,8,120.37,176,8,184,128,8,136,112,8,120
560,1.27,0,984.418561258336,0.03,7.13,0,175.412115193645,0.57,218.21,159.11,46,42.2,245,34.1,69.5,390.85,46,42.2,23,34,69.2,168.42,231.29,33.4,46.1,33.3,34.3,74.2,256,10.72,266.72,129.2,8.08,137.28,120.48,8.16,128.64,1832.12,128,1960.12,128.5,8,136.5,112.37,8.12,120.49,176,8,184,128,8,136,112,8,120
570,6.7,0,186.883590855054,0.53,7.13,0,175.412115193645,0.57,218.21,173.19,46,42.2,23.1,34.2,73.7,173.22,46,42.2,23,34,69.2,168.42,212.49,31,42.5,23.3,34.3,74.2,178.24,8.56,186.8,129.04,8,137.04,120.48,8.16,128.64,176.62,8,184.62,128.75,8,136.75,119.5,8.25,127.75,176,8,184,128,8,136,112,8,120
580,7.11,0,175.88437183341,0.57,7.13,0,175.412115193645,0.57,218.21,169.86,46,42.2,23.1,34.1,69.4,168.8,46,42.2,23,34,69.2,168.42,216.65,31.9,43.9,24,34.3,74.7,182.96,8.72,191.68,129.12,8,137.12,121.28,8.16,129.44,176.62,8,184.62,128.5,8,136.5,112.37,7.87,120.24,176,8,184,128,8,136,112,8,120
590,7.11,0,176.008540242305,0.56,7.13,0,175.412115193645,0.57,218.21,171.96,46,42.2,23.1,34.1,69.5,168.85,46,42.2,23,34,69.2,168.42,214.01,32.7,44.9,23.5,34.3,74.9,179.36,9.04,188.4,129.2,8,137.2,121.68,8.16,129.84,176.62,8,184.62,128.37,8,136.37,112.37,8,120.37,176,8,184,128,8,136,112,8,120
600,7.11,0,175.863041271102,0.57,7.13,0,175.412115193645,0.57,218.21,167.11,46,42.2,23.1,34.1,69.4,168.79,46,42.2,23,34,69.2,168.42,220.21,33.3,45.8,28.1,34.3,75.3,215.44,9.6,225.04,129.28,8.08,137.36,122.4,8.16,130.56,176.62,8,184.62,128.37,8,136.37,112.37,7.87,120.24,176,8,184,128,8,136,112,8,120
610,7.1,0,176.125763043037,0.56,6.29,0,198.800397219464,0.5,206.87,172.03,46,42.2,23.1,34.1,69.5,168.89,46,42.2,23,34,78.4,177.65,213.91,30.9,42.5,23,34.3,75,175.2,8.56,183.76,128.96,8,136.96,121.92,8.16,130.08,176.62,8,184.62,128.37,8,136.37,112.37,8.12,120.49,176,8,184,128,8,136,128,8,136
620,6.69,0,187.139936006267,0.53,6.29,0,198.800397219464,0.5,206.87,169.81,46,42.2,23.1,34.1,73.8,173.23,46,42.2,23,34,78.4,177.65,216.72,31.6,43.8,24.7,34.3,75.2,188.56,9.12,197.68,129.2,8.08,137.28,122.24,8.16,130.4,176.62,8,184.62,128.37,8,136.37,119.87,8.12,127.99,176,8,184,128,8,136,128,8,136
630,6.28,0,199.290615610725,0.5,6.29,0,198.800397219464,0.5,206.87,170.42,46,42.2,23.1,34.1,78.6,178.02,46,42.2,23,34,78.4,177.65,215.94,31.9,44.7,24.6,34.3,75.7,187.92,9.2,197.12,129.2,8.08,137.28,123.12,8.16,131.28,176.62,8,184.62,128.37,8,136.37,128.37,7.87,136.24,176,8,184,128,8,136,128,8,136
640,0.92,0,1364.93145544673,0.03,6.29,0,198.800397219464,0.5,206.87,147,46,42.2,290.1,548,78.5,178.02,46,42.2,23,34,78.4,177.65,215.94,31.9,44.7,24.6,34.3,75.7,187.92,9.2,197.12,129.2,8.08,137.28,123.12,8.16,131.28,176.62,8,184.62,128.37,8,136.37,128.37,7.87,136.24,176,8,184,128,8,136,128,8,136
650,6.27,0,199.412726936088,0.5,6.29,0,198.800397219464,0.5,206.87,170.28,46,42.2,23.1,34.1,78.7,178.06,46,42.2,23,34,78.4,177.65,216.11,30.8,42.5,24.3,34.3,76.3,186,8.72,194.72,129.12,8,137.12,124.08,8.16,132.24,176.5,8,184.5,128.37,8,136.37,128.37,8,136.37,176,8,184,128,8,136,128,8,136
