N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,20.22,1348.00,CPU bound,20.22,1348.00,,1346.80,490.51,28.5,14.0,0.0,0.0,0.0,28.5 ,28.5,14.0,0.0,0.0,0.0,28.5 ,78.29,62.1,35.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20.22,1348.00,CPU bound,20.22,1348.00,,1347.36,791.59,28.5,14.0,4.5,0.0,0.0,28.5 ,28.5,14.0,3.0,0.0,0.0,28.5 ,48.51,17.2,29.1,4.3,0.0,0.0,24.72,10.00,34.72,0,0,0,0,0,0,25.25,10.37,35.62,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,20.22,1348.00,CPU bound,20.22,1348.00,,1346.80,816.09,28.5,14.0,3.8,0.0,0.0,28.5 ,28.5,14.0,3.0,0.0,0.0,28.5 ,47.05,25.3,26.9,4.1,0.0,0.0,23.52,9.44,32.96,0,0,0,0,0,0,21.37,9.37,30.74,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,20.22,1348.00,CPU bound,20.22,1348.00,,1346.80,862.56,28.5,14.0,6.4,0.0,0.0,28.5 ,28.5,14.0,7.0,0.0,0.0,28.5 ,44.52,19.2,22.2,7.0,0.0,0.0,47.12,9.04,56.16,0,0,0,0,0,0,42.37,8.87,51.24,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,18.69,1246.00,CPU bound,20.22,1348.00,,1346.80,980.47,28.5,14.0,7.7,0.0,0.0,28.5 ,28.5,14.0,7.0,0.0,0.0,28.5 ,39.16,16.4,19.6,7.8,3.0,0.0,53.68,8.80,62.48,2.96,2.96,5.92,0,0,0,53.12,8.75,61.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
60,19.01,1267.33,CPU bound,20.22,1348.00,,1323.58,1059.63,28.5,14.0,7.6,9.4,0.0,31.0 ,28.5,14.0,7.0,8.0,0.0,29.0 ,36.24,15.2,17.4,7.7,17.7,0.0,52.64,8.64,61.28,17.68,17.68,35.36,.08,0,.08,52.25,8.62,60.87,18.87,9.00,27.87,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,19.27,1284.66,CPU bound,20.22,1348.00,,1323.58,1017.68,28.5,14.0,7.5,9.5,0.0,31.0 ,28.5,14.0,7.0,8.0,0.0,29.0 ,37.73,16.5,18.4,7.6,18.5,0.0,51.92,8.56,60.48,18.48,18.48,36.96,0,0,0,51.50,8.50,60.00,19.00,9.00,28.00,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,19.47,1298.00,CPU bound,20.22,1348.00,,1324.13,1023.58,28.5,14.0,7.4,9.6,0.0,31.0 ,28.5,14.0,7.0,8.0,0.0,29.0 ,37.52,16.0,17.3,7.5,18.1,0.0,51.68,8.48,60.16,18.16,18.16,36.32,0,0,0,51.00,8.37,59.37,19.25,8.87,28.12,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
90,19.58,1305.33,CPU bound,20.22,1348.00,,1323.58,1081.98,28.5,14.0,7.4,9.8,0.0,31.2 ,28.5,14.0,7.0,8.0,0.0,29.0 ,35.49,15.5,16.5,7.4,17.9,0.0,50.96,8.40,59.36,17.84,17.84,35.68,0,0,0,50.75,8.37,59.12,19.62,8.87,28.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
100,19.68,1312.00,CPU bound,20.22,1348.00,,1323.58,1171.04,28.5,14.0,7.3,10.0,0.0,31.4 ,28.5,14.0,7.0,8.0,0.0,29.0 ,32.79,14.9,15.5,7.4,17.6,0.0,50.48,8.40,58.88,17.68,17.60,35.28,0,0,0,50.37,8.37,58.74,20.12,8.62,28.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
