,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,13.80,920.00,CPU bound,13.80,920.00,,918.80,285.53,20.0,14.0,0.0,0.0,0.0,20.0 ,20.0,14.0,0.0,0.0,0.0,20.0 ,64.44,41.1,45.3,0.0,0.0,0.1,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,13.80,920.00,CPU bound,13.80,920.00,,918.80,496.49,20.0,14.0,8.7,0.0,0.0,22.7 ,20.0,14.0,6.0,0.0,0.0,20.0 ,37.06,20.4,17.3,9.0,0.0,0.0,25.84,10.16,36.00,0,0,0,.08,0,.08,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,8.60,573.33,0.23,9.81,654.00,0.27,540.47,454.36,20.0,14.0,16.0,7.6,0.0,37.6 ,20.0,14.0,14.0,6.0,0.0,34.0 ,40.50,24.9,20.1,14.9,7.5,0.0,50.32,9.36,59.68,21.20,8.88,30.08,.08,0,.08,54.62,9.25,63.87,21.25,9.25,30.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
40,8.70,580.00,0.24,9.81,654.00,0.27,540.47,455.75,20.0,14.0,15.8,7.2,0.0,37.0 ,20.0,14.0,14.0,6.0,0.0,34.0 ,40.37,20.1,14.8,15.9,7.4,0.0,54.72,8.96,63.68,20.72,8.88,29.60,.08,0,.08,54.25,8.87,63.12,19.75,8.87,28.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
50,8.91,594.00,0.24,9.81,654.00,0.27,540.47,492.67,20.0,14.0,15.4,6.9,0.0,36.3 ,20.0,14.0,14.0,6.0,0.0,34.0 ,37.35,22.7,17.0,15.5,8.1,0.0,53.28,8.72,62.00,23.92,8.72,32.64,.08,0,.08,53.00,8.75,61.75,18.87,8.75,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,9.07,604.66,0.25,9.81,654.00,0.27,540.47,464.57,20.0,14.0,15.2,6.8,0.0,36.0 ,20.0,14.0,14.0,6.0,0.0,34.0 ,39.61,20.0,14.2,15.3,8.0,0.0,52.48,8.72,61.20,23.36,8.56,31.92,.08,0,.08,52.00,8.62,60.62,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,9.17,611.33,0.25,9.81,654.00,0.27,540.47,519.63,20.0,14.0,15.0,6.9,0.0,35.8 ,20.0,14.0,14.0,6.0,0.0,34.0 ,35.41,21.9,15.8,15.0,10.6,0.0,51.60,8.48,60.08,34.00,8.48,42.48,.08,0,.08,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,7.85,523.33,0.27,7.92,528.00,0.27,437.52,457.72,20.0,14.0,14.9,14.1,0.0,43.0 ,20.0,14.0,14.0,14.0,0.0,42.0 ,40.20,20.1,13.9,15.0,14.4,0.0,51.68,8.48,60.16,49.28,8.48,57.76,.08,0,.08,51.00,8.37,59.37,48.00,8.37,56.37,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
