N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,2.226731,L3 10 10 10 16 36044 10,6794772480,452984832,3.04,203.42,92.00,0,0,0,0,695162.00,159712.00,0,0,854874.00
20,262144,2.213102,L3 20 20 20 16 18022 20,16106127360,1073741824,7.27,485.17,38.32,18.08,7.07,.01,0,699773.00,161787.00,25.15,.01,861560.00
30,65536,2.952655,L3 30 30 30 16 12014 30,17277911040,1151860736,5.84,390.10,48.40,39.98,7.46,16.37,6.91,925459.00,211736.00,47.44,23.28,1137195.00
40,32768,3.463421,L3 40 40 40 16 9011 40,22932357120,1528823808,6.62,441.41,42.72,46.64,7.62,17.70,7.59,1080883.00,248327.00,54.26,25.29,1329210.00
50,16384,3.357695,L3 50 50 50 16 7208 50,23921295360,1594753024,7.12,474.95,39.12,46.85,7.67,18.75,7.65,1044661.00,240544.00,54.52,26.40,1285205.00
60,8192,3.149687,L3 60 60 60 16 6007 60,21579694080,1438646272,6.84,456.75,40.88,47.26,7.81,21.58,7.73,980989.00,226085.00,55.07,29.31,1207074.00
70,4096,2.422723,L3 70 70 70 16 5149 70,17663754240,1177583616,7.28,486.05,38.32,47.16,7.77,25.76,7.76,756954.00,174455.00,54.93,33.52,931409.00
80,4096,3.918395,L3 80 80 80 16 4505 80,26970685440,1798045696,6.88,458.87,40.88,47.91,7.84,42.28,7.81,1221888.00,280435.00,55.75,50.09,1502323.00
90,2048,2.798435,L3 90 90 90 16 4004 90,19539640320,1302642688,6.97,465.48,40.00,47.38,7.82,46.05,7.80,870636.00,200270.00,55.20,53.85,1070906.00
100,2048,3.779258,L3 100 100 100 16 3604 100,27179089920,1811939328,7.18,479.44,39.12,47.41,7.84,47.88,7.84,1657551.00,563804.00,55.25,55.72,2221355.00
110,1024,2.487887,L3 110 110 110 16 3276 110,18294005760,1219600384,7.35,490.21,38.32,47.46,7.85,47.88,7.84,21786174.00,14894528.00,55.31,55.72,36680702.00
120,512,2.001444,L3 120 120 120 16 3003 120,11987681280,799178752,5.98,399.29,47.12,47.49,7.86,47.77,7.85,110961580.00,66633385.00,55.35,55.62,177594965.00
130,512,3.023071,L3 130 130 130 16 2772 130,15362887680,1024192512,5.08,338.79,55.68,47.92,7.97,47.75,7.84,248979748.00,128919157.01,55.89,55.59,377898905.01
140,512,3.710409,L3 140 140 140 16 2574 140,19318702080,1287913472,5.20,347.10,54.08,47.63,7.89,47.71,7.86,342843440.00,166167275.01,55.52,55.57,509010715.01
150,256,2.372580,L3 150 150 150 16 2402 150,11950602240,796706816,5.03,335.79,55.68,47.64,7.90,47.72,7.84,211960198.00,102573121.01,55.54,55.56,314533319.01
160,256,2.919560,L3 160 160 160 16 2252 160,14578237440,971882496,4.99,332.88,55.68,48.85,8.04,47.79,7.87,257795707.00,124933025.01,56.89,55.66,382728732.01
170,256,3.378993,L3 170 170 170 16 2120 170,17565296640,1171019776,5.19,346.55,54.08,47.65,7.90,47.74,7.86,309366598.00,150266068.01,55.55,55.60,459632666.01
180,128,2.015463,L3 180 180 180 16 2002 180,10467409920,697827328,5.18,346.23,54.08,47.72,7.91,47.76,7.89,183866742.00,89437649.01,55.63,55.65,273304391.01
190,128,2.380607,L3 190 190 190 16 1897 190,12354923520,823661568,5.18,345.98,54.08,47.77,7.93,47.75,7.86,216352488.00,105421811.01,55.70,55.61,321774299.01
200,128,2.765929,L3 200 200 200 16 1802 200,14456709120,963780608,5.22,348.44,54.08,47.73,7.92,47.78,7.90,252703980.00,123232876.01,55.65,55.68,375936856.01
210,128,3.152012,L3 210 210 210 16 1716 210,16784286720,1118952448,5.32,354.99,52.56,47.72,7.92,47.78,7.88,292736508.00,142919678.01,55.64,55.66,435656186.01
220,128,3.716672,L3 220 220 220 16 1638 220,19349176320,1289945088,5.20,347.06,54.08,47.78,7.95,47.81,7.90,336967524.00,164631045.01,55.73,55.71,501598569.01
230,64,2.102592,L3 230 230 230 16 1567 230,11081448960,738763264,5.26,351.35,54.08,47.77,7.94,47.81,7.89,192640179.00,94196603.01,55.71,55.70,286836782.01
240,64,2.477738,L3 240 240 240 16 1501 240,12618485760,841232384,5.08,339.51,55.68,48.30,8.04,47.85,7.91,219121759.00,107200676.01,56.34,55.76,326322435.01
250,64,2.764217,L3 250 250 250 16 1441 250,14291458560,952763904,5.16,344.67,54.08,48.17,8.11,47.86,7.89,247648677.00,121320287.01,56.28,55.75,368968964.01
260,64,3.219560,L3 260 260 260 16 1386 260,16106127360,1073741824,5.00,333.50,55.68,49.39,8.11,47.85,7.91,279019247.00,136656702.01,57.50,55.76,415675949.01
270,64,3.494810,L3 270 270 270 16 1334 270,18068252160,1204550144,5.16,344.66,54.08,50.97,7.94,47.80,7.89,312497285.00,153198339.01,58.91,55.69,465695624.01
280,64,3.848071,L3 280 280 280 16 1287 280,20183592960,1345572864,5.24,349.67,54.08,48.43,7.98,47.85,7.92,348872876.00,171044326.01,56.41,55.77,519917202.01
290,32,2.110988,L3 290 290 290 16 1242 290,11228954880,748596992,5.31,354.61,52.56,48.05,7.96,47.85,7.91,193853594.00,95107039.01,56.01,55.76,288960633.01
300,32,2.394740,L3 300 300 300 16 1201 300,12448481280,829898752,5.19,346.54,54.08,48.22,7.96,47.86,7.93,214856570.00,105392859.01,56.18,55.79,320249429.01
310,32,2.591819,L3 310 310 310 16 1162 310,13753255680,916883712,5.30,353.75,52.56,48.27,7.98,47.87,7.92,237138168.00,116377517.01,56.25,55.79,353515685.01
320,32,3.110966,L3 320 320 320 16 1126 320,15146158080,1009743872,4.86,324.57,57.44,56.90,8.20,48.22,7.85,261298405.00,128140260.01,65.10,56.07,389438665.01
330,32,3.141346,L3 330 330 330 16 1092 330,16630068480,1108671232,5.29,352.92,52.56,48.89,8.06,47.85,7.91,286521180.00,140611083.01,56.95,55.76,427132263.01
340,32,3.440421,L3 340 340 340 16 1060 340,18207866880,1213857792,5.29,352.82,52.56,48.55,8.08,47.88,7.93,314428149.00,153906588.01,56.63,55.81,468334737.01
350,32,3.813738,L3 350 350 350 16 1029 350,19882433280,1325495552,5.21,347.55,54.08,54.28,8.04,47.88,7.91,343036873.00,167999477.01,62.32,55.79,511036350.01
360,16,2.105172,L3 360 360 360 16 1001 360,10828323840,721888256,5.13,342.90,54.08,57.55,8.07,47.87,7.92,186879521.00,91472666.01,65.62,55.79,278352187.01
370,16,2.226801,L3 370 370 370 16 974 370,11766695040,784446336,5.28,352.27,52.56,49.51,8.05,47.88,7.92,203559420.00,99360196.01,57.56,55.80,302919616.01
380,16,2.537865,L3 380 380 380 16 948 380,12757770240,850518016,5.02,335.12,55.68,54.30,8.21,47.86,7.93,220556172.00,107709393.01,62.51,55.79,328265565.01
