N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,12.86,676.84,CPU bound,12.86,676.84,,676.92,214.93,24.0,26.0,0.0,0.0,0.0,26.0 ,24.0,26.0,0.0,0.0,0.0,26.0 ,81.89,56.9,48.9,0.0,0.0,0.2,0,0,0,0,0,0,.16,.16,.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12.86,676.84,CPU bound,12.86,676.84,,549.75,269.17,24.0,26.0,8.7,0.0,0.0,34.7 ,24.0,26.0,6.0,0.0,0.0,32.0 ,65.39,45.2,36.0,9.1,0.0,0.1,26.24,10.24,36.48,0,0,0,.16,.16,.32,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,9.81,516.31,0.30,11.20,589.47,0.34,382.43,236.54,24.0,26.0,16.0,7.6,0.0,49.6 ,24.0,26.0,14.0,6.0,0.0,46.0 ,74.41,34.8,26.3,14.9,8.0,0.1,50.08,9.36,59.44,22.72,9.20,31.92,.16,.16,.32,54.62,9.25,63.87,21.25,9.25,30.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
40,9.93,522.63,0.30,11.20,589.47,0.34,382.60,227.00,24.0,26.0,15.8,7.2,0.0,49.0 ,24.0,26.0,14.0,6.0,0.0,46.0 ,77.53,37.0,27.1,16.0,7.3,0.1,54.96,8.96,63.92,20.56,8.80,29.36,.16,.16,.32,54.25,8.87,63.12,19.75,8.87,28.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
50,10.16,534.73,0.31,11.20,589.47,0.34,382.60,242.50,24.0,26.0,15.4,6.9,0.0,48.3 ,24.0,26.0,14.0,6.0,0.0,46.0 ,72.58,31.6,23.5,15.5,7.3,0.1,53.28,8.72,62.00,20.40,8.64,29.04,.16,.16,.32,53.00,8.75,61.75,18.87,8.75,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,10.35,544.73,0.31,11.20,589.47,0.34,382.43,231.75,24.0,26.0,15.2,6.8,0.0,48.0 ,24.0,26.0,14.0,6.0,0.0,46.0 ,75.94,33.6,24.5,15.3,7.4,0.1,52.56,8.64,61.20,21.04,8.56,29.60,.16,.16,.32,52.00,8.62,60.62,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,10.46,550.52,0.32,11.20,589.47,0.34,382.60,243.99,24.0,26.0,15.0,6.9,0.0,47.8 ,24.0,26.0,14.0,6.0,0.0,46.0 ,72.14,30.5,22.4,15.1,14.1,0.1,51.84,8.48,60.32,47.92,8.48,56.40,.16,.16,.32,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,7.75,407.89,0.34,7.82,411.57,0.34,325.92,238.25,24.0,26.0,14.9,14.1,0.0,55.0 ,24.0,26.0,14.0,14.0,0.0,54.0 ,73.87,32.3,23.3,15.4,14.2,0.1,52.96,8.48,61.44,48.40,8.40,56.80,.16,.16,.32,51.00,8.37,59.37,48.00,8.37,56.37,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
90,7.74,407.36,0.34,7.82,411.57,0.34,325.77,244.54,24.0,26.0,14.8,14.1,0.0,54.9 ,24.0,26.0,14.0,14.0,0.0,54.0 ,71.97,29.9,21.9,14.8,14.4,0.1,50.88,8.40,59.28,49.20,8.32,57.52,.16,.16,.32,50.62,8.37,58.99,48.25,8.37,56.62,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
100,7.46,392.63,0.32,7.82,411.57,0.34,325.77,241.45,24.0,26.0,14.7,14.7,0.0,55.3 ,24.0,26.0,14.0,14.0,0.0,54.0 ,72.89,31.2,22.6,14.7,14.8,0.1,50.56,8.32,58.88,50.80,8.32,59.12,.16,.16,.32,50.37,8.37,58.74,50.37,8.37,58.74,0,0,0,48.00,8.00,56.00,48.00,8.00,56.00,0,0,0
