N,threads,iterations,time,blocking factor,flop,lup,Gflop/s,Gflop/s (Roofline),Mlup/s,Mlup/s (Roofline),cy/CL,cy/CL (ECM),MLUP/s (ECM),l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
1100,1,likwid-perfctr,54.8749},,,,4.10,4.13,215.92,217.36,81.51,85.84,205.03,0,0,0,0,0,0
1100,2,likwid-perfctr,29.2976,,225005500000.0000,11848828300.0000,7.68,7.68,404.43,404.21,43.52,44.57,394.88,0,0,0,0,0,0
1100,3,likwid-perfctr,21.2129,,225068800000.0000,11848889500.0000,10.61,10.63,558.57,559.47,31.51,32.86,535.60,0,0,0,0,0,0
1100,4,likwid-perfctr,18.0883,,225018400000.0000,11848740900.0000,12.44,12.51,655.05,658.42,26.87,27.94,629.92,0,0,0,0,0,0
1100,5,likwid-perfctr,16.8163,,225002000000.0000,11848764900.0000,13.38,13.41,704.60,705.78,24.98,25.30,695.65,0,0,0,0,0,0
1100,6,likwid-perfctr,16.2423,,225118200000.0000,11848757800.0000,13.86,13.97,729.50,735.26,24.13,23.84,738.25,0,0,0,0,0,0
1100,7,likwid-perfctr,16.0749}],,,,14.00,14.00,737.10,736.84,23.88,23.84,738.25,0,0,0,0,0,0
1100,8,likwid-perfctr,15.9876,,225105400000.0000,11848730100.0000,14.08,14.03,741.12,738.42,23.75,23.84,738.25,0,0,0,0,0,0
1100,9,likwid-perfctr,16.0048,,225027400000.0000,11848833500.0000,14.06,14.05,740.33,739.47,23.77,23.84,738.25,0,0,0,0,0,0
1100,10,likwid-perfctr,16.0999,,225076600000.0000,11848721400.0000,13.98,14.01,735.95,737.36,23.91,23.84,738.25,0,0,0,0,0,0
