,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,10.73,1532.85,CPU bound,10.73,1532.85,,1531.33,368.48,12.0,7.5,0.0,0.0,0.0,12.0 ,12.0,7.5,0.0,0.0,0.0,12.0 ,49.93,51.0,33.3,0.0,0.0,0.1,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10.31,1472.85,CPU bound,10.73,1532.85,,1361.18,368.06,12.0,7.5,7.2,0.0,0.0,14.7 ,12.0,7.5,6.0,0.0,0.0,13.5 ,49.99,48.7,30.4,7.2,0.5,0.0,19.84,8.88,28.72,1.60,.48,2.08,.08,0,.08,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,8.15,1164.28,0.26,9.19,1312.85,0.29,942.35,635.49,12.0,7.5,6.8,6.8,0.0,21.0 ,12.0,7.5,6.0,6.0,0.0,19.5 ,28.95,17.9,14.1,7.3,6.4,0.0,20.64,8.72,29.36,17.52,8.24,25.76,0,0,0,18.37,8.62,26.99,18.37,8.62,26.99,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,5.96,851.42,0.16,6.34,905.71,0.17,781.95,735.23,12.0,7.5,10.6,6.5,0.0,24.7 ,12.0,7.5,10.0,6.0,0.0,23.5 ,25.03,18.6,12.3,10.7,6.7,0.0,34.40,8.48,42.88,18.16,8.48,26.64,0,0,0,34.12,8.37,42.49,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,6.02,860.00,0.17,6.34,905.71,0.17,781.95,739.88,12.0,7.5,10.5,6.4,0.0,24.5 ,12.0,7.5,10.0,6.0,0.0,23.5 ,24.87,15.6,11.1,10.6,6.6,0.0,33.84,8.40,42.24,18.16,8.32,26.48,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,6.08,868.57,0.17,6.34,905.71,0.17,781.95,771.45,12.0,7.5,10.4,6.4,0.0,24.4 ,12.0,7.5,10.0,6.0,0.0,23.5 ,23.85,16.3,11.1,10.5,6.6,0.0,33.52,8.32,41.84,18.32,8.24,26.56,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,6.12,874.28,0.17,6.34,905.71,0.17,781.95,799.60,12.0,7.5,10.4,6.4,0.0,24.3 ,12.0,7.5,10.0,6.0,0.0,23.5 ,23.01,14.5,9.4,10.4,8.0,0.0,33.28,8.24,41.52,23.60,8.24,31.84,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,6.15,878.57,0.17,6.34,905.71,0.17,781.95,774.68,12.0,7.5,10.3,6.5,0.0,24.3 ,12.0,7.5,10.0,6.0,0.0,23.5 ,23.75,15.2,10.1,10.4,9.2,0.0,33.28,8.24,41.52,28.80,8.16,36.96,0,0,0,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
