N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.25,104.0,116.0,0.00,0.00,0.00,116.00,104.0,116.0,0.00,0.00,0.00,116.00,206.17,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.19,104.0,116.0,7.25,0.00,0.00,116.00,104.0,116.0,6.00,0.00,0.00,116.00,206.30,,,,,,,,,,,,,,,29.00,9.00,38.00,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.79,104.0,116.0,6.78,11.31,0.00,116.00,104.0,116.0,10.00,8.00,0.00,116.00,204.93,,,,,,,,,,,,,,,27.12,8.62,35.74,22.62,22.62,45.24,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
40,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.34,104.0,116.0,10.86,13.08,0.00,116.00,104.0,116.0,10.00,8.00,0.00,116.00,205.96,,,,,,,,,,,,,,,43.37,8.37,51.74,26.12,26.12,52.24,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
50,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.73,104.0,116.0,10.69,12.90,0.00,116.00,104.0,116.0,10.00,8.00,0.00,116.00,205.05,,,,,,,,,,,,,,,42.75,8.37,51.12,25.75,25.75,51.50,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
60,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.39,104.0,116.0,10.57,12.86,0.00,116.00,104.0,116.0,10.00,8.00,0.00,116.00,205.85,,,,,,,,,,,,,,,42.25,8.25,50.50,25.75,25.75,51.50,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
70,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.62,104.0,116.0,10.48,10.82,8.98,116.00,104.0,116.0,10.00,8.00,0.00,116.00,205.31,,,,,,,,,,,,,,,41.87,8.25,50.12,17.50,25.75,43.25,8.25,6.50,14.75,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
80,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.44,104.0,116.0,10.42,6.46,20.39,116.00,104.0,116.0,10.00,8.00,18.49,116.00,205.73,,,,,,,,,,,,,,,41.62,8.25,49.87,0,25.87,25.87,25.87,9.50,35.37,40.00,8.00,48.00,24.00,8.00,32.00,24.00,8.00,32.00
90,4.28,158.51,CPU bound,4.28,158.51,,158.55,88.98,104.0,116.0,10.37,6.19,19.82,116.00,104.0,116.0,10.00,8.00,18.49,116.00,206.80,,,,,,,,,,,,,,,41.50,8.25,49.75,0,24.75,24.75,24.75,8.25,33.00,40.00,8.00,48.00,24.00,8.00,32.00,24.00,8.00,32.00
100,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.66,104.0,116.0,10.34,6.17,19.76,116.00,104.0,116.0,10.00,8.00,18.49,116.00,205.23,,,,,,,,,,,,,,,41.37,8.12,49.49,0,24.62,24.62,24.62,8.12,32.74,40.00,8.00,48.00,24.00,8.00,32.00,24.00,8.00,32.00
110,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.25,104.0,116.0,10.31,6.15,19.72,116.00,104.0,116.0,10.00,8.00,18.49,116.00,206.17,,,,,,,,,,,,,,,41.25,8.12,49.37,0,24.62,24.62,24.62,8.12,32.74,40.00,8.00,48.00,24.00,8.00,32.00,24.00,8.00,32.00
120,4.28,158.51,CPU bound,4.28,158.51,,158.55,88.59,104.0,116.0,10.28,6.14,19.68,116.00,104.0,116.0,10.00,12.00,18.49,116.00,207.71,,,,,,,,,,,,,,,41.12,8.12,49.24,0,24.50,24.50,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
130,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.26,104.0,116.0,10.25,14.38,19.64,116.00,104.0,116.0,10.00,12.00,18.49,116.00,206.14,,,,,,,,,,,,,,,41.00,8.12,49.12,16.50,41.00,57.50,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
140,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.31,104.0,116.0,10.25,14.37,19.63,116.00,104.0,116.0,10.00,12.00,18.49,116.00,206.03,,,,,,,,,,,,,,,41.00,8.12,49.12,16.50,41.00,57.50,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
150,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.76,104.0,116.0,10.21,14.31,18.83,116.00,104.0,116.0,10.00,12.00,18.49,116.00,204.98,,,,,,,,,,,,,,,40.87,8.12,48.99,16.37,40.87,57.24,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
160,3.08,114.07,CPU bound,4.28,158.51,,158.55,89.23,104.0,116.0,84.13,14.31,19.56,116.00,104.0,116.0,10.00,12.00,18.49,116.00,206.21,,,,,,,,,,,,,,,336.50,64.00,400.50,16.37,40.87,57.24,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
170,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.60,104.0,116.0,10.20,14.30,19.56,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.36,,,,,,,,,,,,,,,40.75,8.12,48.87,16.37,40.75,57.12,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
180,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.52,104.0,116.0,10.18,14.27,19.45,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.55,,,,,,,,,,,,,,,40.75,8.12,48.87,16.37,40.75,57.12,24.37,8.00,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
190,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.64,104.0,116.0,10.18,14.26,19.54,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.28,,,,,,,,,,,,,,,40.75,8.12,48.87,16.37,40.75,57.12,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
200,4.28,158.51,CPU bound,4.28,158.51,,158.55,88.26,104.0,116.0,10.15,14.22,19.49,116.00,104.0,116.0,10.00,12.00,18.49,116.00,208.48,,,,,,,,,,,,,,,40.62,8.12,48.74,16.25,40.62,56.87,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
210,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.34,104.0,116.0,14.17,14.22,18.83,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.94,,,,,,,,,,,,,,,56.62,8.12,64.74,16.25,40.62,56.87,24.25,8.25,32.50,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
220,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.48,104.0,116.0,10.15,14.22,18.76,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.62,,,,,,,,,,,,,,,40.62,8.12,48.74,16.25,40.62,56.87,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
230,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.88,104.0,116.0,10.14,14.22,19.47,116.00,104.0,116.0,10.00,12.00,18.49,116.00,204.71,,,,,,,,,,,,,,,40.62,8.12,48.74,16.25,40.62,56.87,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
240,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.47,104.0,116.0,10.14,14.21,19.46,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.65,,,,,,,,,,,,,,,40.62,8.12,48.74,16.25,40.62,56.87,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
250,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.86,104.0,116.0,10.14,14.21,19.63,116.00,104.0,116.0,10.00,12.00,18.49,116.00,204.77,,,,,,,,,,,,,,,40.62,8.12,48.74,16.25,40.62,56.87,24.25,9.75,34.00,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
260,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.56,104.0,116.0,10.11,14.16,18.74,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.45,,,,,,,,,,,,,,,40.37,8.12,48.49,16.25,40.37,56.62,24.25,8.25,32.50,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
270,4.28,158.51,CPU bound,4.28,158.51,,158.55,90.04,104.0,116.0,10.11,14.16,19.85,116.00,104.0,116.0,10.00,12.00,18.49,116.00,204.35,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.25,10.12,34.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
280,4.28,158.51,CPU bound,4.28,158.51,,158.55,88.67,104.0,116.0,10.11,14.16,19.42,116.00,104.0,116.0,10.00,12.00,18.49,116.00,207.51,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
290,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.64,104.0,116.0,10.14,14.21,19.10,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.27,,,,,,,,,,,,,,,40.50,8.00,48.50,16.25,40.50,56.75,24.25,8.75,33.00,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
300,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.06,104.0,116.0,10.10,14.15,18.99,116.00,104.0,116.0,10.00,12.00,18.49,116.00,206.60,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.25,8.62,32.87,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
310,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.69,104.0,116.0,10.10,14.15,19.41,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.14,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.25,8.00,32.25,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
320,3.51,130.00,CPU bound,4.28,158.51,,158.55,88.75,104.0,116.0,70.08,14.15,18.67,116.00,104.0,116.0,10.00,12.00,18.49,116.00,207.33,,,,,,,,,,,,,,,280.25,64.00,344.25,16.25,40.37,56.62,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
330,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.75,104.0,116.0,10.10,14.15,18.70,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.00,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.25,8.12,32.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
340,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.19,104.0,116.0,10.10,14.15,19.82,116.00,104.0,116.0,10.00,12.00,18.49,116.00,206.30,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.25,10.12,34.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
350,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.87,104.0,116.0,10.06,14.08,19.32,116.00,104.0,116.0,10.00,12.00,18.49,116.00,204.73,,,,,,,,,,,,,,,40.25,8.00,48.25,16.12,40.25,56.37,24.12,9.25,33.37,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
360,4.28,158.51,CPU bound,4.28,158.51,,158.55,88.95,104.0,116.0,14.08,14.08,18.80,116.00,104.0,116.0,10.00,12.00,18.49,116.00,206.86,,,,,,,,,,,,,,,56.25,8.00,64.25,16.12,40.25,56.37,24.12,8.37,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
370,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.59,104.0,116.0,14.11,14.15,19.11,116.00,104.0,116.0,10.00,12.00,18.49,116.00,205.38,,,,,,,,,,,,,,,56.37,8.00,64.37,16.25,40.37,56.62,24.25,8.87,33.12,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
380,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.65,104.0,116.0,10.10,14.15,20.64,116.00,104.0,116.0,22.00,12.00,18.49,116.00,205.24,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.25,11.50,35.75,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
390,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.80,104.0,116.0,10.10,14.15,20.69,116.00,104.0,116.0,22.00,12.00,18.49,116.00,204.89,,,,,,,,,,,,,,,40.37,8.00,48.37,16.25,40.37,56.62,24.12,11.62,35.74,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
400,4.28,158.51,CPU bound,4.28,158.51,,158.55,88.50,104.0,116.0,14.14,14.15,20.95,116.00,104.0,116.0,22.00,12.00,18.49,116.00,207.91,,,,,,,,,,,,,,,56.62,8.00,64.62,16.25,40.37,56.62,24.12,12.12,36.24,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
410,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.48,104.0,116.0,14.10,13.15,23.22,116.00,104.0,116.0,22.00,12.00,18.49,116.00,205.64,,,,,,,,,,,,,,,56.37,8.00,64.37,12.25,40.37,52.62,28.25,12.00,40.25,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
420,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.33,104.0,116.0,14.07,12.36,24.58,116.00,104.0,116.0,22.00,12.00,18.49,116.00,205.99,,,,,,,,,,,,,,,56.25,8.00,64.25,9.25,40.25,49.50,31.00,9.87,40.87,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
430,4.28,158.51,CPU bound,4.28,158.51,,158.55,89.24,104.0,116.0,14.10,13.04,22.17,116.00,104.0,116.0,22.00,12.00,18.49,116.00,206.18,,,,,,,,,,,,,,,56.37,8.00,64.37,11.75,40.37,52.12,28.62,8.25,36.87,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
440,4.28,158.51,CPU bound,4.28,158.51,,158.55,88.89,104.0,116.0,10.05,13.14,22.26,116.00,104.0,116.0,22.00,12.00,18.49,116.00,207.00,,,,,,,,,,,,,,,40.12,8.00,48.12,12.37,40.12,52.49,27.75,9.12,36.87,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
450,4.28,158.51,CPU bound,4.28,158.51,,158.55,87.90,104.0,116.0,18.08,12.16,25.12,116.00,104.0,116.0,22.00,12.00,18.49,116.00,209.33,,,,,,,,,,,,,,,72.37,8.00,80.37,8.50,40.12,48.62,31.75,11.75,43.50,88.00,8.00,96.00,40.00,8.00,48.00,24.00,8.00,32.00
