N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,,,L3 10 10 10 16 27306 10,,,,,,,,,,,,,,
20,,,L3 20 20 20 16 13653 20,,,,,,,,,,,,,,
30,,,L3 30 30 30 16 9102 30,,,,,,,,,,,,,,
40,,,L3 40 40 40 16 6826 40,,,,,,,,,,,,,,
50,,,L3 50 50 50 16 5461 50,,,,,,,,,,,,,,
60,,,L3 60 60 60 16 4551 60,,,,,,,,,,,,,,
70,,,L3 70 70 70 16 3900 70,,,,,,,,,,,,,,
80,,,L3 80 80 80 16 3413 80,,,,,,,,,,,,,,
90,,,L3 90 90 90 16 3034 90,,,,,,,,,,,,,,
100,,,L3 100 100 100 16 2730 100,,,,,,,,,,,,,,
110,,,L3 110 110 110 16 2482 110,,,,,,,,,,,,,,
120,,,L3 120 120 120 16 2275 120,,,,,,,,,,,,,,
130,,,L3 130 130 130 16 2100 130,,,,,,,,,,,,,,
140,,,L3 140 140 140 16 1950 140,,,,,,,,,,,,,,
150,,,L3 150 150 150 16 1820 150,,,,,,,,,,,,,,
160,,,L3 160 160 160 16 1706 160,,,,,,,,,,,,,,
170,,,L3 170 170 170 16 1606 170,,,,,,,,,,,,,,
180,,,L3 180 180 180 16 1517 180,,,,,,,,,,,,,,
190,,,L3 190 190 190 16 1437 190,,,,,,,,,,,,,,
200,,,L3 200 200 200 16 1365 200,,,,,,,,,,,,,,
210,,,L3 210 210 210 16 1300 210,,,,,,,,,,,,,,
220,,,L3 220 220 220 16 1241 220,,,,,,,,,,,,,,
230,,,L3 230 230 230 16 1187 230,,,,,,,,,,,,,,
240,,,L3 240 240 240 16 1137 240,,,,,,,,,,,,,,
250,,,L3 250 250 250 16 1092 250,,,,,,,,,,,,,,
260,,,L3 260 260 260 16 1050 260,,,,,,,,,,,,,,
270,,,L3 270 270 270 16 1011 270,,,,,,,,,,,,,,
280,,,L3 280 280 280 16 975 280,,,,,,,,,,,,,,
290,,,L3 290 290 290 16 941 290,,,,,,,,,,,,,,
300,,,L3 300 300 300 16 910 300,,,,,,,,,,,,,,
310,,,L3 310 310 310 16 880 310,,,,,,,,,,,,,,
320,,,L3 320 320 320 16 853 320,,,,,,,,,,,,,,
330,,,L3 330 330 330 16 827 330,,,,,,,,,,,,,,
340,,,L3 340 340 340 16 803 340,,,,,,,,,,,,,,
