,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,10.63,708.66,CPU bound,10.63,708.66,,708.19,263.52,27.1,14.0,0.0,0.0,0.0,27.1 ,27.1,14.0,0.0,0.0,0.0,27.1 ,72.86,45.8,45.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10.63,708.66,CPU bound,10.63,708.66,,708.19,561.05,27.1,14.0,4.3,0.0,0.0,27.1 ,27.1,14.0,3.0,0.0,0.0,27.1 ,34.22,14.6,20.2,4.5,0.0,0.0,26.00,10.00,36.00,0,0,0,0,0,0,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,9.13,608.66,0.23,10.42,694.66,0.27,708.48,504.60,27.1,14.0,8.0,0.0,0.0,27.1 ,27.1,14.0,7.0,0.0,0.0,27.1 ,38.05,16.1,19.9,7.5,0.0,0.0,50.32,9.36,59.68,0,0,0,0,0,0,54.62,9.25,63.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
40,9.23,615.33,0.24,10.42,694.66,0.27,708.19,557.17,27.1,14.0,7.9,0.0,0.0,27.1 ,27.1,14.0,7.0,0.0,0.0,27.1 ,34.46,14.5,16.1,8.0,4.3,0.0,54.80,9.04,63.84,4.24,4.24,8.48,0,0,0,54.25,8.87,63.12,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,9.25,616.66,0.40,10.42,694.66,0.27,661.79,560.26,27.1,14.0,7.7,9.5,0.0,31.2 ,27.1,14.0,7.0,8.0,0.0,29.0 ,34.27,15.2,16.8,7.8,18.5,0.0,53.36,8.72,62.08,18.48,18.48,36.96,0,0,0,53.00,8.75,61.75,18.87,18.87,37.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,9.30,620.00,0.40,10.42,694.66,0.27,662.06,584.84,27.1,14.0,7.6,9.4,0.0,31.0 ,27.1,14.0,7.0,8.0,0.0,29.0 ,32.83,14.5,15.0,7.6,18.7,0.0,52.48,8.64,61.12,18.72,18.64,37.36,0,0,0,52.00,8.62,60.62,18.87,18.87,37.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,9.23,615.33,0.40,10.42,694.66,0.27,662.06,601.23,27.1,14.0,7.5,9.5,0.0,31.0 ,27.1,14.0,7.0,8.0,0.0,29.0 ,31.93,14.8,15.7,7.5,18.2,0.0,51.60,8.48,60.08,18.16,18.16,36.32,0,0,0,51.50,8.50,60.00,19.00,19.00,38.00,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,9.10,606.66,0.39,10.42,694.66,0.27,662.06,593.36,27.1,14.0,7.4,9.6,0.0,31.0 ,27.1,14.0,7.0,8.0,0.0,29.0 ,32.36,14.5,14.4,7.5,17.9,0.0,51.68,8.48,60.16,17.92,17.92,35.84,0,0,0,51.00,8.37,59.37,19.25,19.25,38.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
