,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,19.93,1533.07,CPU bound,19.93,1533.07,,1533.33,186.24,24.0,14.0,0.0,0.0,0.0,24.0 ,24.0,14.0,0.0,0.0,0.0,24.0 ,197.60,192.9,136.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19.93,1533.07,CPU bound,19.93,1533.07,,1533.33,792.77,24.0,14.0,11.5,0.0,0.0,25.5 ,24.0,14.0,8.0,0.0,0.0,24.0 ,46.42,24.3,23.5,11.6,0.0,0.0,35.92,10.56,46.48,0,0,0,0,0,0,35.75,10.37,46.12,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,19.93,1533.07,CPU bound,19.93,1533.07,,1226.66,716.21,24.0,14.0,10.0,4.8,0.0,28.8 ,24.0,14.0,8.0,8.0,0.0,30.0 ,51.38,37.4,30.7,10.6,6.5,0.0,32.80,9.44,42.24,20.72,5.44,26.16,0,0,0,30.75,9.37,40.12,14.75,4.50,19.25,0,0,0,24.00,8.00,32.00,24.00,8.00,32.00,0,0,0
40,13.71,1054.61,0.37,14.94,1149.23,0.41,968.42,594.68,24.0,14.0,17.4,9.4,0.0,40.8 ,24.0,14.0,16.0,8.0,0.0,38.0 ,61.88,43.6,31.4,16.7,9.9,0.0,57.68,9.04,66.72,30.80,8.96,39.76,0,0,0,60.87,8.87,69.74,28.62,8.87,37.49,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
50,13.54,1041.53,0.37,14.94,1149.23,0.41,968.42,622.59,24.0,14.0,17.7,9.1,0.0,40.8 ,24.0,14.0,16.0,8.0,0.0,38.0 ,59.11,46.6,31.9,17.7,9.5,0.0,61.92,8.80,70.72,29.36,8.72,38.08,0,0,0,61.87,8.75,70.62,27.62,8.75,36.37,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
60,13.77,1059.23,0.37,14.94,1149.23,0.41,968.00,866.57,24.0,14.0,17.4,9.0,0.0,40.4 ,24.0,14.0,16.0,8.0,0.0,38.0 ,42.47,24.1,16.6,17.4,9.3,0.0,60.80,8.64,69.44,28.56,8.56,37.12,0,0,0,60.87,8.62,69.49,27.50,8.62,36.12,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
70,13.96,1073.84,0.38,14.94,1149.23,0.41,968.00,768.30,24.0,14.0,17.1,9.0,0.0,40.1 ,24.0,14.0,16.0,8.0,0.0,38.0 ,47.90,29.5,20.5,17.2,9.6,0.0,60.08,8.56,68.64,29.84,8.48,38.32,0,0,0,60.00,8.50,68.50,27.50,8.50,36.00,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
80,14.10,1084.61,0.38,14.94,1149.23,0.41,968.00,747.47,24.0,14.0,17.0,9.0,0.0,40.0 ,24.0,14.0,16.0,8.0,0.0,38.0 ,49.23,33.4,22.2,17.1,10.2,0.0,60.00,8.48,68.48,32.48,8.40,40.88,0,0,0,59.37,8.37,67.74,27.62,8.37,35.99,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
