N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,22.00,594.59,CPU bound,22.00,594.59,,594.69,155.06,30.9,30.2,0.0,0.0,0.0,30.9 ,30.9,30.2,0.0,0.0,0.0,30.9 ,118.66,48.3,82.6,0.0,0.0,0.1,0,0,0,0,0,0,.16,.08,.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22.00,594.59,CPU bound,22.00,594.59,,507.62,136.12,30.9,30.2,11.1,0.0,0.0,41.3 ,30.9,30.2,6.0,0.0,0.0,36.2 ,135.17,42.1,59.6,13.1,0.0,0.1,41.20,11.36,52.56,0,0,0,.08,.08,.16,32.75,11.62,44.37,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,14.60,394.59,0.40,18.62,503.24,0.51,339.04,225.89,30.9,30.2,23.0,7.8,0.0,61.0 ,30.9,30.2,18.0,6.0,0.0,54.2 ,81.45,29.1,37.0,23.3,6.9,0.1,83.20,10.08,93.28,19.60,8.00,27.60,.08,0,.08,81.87,10.00,91.87,21.37,9.87,31.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
40,15.53,419.72,0.43,18.62,503.24,0.51,339.04,206.02,30.9,30.2,21.6,7.9,0.0,59.7 ,30.9,30.2,18.0,6.0,0.0,54.2 ,89.31,33.8,41.5,21.8,8.8,0.1,77.68,9.52,87.20,25.68,9.44,35.12,.08,.08,.16,76.87,9.37,86.24,22.12,9.37,31.49,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
50,16.14,436.21,0.45,18.62,503.24,0.51,339.04,237.11,30.9,30.2,20.8,7.4,0.0,58.4 ,30.9,30.2,18.0,6.0,0.0,54.2 ,77.60,28.5,33.3,20.8,13.7,0.3,74.08,9.12,83.20,45.68,9.12,54.80,.24,.16,.40,74.00,9.12,83.12,20.62,9.12,29.74,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
60,16.52,446.48,0.46,18.62,503.24,0.51,339.04,222.56,30.9,30.2,20.3,7.3,0.0,57.8 ,30.9,30.2,18.0,6.0,0.0,54.2 ,82.67,31.5,36.8,20.6,14.7,0.1,73.44,9.04,82.48,50.08,8.88,58.96,.08,0,.08,72.25,8.87,81.12,20.37,8.87,29.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
70,16.85,455.40,0.46,15.71,424.59,0.51,277.58,244.06,30.9,30.2,19.9,15.8,0.0,65.9 ,30.9,30.2,18.0,18.0,0.0,66.2 ,75.39,28.4,32.0,19.9,19.9,0.1,71.04,8.80,79.84,70.88,8.72,79.60,.08,0,.08,70.87,8.75,79.62,54.25,8.75,63.00,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
80,14.39,388.91,0.47,15.71,424.59,0.51,277.58,225.61,30.9,30.2,19.6,19.6,0.0,69.5 ,30.9,30.2,18.0,18.0,0.0,66.2 ,81.56,30.7,34.7,20.4,19.6,0.1,72.80,8.80,81.60,69.92,8.64,78.56,.08,0,.08,69.87,8.62,78.49,69.87,8.62,78.49,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
90,14.71,397.56,0.48,15.71,424.59,0.51,277.58,220.29,30.9,30.2,19.4,19.2,0.0,68.9 ,30.9,30.2,18.0,18.0,0.0,66.2 ,83.53,27.9,31.2,19.6,19.3,0.1,69.84,8.56,78.40,68.64,8.56,77.20,.08,.08,.16,69.25,8.62,77.87,68.37,8.62,76.99,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
100,14.64,395.67,0.48,15.71,424.59,0.51,277.58,234.32,30.9,30.2,19.3,19.3,0.0,68.8 ,30.9,30.2,18.0,18.0,0.0,66.2 ,78.53,30.1,33.5,19.5,19.4,0.2,69.60,8.56,78.16,69.12,8.56,77.68,.24,.16,.40,68.75,8.50,77.25,68.75,8.50,77.25,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
