,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,20.13,2013.00,CPU bound,20.13,2013.00,,2019.34,846.72,9.1,8.0,0.0,0.0,0.0,9.1 ,9.1,8.0,0.0,0.0,0.0,9.1 ,21.73,11.0,11.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14.73,1473.00,0.35,17.77,1777.00,0.42,1312.57,775.42,9.1,8.0,7.2,0.0,0.0,15.2 ,9.1,8.0,6.0,0.0,0.0,14.0 ,23.73,10.8,12.2,7.2,0.0,0.0,19.76,8.88,28.64,0,0,0,0,0,0,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,11.64,1164.00,0.37,13.13,1313.00,0.42,918.80,802.95,9.1,8.0,6.8,6.8,0.0,21.5 ,9.1,8.0,6.0,6.0,0.0,20.0 ,22.92,7.9,8.1,7.2,6.9,0.0,20.32,8.72,29.04,18.96,8.56,27.52,0,0,0,18.37,8.62,26.99,18.37,8.62,26.99,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,8.52,852.00,0.24,9.06,906.00,0.25,765.66,688.75,9.1,8.0,10.6,6.5,0.0,25.2 ,9.1,8.0,10.0,6.0,0.0,24.0 ,26.71,9.2,9.4,10.7,6.7,0.0,34.40,8.48,42.88,18.24,8.48,26.72,0,0,0,34.12,8.37,42.49,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,8.60,860.00,0.24,9.06,906.00,0.25,765.66,741.49,9.1,8.0,10.5,6.4,0.0,25.0 ,9.1,8.0,10.0,6.0,0.0,24.0 ,24.81,7.7,7.6,10.6,6.7,0.0,33.84,8.40,42.24,18.24,8.32,26.56,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,8.68,868.00,0.24,9.06,906.00,0.25,765.66,721.35,9.1,8.0,10.4,6.4,0.0,24.9 ,9.1,8.0,10.0,6.0,0.0,24.0 ,25.51,8.6,8.6,10.5,6.8,0.0,33.52,8.32,41.84,18.72,8.24,26.96,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,8.74,874.00,0.24,9.06,906.00,0.25,765.66,777.27,9.1,8.0,10.4,6.4,0.0,24.8 ,9.1,8.0,10.0,6.0,0.0,24.0 ,23.67,7.6,7.4,10.4,8.0,0.0,33.28,8.24,41.52,23.68,8.24,31.92,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,8.79,879.00,0.24,9.06,906.00,0.25,765.66,728.10,9.1,8.0,10.3,6.5,0.0,24.8 ,9.1,8.0,10.0,6.0,0.0,24.0 ,25.27,8.4,8.2,10.4,9.3,0.0,33.36,8.24,41.60,28.88,8.24,37.12,0,0,0,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
