N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,11.66,220.00,CPU bound,11.66,220.00,,220.00,58.71,54.0,80.0,0.0,0.0,0.0,80.0 ,54.0,80.0,0.0,0.0,0.0,80.0 ,299.79,161.9,130.7,0.1,0.0,0.6,.40,.16,.56,0,0,0,.72,.64,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11.66,220.00,CPU bound,11.66,220.00,,204.65,73.78,54.0,80.0,7.2,0.0,0.0,87.2 ,54.0,80.0,6.0,0.0,0.0,86.0 ,238.55,126.3,93.2,7.2,0.0,0.5,20.00,8.80,28.80,.08,0,.08,.56,.48,1.04,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,11.66,220.00,CPU bound,11.66,220.00,,191.21,75.00,54.0,80.0,6.8,6.8,0.0,93.5 ,54.0,80.0,6.0,6.0,0.0,92.0 ,234.66,99.9,65.5,8.4,6.9,0.4,24.96,8.72,33.68,19.12,8.56,27.68,.48,.40,.88,18.50,8.62,27.12,18.50,8.62,27.12,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,11.66,220.00,CPU bound,11.66,220.00,,183.33,78.33,54.0,80.0,10.9,6.5,0.0,97.4 ,54.0,80.0,10.0,6.0,0.0,96.0 ,224.69,102.2,65.1,11.0,6.7,0.4,35.28,8.56,43.84,18.24,8.40,26.64,.48,.40,.88,35.00,8.37,43.37,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,11.66,220.00,CPU bound,11.66,220.00,,183.33,89.08,54.0,80.0,10.7,6.5,0.0,97.1 ,54.0,80.0,10.0,6.0,0.0,96.0 ,197.57,88.7,54.9,10.7,6.6,0.4,34.48,8.40,42.88,18.00,8.32,26.32,.40,.40,.80,34.37,8.37,42.74,17.50,8.37,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,11.66,220.00,CPU bound,11.66,220.00,,183.25,86.49,54.0,80.0,10.6,6.4,0.0,97.0 ,54.0,80.0,10.0,6.0,0.0,96.0 ,203.49,89.7,56.4,10.6,6.4,0.4,34.08,8.32,42.40,17.60,8.16,25.76,.48,.40,.88,34.00,8.25,42.25,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,11.66,220.00,CPU bound,11.66,220.00,,183.33,94.93,54.0,80.0,10.5,6.4,0.0,96.9 ,54.0,80.0,10.0,6.0,0.0,96.0 ,185.41,83.1,50.5,10.5,6.5,0.4,33.84,8.24,42.08,18.00,8.16,26.16,.48,.40,.88,33.62,8.25,41.87,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,11.66,220.00,CPU bound,11.66,220.00,,183.33,88.46,54.0,80.0,10.4,6.5,0.0,96.9 ,54.0,80.0,10.0,6.0,0.0,96.0 ,198.96,87.9,52.2,10.8,8.0,0.3,34.80,8.24,43.04,23.84,8.16,32.00,.40,.40,.80,33.50,8.25,41.75,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,11.66,220.00,CPU bound,11.66,220.00,,183.33,82.35,54.0,80.0,10.4,6.5,0.0,96.9 ,54.0,80.0,10.0,6.0,0.0,96.0 ,213.72,90.2,48.1,10.4,8.2,0.4,33.44,8.24,41.68,24.72,8.16,32.88,.40,.40,.80,33.25,8.25,41.50,17.87,8.25,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,11.66,220.00,CPU bound,11.66,220.00,,176.00,95.62,54.0,80.0,10.3,10.3,0.0,100.6 ,54.0,80.0,10.0,10.0,0.0,100.0 ,184.05,81.6,49.7,10.4,10.1,0.3,33.20,8.16,41.36,32.40,8.08,40.48,.40,.32,.72,33.12,8.12,41.24,32.87,8.12,40.99,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
110,11.66,220.00,CPU bound,11.66,220.00,,176.00,100.46,54.0,80.0,10.3,10.3,0.0,100.6 ,54.0,80.0,10.0,10.0,0.0,100.0 ,175.19,79.8,46.6,10.3,9.5,0.5,33.12,8.16,41.28,29.92,8.16,38.08,.64,.56,1.20,33.12,8.12,41.24,33.12,8.12,41.24,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
120,11.66,220.00,CPU bound,11.66,220.00,,159.42,99.92,54.0,80.0,10.3,10.3,8.9,109.5 ,54.0,80.0,10.0,10.0,10.4,110.4 ,176.14,83.6,48.1,10.3,10.3,5.0,33.04,8.16,41.20,33.12,8.16,41.28,6.32,4.32,10.64,33.00,8.12,41.12,33.00,8.12,41.12,12.50,8.12,20.62,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
130,11.66,220.00,CPU bound,11.66,220.00,,159.42,76.93,54.0,80.0,10.3,10.2,10.6,111.1 ,54.0,80.0,10.0,10.0,10.4,110.4 ,228.79,93.4,45.6,10.4,10.3,9.9,33.28,8.16,41.44,33.04,8.08,41.12,14.80,8.00,22.80,32.87,8.12,40.99,32.87,8.12,40.99,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
140,11.66,220.00,CPU bound,11.66,220.00,,159.42,80.65,54.0,80.0,10.2,10.2,10.6,111.1 ,54.0,80.0,10.0,10.0,10.4,110.4 ,218.22,90.0,46.9,10.3,10.3,10.9,32.96,8.16,41.12,33.04,8.08,41.12,16.72,8.48,25.20,32.75,8.12,40.87,32.75,8.12,40.87,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
