N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,3.01,56.79,CPU bound,3.01,56.79,,56.76,50.89,108.0,324.0,79.37,0.00,0.00,324.00,108.0,324.0,58.00,0.00,0.00,324.00,361.59,,,,,,,,,,,,,,,317.50,10.75,328.25,0,0,0,0,0,0,232.00,8.00,240.00,0,0,0,0,0,0
20,3.01,56.79,CPU bound,3.01,56.79,,56.76,51.12,108.0,324.0,70.90,132.46,0.00,324.00,108.0,324.0,62.00,60.00,0.00,324.00,359.95,,,,,,,,,,,,,,,283.62,9.12,292.74,264.87,264.87,529.74,0,0,0,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
30,3.01,56.79,CPU bound,3.01,56.79,,56.74,51.37,108.0,324.0,67.44,111.30,37.69,324.00,108.0,324.0,62.00,60.00,0.00,324.00,358.22,,,,,,,,,,,,,,,269.75,8.62,278.37,193.12,252.00,445.12,58.87,3.75,62.62,248.00,8.00,256.00,232.00,8.00,240.00,0,0,0
40,1.25,23.58,CPU bound,3.01,56.79,,56.02,8.08,108.0,324.0,470.63,61.27,152.57,470.63,108.0,324.0,62.00,60.00,144.43,324.00,2276.69,,,,,,,,,,,,,,,1882.50,64.00,1946.50,0,245.12,245.12,245.12,8.37,253.49,248.00,8.00,256.00,232.00,8.00,240.00,232.00,8.00,240.00
50,3.01,56.79,CPU bound,3.01,56.79,,56.76,48.21,108.0,324.0,65.04,68.03,151.37,324.00,108.0,324.0,62.00,64.00,144.43,324.00,381.69,,,,,,,,,,,,,,,260.12,8.37,268.49,14.50,257.62,272.12,243.12,8.37,251.49,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
60,3.01,56.79,CPU bound,3.01,56.79,,56.76,44.32,108.0,324.0,64.49,68.77,149.91,324.00,108.0,324.0,62.00,64.00,144.43,324.00,415.17,,,,,,,,,,,,,,,258.00,8.25,266.25,17.12,258.00,275.12,240.87,8.25,249.12,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
70,3.01,56.79,CPU bound,3.01,56.79,,56.76,49.52,108.0,324.0,64.11,68.35,149.08,324.00,108.0,324.0,62.00,64.00,144.43,324.00,371.59,,,,,,,,,,,,,,,256.37,8.25,264.62,17.00,256.37,273.37,239.50,8.25,247.75,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
80,,,CPU bound,3.01,56.79,,56.12,0.63,,,,,,,108.0,324.0,62.00,64.00,144.43,324.00,29105.48,,,,,,,,,,,,,,,1881.25,64.00,1945.25,1642.62,1880.87,3523.49,238.12,8.25,246.37,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
90,3.01,56.79,CPU bound,3.01,56.79,,56.76,48.59,108.0,324.0,71.65,67.79,147.96,324.00,108.0,324.0,62.00,64.00,144.43,324.00,378.69,,,,,,,,,,,,,,,286.62,8.25,294.87,16.75,254.37,271.12,237.62,8.25,245.87,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
100,3.01,56.79,CPU bound,3.01,56.79,,56.74,49.55,108.0,324.0,63.45,67.62,147.62,324.00,108.0,324.0,62.00,64.00,144.43,324.00,371.33,,,,,,,,,,,,,,,253.75,8.12,261.87,16.62,253.75,270.37,237.12,8.25,245.37,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
110,3.01,56.79,CPU bound,3.01,56.79,,56.74,48.43,108.0,324.0,69.36,67.46,147.30,324.00,108.0,324.0,62.00,64.00,144.43,324.00,379.92,,,,,,,,,,,,,,,277.50,8.12,285.62,16.62,253.25,269.87,236.62,8.12,244.74,248.00,8.00,256.00,248.00,8.00,256.00,232.00,8.00,240.00
120,1.24,23.39,CPU bound,3.01,56.79,,56.09,8.03,108.0,324.0,474.24,67.29,146.97,474.24,108.0,324.0,74.00,64.00,144.43,324.00,2291.90,,,,,,,,,,,,,,,1897.00,64.00,1961.00,16.50,252.62,269.12,236.12,8.12,244.24,296.00,8.00,304.00,248.00,8.00,256.00,232.00,8.00,240.00
130,3.01,56.79,CPU bound,3.01,56.79,,56.76,42.06,108.0,324.0,69.14,67.21,146.83,324.00,108.0,324.0,74.00,64.00,144.43,324.00,437.46,,,,,,,,,,,,,,,276.50,8.12,284.62,16.50,252.37,268.87,235.87,8.12,243.99,296.00,8.00,304.00,248.00,8.00,256.00,232.00,8.00,240.00
140,3.01,56.79,CPU bound,3.01,56.79,,56.76,48.18,108.0,324.0,73.08,67.12,146.66,324.00,108.0,324.0,74.00,64.00,144.43,324.00,381.92,,,,,,,,,,,,,,,292.37,8.12,300.49,16.50,252.00,268.50,235.50,8.12,243.62,296.00,8.00,304.00,248.00,8.00,256.00,232.00,8.00,240.00
150,3.01,56.79,CPU bound,3.01,56.79,,56.76,47.01,108.0,324.0,75.02,67.03,146.50,324.00,108.0,324.0,74.00,64.00,144.43,324.00,391.40,,,,,,,,,,,,,,,300.12,8.12,308.24,16.37,251.75,268.12,235.25,8.12,243.37,296.00,8.00,304.00,248.00,8.00,256.00,232.00,8.00,240.00
160,,,CPU bound,3.01,56.79,,56.17,0.28,,,,,,,108.0,324.0,74.00,64.00,144.43,324.00,64580.05,,,,,,,,,,,,,,,2008.62,64.00,2072.62,991.00,1880.62,2871.62,889.62,64.00,953.62,296.00,8.00,304.00,248.00,8.00,256.00,232.00,8.00,240.00
170,3.01,56.79,CPU bound,3.01,56.79,,56.76,49.48,108.0,324.0,74.90,66.94,146.27,324.00,108.0,324.0,74.00,64.00,144.43,324.00,371.85,,,,,,,,,,,,,,,299.62,8.12,307.74,16.37,251.37,267.74,235.00,8.12,243.12,296.00,8.00,304.00,248.00,8.00,256.00,232.00,8.00,240.00
180,3.01,56.79,CPU bound,3.01,56.79,,56.76,45.32,108.0,324.0,72.88,64.82,151.06,324.00,108.0,324.0,74.00,64.00,144.43,324.00,406.00,,,,,,,,,,,,,,,291.50,8.12,299.62,8.12,251.12,259.24,242.87,8.12,250.99,296.00,8.00,304.00,248.00,8.00,256.00,232.00,8.00,240.00
190,3.01,56.79,CPU bound,3.01,56.79,,56.76,49.42,108.0,324.0,74.80,64.78,151.01,324.00,108.0,324.0,74.00,64.00,154.06,324.00,372.29,,,,,,,,,,,,,,,299.25,8.12,307.37,8.12,251.00,259.12,242.75,8.12,250.87,296.00,8.00,304.00,248.00,8.00,256.00,248.00,8.00,256.00
200,1.24,23.39,CPU bound,3.01,56.79,,56.14,8.08,108.0,324.0,474.13,62.67,155.75,474.13,108.0,324.0,74.00,64.00,154.06,324.00,2277.62,,,,,,,,,,,,,,,1896.50,64.00,1960.50,0,250.75,250.75,250.75,8.12,258.87,296.00,8.00,304.00,248.00,8.00,256.00,248.00,8.00,256.00
210,3.01,56.79,CPU bound,3.01,56.79,,56.76,50.77,108.0,324.0,74.72,62.65,155.68,324.00,108.0,324.0,74.00,64.00,154.06,324.00,362.41,,,,,,,,,,,,,,,298.87,8.12,306.99,0,250.62,250.62,250.62,8.12,258.74,296.00,8.00,304.00,248.00,8.00,256.00,248.00,8.00,256.00
220,3.01,56.79,CPU bound,3.01,56.79,,56.76,42.48,108.0,324.0,74.69,62.66,155.72,324.00,108.0,324.0,74.00,64.00,154.06,324.00,433.19,,,,,,,,,,,,,,,298.75,8.12,306.87,0,250.62,250.62,250.62,8.12,258.74,296.00,8.00,304.00,248.00,8.00,256.00,248.00,8.00,256.00
230,3.01,56.79,CPU bound,3.01,56.79,,56.76,44.39,108.0,324.0,74.66,62.61,155.57,324.00,108.0,324.0,74.00,64.00,154.06,324.00,414.55,,,,,,,,,,,,,,,298.62,8.12,306.74,0,250.37,250.37,250.37,8.12,258.49,296.00,8.00,304.00,248.00,8.00,256.00,248.00,8.00,256.00
