N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,8.50,1214.28,CPU bound,8.50,1214.28,,1213.79,311.57,12.0,14.5,0.0,0.0,0.0,14.5 ,12.0,14.5,0.0,0.0,0.0,14.5 ,56.49,48.9,33.3,0.0,0.0,0.1,0,0,0,0,0,0,.08,.08,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8.50,1214.28,CPU bound,8.50,1214.28,,858.14,299.26,12.0,14.5,7.2,0.0,0.0,21.7 ,12.0,14.5,6.0,0.0,0.0,20.5 ,58.81,50.1,30.4,7.2,0.0,0.1,19.92,8.88,28.80,0,0,0,.08,.08,.16,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,6.47,924.28,0.26,7.30,1042.85,0.29,663.84,347.05,12.0,14.5,6.8,6.8,0.0,28.0 ,12.0,14.5,6.0,6.0,0.0,26.5 ,50.71,24.1,16.1,7.3,6.9,0.1,20.72,8.72,29.44,18.96,8.56,27.52,.08,.08,.16,18.37,8.62,26.99,18.37,8.62,26.99,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,5.43,775.71,0.16,5.78,825.71,0.17,576.78,306.83,12.0,14.5,10.6,6.5,0.0,31.7 ,12.0,14.5,10.0,6.0,0.0,30.5 ,57.36,20.4,14.7,10.7,6.7,0.1,34.32,8.48,42.80,18.24,8.40,26.64,.08,.08,.16,34.12,8.37,42.49,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,5.49,784.28,0.17,5.78,825.71,0.17,577.04,340.42,12.0,14.5,10.5,6.4,0.0,31.5 ,12.0,14.5,10.0,6.0,0.0,30.5 ,51.70,21.7,14.2,10.6,6.5,0.1,33.92,8.40,42.32,17.68,8.32,26.00,.08,.08,.16,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,5.54,791.42,0.17,5.78,825.71,0.17,576.78,311.03,12.0,14.5,10.4,6.4,0.0,31.4 ,12.0,14.5,10.0,6.0,0.0,30.5 ,56.59,19.5,13.6,10.5,6.5,0.1,33.60,8.32,41.92,17.68,8.24,25.92,.08,.08,.16,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,5.57,795.71,0.17,5.78,825.71,0.17,577.04,301.94,12.0,14.5,10.4,6.4,0.0,31.3 ,12.0,14.5,10.0,6.0,0.0,30.5 ,58.29,17.3,12.7,10.4,6.5,0.1,33.36,8.24,41.60,17.92,8.24,26.16,.08,.08,.16,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,5.60,800.00,0.17,5.78,825.71,0.17,577.04,322.50,12.0,14.5,10.3,6.5,0.0,31.3 ,12.0,14.5,10.0,6.0,0.0,30.5 ,54.57,19.2,13.1,10.6,8.2,0.1,34.00,8.24,42.24,24.64,8.16,32.80,.08,.08,.16,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,5.62,802.85,0.17,5.78,825.71,0.17,577.04,309.47,12.0,14.5,10.3,6.5,0.0,31.3 ,12.0,14.5,10.0,6.0,0.0,30.5 ,56.87,17.5,12.5,10.3,7.7,0.1,33.20,8.24,41.44,22.80,8.16,30.96,.08,.08,.16,32.87,8.25,41.12,17.87,8.12,25.99,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,4.02,574.28,0.17,4.03,575.71,0.17,509.91,324.68,12.0,14.5,10.3,10.0,0.0,34.8 ,12.0,14.5,10.0,10.0,0.0,34.5 ,54.21,18.9,12.8,10.3,9.8,0.1,32.88,8.16,41.04,31.20,8.16,39.36,.08,.08,.16,32.87,8.12,40.99,32.00,8.12,40.12,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
