N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
L3 790 790 790 16 410 790,21203173376,963780608,8.53,387.97,48.40,0,0,0,0,0,0,0,0,0
800,2,2.549250,L2 800 800 800 16 12 250
L3 800 800 800 16 405 800,22024912096,1001132368,8.63,392.71,47.12,0,0,0,0,0,0,0,0,0
810,2,2.680460,L2 810 810 810 16 12 250
L3 810 810 810 16 400 810,22867612416,1039436928,8.52,387.78,48.40,0,0,0,0,0,0,0,0,0
820,2,2.789534,L2 820 820 820 16 12 250
L3 820 820 820 16 395 820,23731538336,1078706288,8.50,386.69,48.40,0,0,0,0,0,0,0,0,0
830,2,2.891821,L2 830 830 830 16 12 250
L3 830 830 830 16 390 830,24616953856,1118952448,8.51,386.93,48.40,0,0,0,0,0,0,0,0,0
840,2,2.996533,L2 840 840 840 16 12 250
L3 840 840 840 16 386 840,25524122976,1160187408,8.51,387.17,48.40,0,0,0,0,0,0,0,0,0
850,2,3.092237,L2 850 850 850 16 12 250
L3 850 850 850 16 381 850,26453309696,1202423168,8.55,388.85,48.40,0,0,0,0,0,0,0,0,0
860,2,3.200048,L2 860 860 860 16 12 250
L3 860 860 860 16 377 860,27404778016,1245671728,8.56,389.26,48.40,0,0,0,0,0,0,0,0,0
870,2,3.302528,L2 870 870 870 16 12 250
L3 870 870 870 16 372 870,28378791936,1289945088,8.59,390.59,48.40,0,0,0,0,0,0,0,0,0
880,2,3.479648,L2 880 880 880 16 12 250
L3 880 880 880 16 368 880,29375615456,1335255248,8.44,383.73,48.40,0,0,0,0,0,0,0,0,0
890,2,3.603516,L2 890 890 890 16 12 250
L3 890 890 890 16 364 890,30395512576,1381614208,8.43,383.40,48.40,0,0,0,0,0,0,0,0,0
900,2,3.645058,L2 900 900 900 16 12 250
L3 900 900 900 16 360 900,31438747296,1429033968,8.62,392.04,48.40,0,0,0,0,0,0,0,0,0
910,2,3.791414,L2 910 910 910 16 12 250
L3 910 910 910 16 356 910,32505583616,1477526528,8.57,389.70,48.40,0,0,0,0,0,0,0,0,0
