N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
890,2,3.196639,L2 890 890 890 16 12 250
L3 890 890 890 16 364 890,30395512576,1381614208,9.50,432.20,42.72,0,0,0,0,0,0,0,0,0
900,2,3.290324,L2 900 900 900 16 12 250
L3 900 900 900 16 360 900,31438747296,1429033968,9.55,434.31,42.72,0,0,0,0,0,0,0,0,0
910,2,3.400170,L2 910 910 910 16 12 250
L3 910 910 910 16 356 910,32505583616,1477526528,9.55,434.54,42.72,0,0,0,0,0,0,0,0,0
10,2097152,2.846513,L2 10 10 10 16 307 10
L3 10 10 10 16 32440 10,2952790016,134217728,1.03,47.14,460.00,0,0,0,0,0,0,0,0,0
20,262144,3.069260,L2 20 20 20 16 153 20
L3 20 20 20 16 16220 20,15825108992,719323136,5.15,234.36,80.00,0,0,0,0,0,0,0,0,0
30,65536,2.675664,L2 30 30 30 16 102 30
L3 30 30 30 16 10813 30,19931332608,905969664,7.44,338.59,55.68,0,0,0,0,0,0,0,0,0
40,32768,2.897083,L2 40 40 40 16 76 40
L3 40 40 40 16 8110 40,28334096384,1287913472,9.77,444.55,41.76,0,0,0,0,0,0,0,0,0
50,16384,2.767942,L2 50 50 50 16 61 50
L3 50 50 50 16 6488 50,30704402432,1395654656,11.09,504.21,36.80,0,0,0,0,0,0,0,0,0
60,8192,2.196998,L2 60 60 60 16 51 60
L3 60 60 60 16 5406 60,28378791936,1289945088,12.91,587.13,31.68,0,0,0,0,0,0,0,0,0
70,8192,3.294110,L2 70 70 70 16 43 70
L3 70 70 70 16 4634 70,47244640256,2147483648,14.34,651.91,28.72,0,0,0,0,0,0,0,0,0
80,4096,2.416765,L2 80 80 80 16 38 80
L3 80 80 80 16 4055 80,36515545088,1659797504,15.10,686.78,27.04,0,0,0,0,0,0,0,0,0
90,4096,3.752631,L2 90 90 90 16 34 90
L3 90 90 90 16 3604 90,53409742848,2427715584,14.23,646.93,28.72,0,0,0,0,0,0,0,0,0
100,2048,2.519822,L2 100 100 100 16 30 100
L3 100 100 100 16 3244 100,37422792704,1701036032,14.85,675.05,27.44,0,0,0,0,0,0,0,0,0
110,2048,3.509021,L2 110 110 110 16 27 110
L3 110 110 110 16 2949 110,50681872384,2303721472,14.44,656.51,28.24,0,0,0,0,0,0,0,0,0
120,1024,3.263820,L2 120 120 120 16 25 120
L3 120 120 120 16 2703 120,33376223232,1517101056,10.22,464.82,40.00,0,0,0,0,0,0,0,0,0
130,512,2.494634,L2 130 130 130 16 23 130
L3 130 130 130 16 2495 130,21476212736,976191488,8.60,391.31,48.40,0,0,0,0,0,0,0,0,0
140,512,3.160317,L2 140 140 140 16 21 140
L3 140 140 140 16 2317 140,27102355456,1231925248,8.57,389.80,48.40,0,0,0,0,0,0,0,0,0
150,512,3.892450,L2 150 150 150 16 20 150
L3 150 150 150 16 2162 150,33634123776,1528823808,8.63,392.76,47.12,0,0,0,0,0,0,0,0,0
160,256,2.375815,L2 160 160 160 16 19 160
L3 160 160 160 16 2027 160,20569550848,934979584,8.65,393.53,47.12,0,0,0,0,0,0,0,0,0
170,256,2.805102,L2 170 170 170 16 18 170
L3 170 170 170 16 1908 170,24842436608,1129201664,8.85,402.55,47.12,0,0,0,0,0,0,0,0,0
180,256,3.406140,L2 180 180 180 16 17 180
L3 180 180 180 16 1802 180,29669511168,1348614144,8.70,395.93,47.12,0,0,0,0,0,0,0,0,0
190,256,3.951823,L2 190 190 190 16 16 190
L3 190 190 190 16 1707 190,35084566528,1594753024,8.87,403.54,46.00,0,0,0,0,0,0,0,0,0
200,128,2.287534,L2 200 200 200 16 15 200
L3 200 200 200 16 1622 200,20560697344,934577152,8.98,408.54,46.00,0,0,0,0,0,0,0,0,0
210,128,2.697232,L2 210 210 210 16 14 210
L3 210 210 210 16 1544 210,23906893824,1086676992,8.86,402.88,46.00,0,0,0,0,0,0,0,0,0
220,128,3.058439,L2 220 220 220 16 13 220
L3 220 220 220 16 1474 220,27597768704,1254444032,9.02,410.15,46.00,0,0,0,0,0,0,0,0,0
230,128,3.476156,L2 230 230 230 16 13 230
L3 230 230 230 16 1410 230,31650217984,1438646272,9.10,413.85,44.80,0,0,0,0,0,0,0,0,0
240,64,2.010575,L2 240 240 240 16 12 240
L3 240 240 240 16 1351 240,18040568832,820025856,8.97,407.85,46.00,0,0,0,0,0,0,0,0,0
250,64,2.256142,L2 250 250 250 16 12 250
L3 250 250 250 16 1297 250,20453711872,929714176,9.06,412.07,46.00,0,0,0,0,0,0,0,0,0
260,64,2.552306,L2 260 260 260 16 12 250
L3 260 260 260 16 1247 260,23072986112,1048772096,9.03,410.91,46.00,0,0,0,0,0,0,0,0,0
270,64,2.831206,L2 270 270 270 16 12 250
L3 270 270 270 16 1201 270,25906839552,1177583616,9.14,415.92,44.80,0,0,0,0,0,0,0,0,0
280,64,3.161886,L2 280 280 280 16 12 250
L3 280 280 280 16 1158 280,28963720192,1316532736,9.15,416.37,44.80,0,0,0,0,0,0,0,0,0
290,64,3.567317,L2 290 290 290 16 12 250
L3 290 290 290 16 1118 290,32252076032,1466003456,9.04,410.95,46.00,0,0,0,0,0,0,0,0,0
300,64,3.943739,L2 300 300 300 16 12 250
L3 300 300 300 16 1081 300,35780355072,1626379776,9.07,412.39,44.80,0,0,0,0,0,0,0,0,0
310,32,2.150729,L2 310 310 310 16 12 250
L3 310 310 310 16 1046 310,19778502656,899022848,9.19,418.00,44.80,0,0,0,0,0,0,0,0,0
320,32,2.421452,L2 320 320 320 16 12 250
L3 320 320 320 16 1013 320,21795237376,990692608,8.99,409.13,46.00,0,0,0,0,0,0,0,0,0
330,32,2.602946,L2 330 330 330 16 12 250
L3 330 330 330 16 983 330,23944605696,1088391168,9.19,418.13,44.80,0,0,0,0,0,0,0,0,0
340,32,2.840042,L2 340 340 340 16 12 250
L3 340 340 340 16 954 340,26230831616,1192310528,9.23,419.82,44.80,0,0,0,0,0,0,0,0,0
350,32,3.087577,L2 350 350 350 16 12 250
L3 350 350 350 16 926 350,28658139136,1302642688,9.27,421.89,43.76,0,0,0,0,0,0,0,0,0
360,32,3.379747,L2 360 360 360 16 12 250
L3 360 360 360 16 901 360,31230752256,1419579648,9.24,420.02,44.80,0,0,0,0,0,0,0,0,0
370,32,3.687996,L2 370 370 370 16 12 250
L3 370 370 370 16 876 370,33952894976,1543313408,9.20,418.46,44.80,0,0,0,0,0,0,0,0,0
380,16,2.025797,L2 380 380 380 16 12 250
L3 380 380 380 16 853 380,18414395648,837017984,9.08,413.17,46.00,0,0,0,0,0,0,0,0,0
390,16,2.167179,L2 390 390 390 16 12 250
L3 390 390 390 16 831 390,19931332608,905969664,9.19,418.03,44.80,0,0,0,0,0,0,0,0,0
400,16,2.330555,L2 400 400 400 16 12 250
L3 400 400 400 16 811 400,21529370368,978607744,9.23,419.89,44.80,0,0,0,0,0,0,0,0,0
410,16,2.466085,L2 410 410 410 16 12 250
L3 410 410 410 16 791 410,23210620928,1055028224,9.41,427.81,43.76,0,0,0,0,0,0,0,0,0
420,16,2.704344,L2 420 420 420 16 12 250
L3 420 420 420 16 772 420,24977196288,1135327104,9.23,419.81,44.80,0,0,0,0,0,0,0,0,0
430,16,2.906723,L2 430 430 430 16 12 250
L3 430 430 430 16 754 430,26831208448,1219600384,9.23,419.57,44.80,0,0,0,0,0,0,0,0,0
440,16,3.085191,L2 440 440 440 16 12 250
L3 440 440 440 16 737 440,28774769408,1307944064,9.32,423.94,43.76,0,0,0,0,0,0,0,0,0
450,16,3.336647,L2 450 450 450 16 12 250
L3 450 450 450 16 720 450,30809991168,1400454144,9.23,419.71,44.80,0,0,0,0,0,0,0,0,0
460,16,3.544648,L2 460 460 460 16 12 250
L3 460 460 460 16 705 460,32938985728,1497226624,9.29,422.38,43.76,0,0,0,0,0,0,0,0,0
470,16,3.738422,L2 470 470 470 16 12 250
L3 470 470 470 16 690 470,35163865088,1598357504,9.40,427.54,43.76,0,0,0,0,0,0,0,0,0
480,8,2.050976,L2 480 480 480 16 12 250
L3 480 480 480 16 675 480,18743370624,851971392,9.13,415.39,44.80,0,0,0,0,0,0,0,0,0
490,8,2.194115,L2 490 490 490 16 12 250
L3 490 490 490 16 662 490,19954863104,907039232,9.09,413.39,44.80,0,0,0,0,0,0,0,0,0
500,8,2.281673,L2 500 500 500 16 12 250
L3 500 500 500 16 648 500,21217465984,964430272,9.29,422.68,43.76,0,0,0,0,0,0,0,0,0
510,8,2.497531,L2 510 510 510 16 12 250
L3 510 510 510 16 636 510,22532235264,1024192512,9.02,410.08,46.00,0,0,0,0,0,0,0,0,0
520,8,2.592415,L2 520 520 520 16 12 250
L3 520 520 520 16 623 520,23900226944,1086373952,9.21,419.05,44.80,0,0,0,0,0,0,0,0,0
530,8,2.704340,L2 530 530 530 16 12 250
L3 530 530 530 16 612 530,25322497024,1151022592,9.36,425.61,43.76,0,0,0,0,0,0,0,0,0
540,8,2.899050,L2 540 540 540 16 12 250
L3 540 540 540 16 600 540,26800101504,1218186432,9.24,420.19,44.80,0,0,0,0,0,0,0,0,0
550,8,3.125254,L2 550 550 550 16 12 250
L3 550 550 550 16 589 550,28334096384,1287913472,9.06,412.09,46.00,0,0,0,0,0,0,0,0,0
560,8,3.242459,L2 560 560 560 16 12 250
L3 560 560 560 16 579 560,29925537664,1360251712,9.22,419.51,44.80,0,0,0,0,0,0,0,0,0
570,8,3.438930,L2 570 570 570 16 12 250
L3 570 570 570 16 569 570,31575481344,1435249152,9.18,417.35,44.80,0,0,0,0,0,0,0,0,0
580,8,3.728725,L2 580 580 580 16 12 250
L3 580 580 580 16 559 580,33284983424,1512953792,8.92,405.75,46.00,0,0,0,0,0,0,0,0,0
590,8,3.897527,L2 590 590 590 16 12 250
L3 590 590 590 16 549 590,35055099904,1593413632,8.99,408.82,46.00,0,0,0,0,0,0,0,0,0
600,4,2.041427,L2 600 600 600 16 12 250
L3 600 600 600 16 540 600,18443443392,838338336,9.03,410.65,46.00,0,0,0,0,0,0,0,0,0
610,4,2.144366,L2 610 610 610 16 12 250
L3 610 610 610 16 531 610,19390700032,881395456,9.04,411.02,44.80,0,0,0,0,0,0,0,0,0
620,4,2.265352,L2 620 620 620 16 12 250
L3 620 620 620 16 523 620,20369847872,925902176,8.98,408.72,46.00,0,0,0,0,0,0,0,0,0
630,4,2.396760,L2 630 630 630 16 12 250
L3 630 630 630 16 514 630,21381414912,971882496,8.92,405.49,46.00,0,0,0,0,0,0,0,0,0
640,4,2.608684,L2 640 640 640 16 12 250
L3 640 640 640 16 506 640,22425929152,1019360416,8.59,390.75,48.40,0,0,0,0,0,0,0,0,0
650,4,2.649074,L2 650 650 650 16 12 250
L3 650 650 650 16 499 650,23503918592,1068359936,8.87,403.29,46.00,0,0,0,0,0,0,0,0,0
660,4,2.792091,L2 660 660 660 16 12 250
L3 660 660 660 16 491 660,24615911232,1118905056,8.81,400.73,47.12,0,0,0,0,0,0,0,0,0
670,4,2.905544,L2 670 670 670 16 12 250
L3 670 670 670 16 484 670,25762435072,1171019776,8.86,403.02,46.00,0,0,0,0,0,0,0,0,0
680,4,3.052732,L2 680 680 680 16 12 250
L3 680 680 680 16 477 680,26944018112,1224728096,8.82,401.18,47.12,0,0,0,0,0,0,0,0,0
690,4,3.220708,L2 690 690 690 16 12 250
L3 690 690 690 16 470 690,28161188352,1280054016,8.74,397.44,47.12,0,0,0,0,0,0,0,0,0
700,4,3.373301,L2 700 700 700 16 12 250
L3 700 700 700 16 463 700,29414473792,1337021536,8.71,396.35,47.12,0,0,0,0,0,0,0,0,0
710,4,3.362350,L2 710 710 710 16 12 250
L3 710 710 710 16 456 710,30704402432,1395654656,9.13,415.08,44.80,0,0,0,0,0,0,0,0,0
720,4,3.541734,L2 720 720 720 16 12 250
L3 720 720 720 16 450 720,32031502272,1455977376,9.04,411.08,46.00,0,0,0,0,0,0,0,0,0
730,4,3.798572,L2 730 730 730 16 12 250
L3 730 730 730 16 444 730,33396301312,1518013696,8.79,399.62,47.12,0,0,0,0,0,0,0,0,0
740,4,3.870027,L2 740 740 740 16 12 250
L3 740 740 740 16 438 740,34799327552,1581787616,8.98,408.72,46.00,0,0,0,0,0,0,0,0,0
750,2,2.036575,L2 750 750 750 16 12 250
L3 750 750 750 16 432 750,18120554496,823661568,8.89,404.43,46.00,0,0,0,0,0,0,0,0,0
760,2,2.133780,L2 760 760 760 16 12 250
L3 760 760 760 16 426 760,18861086816,857322128,8.83,401.78,47.12,0,0,0,0,0,0,0,0,0
770,2,2.248164,L2 770 770 770 16 12 250
L3 770 770 770 16 421 770,19621524736,891887488,8.72,396.71,47.12,0,0,0,0,0,0,0,0,0
780,2,2.411767,L2 780 780 780 16 12 250
L3 780 780 780 16 415 780,20402132256,927369648,8.45,384.51,48.40,0,0,0,0,0,0,0,0,0
790,2,2.484117,L2 790 790 790 16 12 250
