,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
100,9.55,353.70,,9.55,353.70,,353.69,286.11,52.0,28.0,10.0,10.0,0.0,52.0 ,52.0,28.0,10.0,10.0,0.0,52.0 ,64.31,476.80,33.20,8.16,41.36,33.20,29.92,8.16,38.08,29.92,3.12,1.92,5.04
110,9.55,353.70,,9.55,353.70,,285.14,294.57,52.0,28.0,10.0,8.0,4.6,52.0 ,52.0,28.0,10.0,10.0,16.5,64.5 ,62.46,442.72,33.12,8.16,41.28,33.12,32.24,8.16,40.40,32.24,9.44,5.52,14.96
120,9.55,353.70,,9.55,353.70,,285.27,261.35,52.0,28.0,10.0,10.0,17.6,65.6 ,52.0,28.0,10.0,10.0,16.5,64.5 ,70.40,469.20,33.12,8.16,41.28,33.12,32.96,8.16,41.12,32.96,14.72,7.76,22.48
130,9.55,353.70,,9.55,353.70,,285.14,252.14,52.0,28.0,10.0,10.0,23.6,71.6 ,52.0,28.0,10.0,10.0,16.5,64.5 ,72.98,441.04,33.28,8.16,41.44,33.28,33.04,8.16,41.20,33.04,16.40,8.16,24.56
140,9.55,353.70,,9.55,353.70,,285.14,269.45,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,68.29,463.84,32.96,8.16,41.12,32.96,32.96,8.08,41.04,32.96,16.64,8.16,24.80
150,9.55,353.70,,9.55,353.70,,285.14,266.32,52.0,28.0,10.0,10.0,9.1,57.1 ,52.0,28.0,10.0,10.0,16.5,64.5 ,69.09,439.84,32.96,8.08,41.04,32.96,32.88,8.08,40.96,32.88,16.56,8.16,24.72
160,9.55,353.70,,9.55,353.70,,285.14,269.90,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,68.17,459.76,34.08,8.16,42.24,34.08,32.88,8.08,40.96,32.88,16.56,8.16,24.72
170,9.55,353.70,,9.55,353.70,,285.14,263.32,52.0,28.0,10.0,10.0,23.6,71.6 ,52.0,28.0,10.0,10.0,16.5,64.5 ,69.88,438.88,32.80,8.08,40.88,32.80,32.80,8.08,40.88,32.80,16.56,8.08,24.64
180,9.55,353.70,,9.55,353.70,,285.27,257.14,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,71.56,456.64,32.80,8.08,40.88,32.80,32.72,8.08,40.80,32.72,16.48,8.08,24.56
190,9.55,353.70,,9.55,353.70,,285.27,262.14,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,70.19,438.16,32.80,8.08,40.88,32.80,32.72,8.08,40.80,32.72,16.48,8.08,24.56
200,9.55,353.70,,9.55,353.70,,285.27,254.24,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,72.37,454.16,32.80,8.08,40.88,32.80,32.72,8.08,40.80,32.72,16.48,8.08,24.56
210,9.55,353.70,,9.55,353.70,,285.27,288.43,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,63.79,437.60,32.72,8.08,40.80,32.72,32.64,8.08,40.72,32.64,16.48,8.08,24.56
220,9.55,353.70,,9.55,353.70,,285.27,288.22,52.0,28.0,10.0,10.0,21.6,69.6 ,52.0,28.0,10.0,10.0,16.5,64.5 ,63.84,452.16,33.60,8.64,42.24,33.60,32.64,8.08,40.72,32.64,16.48,8.08,24.56
230,6.37,235.92,0.42,9.55,353.70,,285.14,263.52,52.0,28.0,10.0,10.0,47.2,95.2 ,52.0,28.0,10.0,10.0,16.5,64.5 ,69.83,437.12,32.80,8.08,40.88,32.80,32.56,8.08,40.64,32.56,16.40,8.08,24.48
240,9.55,353.70,,9.55,353.70,,285.27,272.87,52.0,28.0,10.0,10.0,26.2,74.2 ,52.0,28.0,10.0,10.0,16.5,64.5 ,67.43,450.48,33.52,8.16,41.68,33.52,32.56,8.08,40.64,32.56,16.40,8.08,24.48
250,9.55,353.70,,9.55,353.70,,285.14,268.91,52.0,28.0,10.0,10.0,23.6,71.6 ,52.0,28.0,10.0,10.0,16.5,64.5 ,68.42,436.64,32.88,8.08,40.96,32.88,32.56,8.08,40.64,32.56,16.40,8.08,24.48
260,9.55,353.70,,9.55,353.70,,285.27,263.61,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,69.80,449.04,33.20,8.08,41.28,33.20,32.56,8.08,40.64,32.56,16.40,8.08,24.48
270,9.55,353.70,,9.55,353.70,,285.27,271.82,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,67.69,436.32,33.28,8.16,41.44,33.28,32.56,8.08,40.64,32.56,16.40,8.08,24.48
280,9.55,353.70,,9.55,353.70,,285.14,262.68,52.0,28.0,10.0,10.0,23.6,71.6 ,52.0,28.0,10.0,10.0,16.5,64.5 ,70.05,447.84,33.28,8.08,41.36,33.28,32.48,8.08,40.56,32.48,16.40,8.08,24.48
290,9.55,353.70,,9.55,353.70,,285.27,260.76,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,70.56,436.08,37.20,8.16,45.36,37.20,32.48,8.08,40.56,32.48,16.40,8.08,24.48
300,9.55,353.70,,9.55,353.70,,285.14,261.52,52.0,28.0,10.0,10.0,23.6,71.6 ,52.0,28.0,10.0,10.0,16.5,64.5 ,70.36,446.80,37.36,8.16,45.52,37.36,32.56,8.08,40.64,32.56,16.40,8.08,24.48
310,9.55,353.70,,9.55,353.70,,285.27,260.29,52.0,28.0,10.0,10.0,9.1,57.1 ,52.0,28.0,10.0,10.0,16.5,64.5 ,70.69,435.76,33.84,8.16,42.00,33.84,32.48,8.08,40.56,32.48,16.40,8.08,24.48
320,9.55,353.70,,9.55,353.70,,285.14,245.73,52.0,28.0,10.0,10.0,9.1,57.1 ,52.0,28.0,10.0,10.0,16.5,64.5 ,74.88,445.92,36.56,8.40,44.96,36.56,32.48,8.08,40.56,32.48,16.40,8.08,24.48
330,9.55,353.70,,9.55,353.70,,285.27,266.42,52.0,28.0,10.0,10.0,9.1,57.1 ,52.0,28.0,10.0,10.0,16.5,64.5 ,69.06,435.60,37.28,8.24,45.52,37.28,32.48,8.08,40.56,32.48,16.40,8.08,24.48
340,9.55,353.70,,9.55,353.70,,285.27,267.68,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,68.74,445.12,36.32,8.48,44.80,36.32,32.48,8.08,40.56,32.48,16.48,8.08,24.56
350,9.55,353.70,,9.55,353.70,,285.14,255.50,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,72.02,435.44,36.80,8.48,45.28,36.80,32.40,8.08,40.48,32.40,16.48,8.08,24.56
360,9.55,353.70,,9.55,353.70,,285.27,253.29,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,72.64,444.40,38.24,8.32,46.56,38.24,32.40,8.08,40.48,32.40,16.48,8.08,24.56
370,9.55,353.70,,9.55,353.70,,285.27,247.24,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,74.42,435.36,40.72,8.88,49.60,40.72,32.40,8.08,40.48,32.40,16.48,8.08,24.56
380,9.55,353.70,,9.55,353.70,,285.27,231.00,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,79.65,443.76,40.72,8.40,49.12,40.72,32.40,8.08,40.48,32.40,16.56,8.08,24.64
390,9.55,353.70,,9.55,353.70,,285.14,236.17,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,77.91,435.20,39.60,8.40,48.00,39.60,32.40,8.00,40.40,32.40,16.80,8.16,24.96
400,9.55,353.70,,9.55,353.70,,285.14,219.52,52.0,28.0,10.0,10.0,16.5,64.5 ,52.0,28.0,10.0,10.0,16.5,64.5 ,83.82,443.28,53.84,9.28,63.12,53.84,32.40,8.08,40.48,32.40,16.72,8.16,24.88
410,,,,9.55,353.70,,240.52,228.77,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,80.43,435.12,51.68,9.36,61.04,51.68,32.40,8.00,40.40,32.40,16.72,8.16,24.88
420,,,,9.55,353.70,,240.41,224.56,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,81.94,442.80,54.32,9.52,63.84,54.32,32.40,8.00,40.40,32.40,16.80,8.16,24.96
430,,,,9.55,353.70,,240.52,219.83,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,83.70,435.04,44.40,9.04,53.44,44.40,32.40,8.00,40.40,32.40,16.80,8.16,24.96
440,,,,9.55,353.70,,240.41,196.17,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,93.80,442.40,44.24,9.68,53.92,44.24,32.40,8.08,40.48,32.40,16.88,8.16,25.04
450,,,,9.55,353.70,,240.41,214.73,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,85.69,434.96,58.40,9.44,67.84,58.40,32.32,8.00,40.32,32.32,17.04,8.16,25.20
460,,,,9.55,353.70,,240.41,214.40,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,85.82,453.92,75.44,9.76,85.20,75.44,32.40,8.00,40.40,32.40,17.04,8.16,25.20
470,,,,9.55,353.70,,240.52,195.60,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,94.07,448.00,65.12,9.52,74.64,65.12,32.40,8.00,40.40,32.40,17.20,8.16,25.36
480,,,,9.55,353.70,,240.52,198.78,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,92.57,453.04,39.44,9.60,49.04,39.44,32.32,8.00,40.32,32.32,17.28,8.16,25.44
490,,,,9.55,353.70,,240.52,186.33,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,98.75,447.36,58.32,9.92,68.24,58.32,32.40,8.00,40.40,32.40,17.44,8.16,25.60
500,,,,9.55,353.70,,240.41,203.72,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,90.32,452.24,70.16,9.60,79.76,70.16,32.32,7.92,40.24,32.32,17.60,8.16,25.76
510,,,,9.55,353.70,,240.41,151.38,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,121.55,446.88,75.92,10.40,86.32,75.92,32.32,8.00,40.32,32.32,17.60,8.16,25.76
520,,,,9.55,353.70,,240.41,190.38,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,96.65,451.52,80.24,10.24,90.48,80.24,32.40,8.00,40.40,32.40,17.92,8.16,26.08
530,,,,9.55,353.70,,240.52,188.48,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,97.62,446.24,81.60,9.92,91.52,81.60,32.32,8.00,40.32,32.32,18.08,8.16,26.24
540,,,,9.55,353.70,,240.52,205.55,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,89.52,450.80,81.84,9.28,91.12,81.84,32.32,7.92,40.24,32.32,18.48,8.16,26.64
550,,,,9.55,353.70,,240.41,192.42,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,95.62,445.76,81.76,10.16,91.92,81.76,32.32,8.00,40.32,32.32,18.48,8.16,26.64
560,,,,9.55,353.70,,240.41,195.80,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,93.97,450.08,82.48,9.36,91.84,82.48,32.32,8.00,40.32,32.32,19.04,8.16,27.20
570,,,,9.55,353.70,,240.52,191.16,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,96.26,445.20,81.52,9.36,90.88,81.52,32.32,8.00,40.32,32.32,19.20,8.16,27.36
580,,,,9.55,353.70,,240.52,208.33,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,88.32,449.52,82.00,9.84,91.84,82.00,32.48,8.00,40.48,32.48,19.68,8.16,27.84
590,,,,9.55,353.70,,240.41,197.78,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,93.03,444.80,81.92,9.92,91.84,81.92,32.32,7.92,40.24,32.32,19.92,8.16,28.08
600,,,,9.55,353.70,,240.52,206.87,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,88.95,448.96,81.76,9.76,91.52,81.76,32.32,7.92,40.24,32.32,20.88,8.16,29.04
610,,,,9.55,353.70,,240.41,192.22,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,95.72,444.40,81.60,9.92,91.52,81.60,32.32,8.00,40.32,32.32,20.08,8.16,28.24
620,,,,9.55,353.70,,240.41,188.71,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,97.51,448.40,81.76,9.76,91.52,81.76,32.32,8.00,40.32,32.32,20.80,8.16,28.96
630,,,,9.55,353.70,,240.52,199.39,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,92.28,444.00,81.52,9.84,91.36,81.52,32.32,8.00,40.32,32.32,22.40,8.16,30.56
640,,,,9.55,353.70,,240.52,193.16,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,95.26,447.92,82.64,9.76,92.40,82.64,32.32,8.00,40.32,32.32,21.68,8.16,29.84
650,,,,9.55,353.70,,240.41,206.12,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,89.27,443.60,81.44,9.44,90.88,81.44,32.32,7.92,40.24,32.32,23.28,8.16,31.44
660,,,,9.55,353.70,,240.41,206.18,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,89.24,447.36,81.52,9.44,90.96,81.52,32.24,8.00,40.24,32.24,23.12,8.16,31.28
670,,,,9.55,353.70,,240.41,198.20,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,92.83,443.28,81.44,9.36,90.80,81.44,32.32,8.00,40.32,32.32,23.92,8.16,32.08
680,,,,9.55,353.70,,240.52,210.34,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,87.48,446.96,81.68,9.52,91.20,81.68,32.24,8.00,40.24,32.24,24.40,8.16,32.56
690,,,,9.55,353.70,,240.41,198.91,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,92.50,442.96,81.44,9.68,91.12,81.44,32.32,7.92,40.24,32.32,25.04,8.16,33.20
700,,,,9.55,353.70,,240.41,207.24,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,88.78,446.48,81.44,9.52,90.96,81.44,32.32,7.92,40.24,32.32,24.48,8.16,32.64
710,,,,9.55,353.70,,240.52,194.67,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,94.52,442.72,81.92,9.52,91.44,81.92,32.24,7.92,40.16,32.24,24.72,8.16,32.88
720,,,,9.55,353.70,,240.41,205.62,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,89.48,446.16,82.16,9.52,91.68,82.16,32.24,7.92,40.16,32.24,24.72,8.16,32.88
730,,,,9.55,353.70,,240.52,191.81,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,95.93,442.40,81.44,9.76,91.20,81.44,32.24,7.92,40.16,32.24,26.88,8.16,35.04
740,,,,9.55,353.70,,240.41,208.22,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,88.37,445.76,81.60,9.28,90.88,81.60,32.32,7.92,40.24,32.32,25.44,8.16,33.60
750,,,,9.55,353.70,,240.41,194.29,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,94.70,442.16,81.44,9.52,90.96,81.44,32.32,7.92,40.24,32.32,26.40,8.16,34.56
760,,,,9.55,353.70,,240.41,205.00,,,,,,,52.0,28.0,22.0,10.0,16.5,76.5 ,89.76,445.36,81.44,9.36,90.80,81.44,32.24,7.92,40.16,32.24,27.04,8.16,35.20
770,,,,9.55,353.70,,213.36,174.69,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,105.33,441.92,83.44,9.76,93.20,83.44,32.32,7.92,40.24,32.32,27.36,8.16,35.52
780,,,,9.55,353.70,,213.45,203.93,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,90.23,445.04,81.44,9.84,91.28,81.44,32.32,7.92,40.24,32.32,27.84,8.16,36.00
790,,,,9.55,353.70,,213.45,197.85,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,93.00,441.68,81.44,9.12,90.56,81.44,32.32,7.92,40.24,32.32,28.08,8.16,36.24
800,,,,9.55,353.70,,213.45,191.74,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,95.96,444.80,83.20,9.52,92.72,83.20,32.24,7.92,40.16,32.24,28.08,8.16,36.24
810,,,,9.55,353.70,,213.36,187.15,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,98.32,441.44,81.52,9.44,90.96,81.52,32.32,7.92,40.24,32.32,28.56,8.16,36.72
820,,,,9.55,353.70,,213.36,199.21,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,92.36,444.48,81.36,9.52,90.88,81.36,32.24,7.92,40.16,32.24,28.80,8.16,36.96
830,,,,9.55,353.70,,213.36,185.19,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,99.36,441.20,81.44,9.68,91.12,81.44,32.32,7.92,40.24,32.32,29.20,8.16,37.36
840,,,,9.55,353.70,,213.45,199.73,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,92.12,444.16,81.36,9.68,91.04,81.36,32.24,7.92,40.16,32.24,29.44,8.16,37.60
850,,,,9.55,353.70,,213.36,192.22,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,95.72,440.96,81.36,9.60,90.96,81.36,32.24,7.92,40.16,32.24,30.00,8.16,38.16
860,,,,9.55,353.70,,213.45,207.61,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,88.63,443.84,81.36,9.52,90.88,81.36,32.24,7.92,40.16,32.24,30.08,8.08,38.16
870,,,,9.55,353.70,,213.36,193.74,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,94.97,440.72,81.44,9.20,90.64,81.44,32.24,7.92,40.16,32.24,30.24,8.16,38.40
880,,,,9.55,353.70,,213.45,200.47,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,91.78,443.60,82.08,9.36,91.44,82.08,32.24,7.92,40.16,32.24,30.40,8.16,38.56
890,,,,9.55,353.70,,213.36,193.17,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,95.26,440.56,81.36,9.44,90.80,81.36,32.24,7.92,40.16,32.24,30.96,8.16,39.12
900,,,,9.55,353.70,,213.36,198.30,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,92.79,443.36,81.36,9.60,90.96,81.36,32.32,7.92,40.24,32.32,30.96,8.16,39.12
910,,,,9.55,353.70,,213.36,188.91,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,97.40,440.40,81.36,9.44,90.80,81.36,32.24,7.92,40.16,32.24,31.04,8.16,39.20
920,,,,9.55,353.70,,213.36,202.63,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,90.81,443.12,81.36,9.68,91.04,81.36,32.24,7.84,40.08,32.24,31.28,8.16,39.44
930,,,,9.55,353.70,,213.36,199.60,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,92.18,440.24,81.36,9.60,90.96,81.36,32.24,7.92,40.16,32.24,31.36,8.16,39.52
940,,,,9.55,353.70,,213.36,207.15,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,88.82,442.88,81.36,9.28,90.64,81.36,32.24,7.92,40.16,32.24,31.60,8.16,39.76
950,,,,9.55,353.70,,213.45,195.60,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,94.07,440.08,81.36,9.60,90.96,81.36,32.32,8.00,40.32,32.32,31.68,8.16,39.84
960,,,,9.55,353.70,,213.45,193.89,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,94.90,442.64,83.20,9.52,92.72,83.20,32.24,7.92,40.16,32.24,31.76,8.16,39.92
970,,,,9.55,353.70,,213.45,187.21,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,98.29,439.92,81.36,9.52,90.88,81.36,32.32,8.00,40.32,32.32,31.84,8.16,40.00
980,,,,9.55,353.70,,213.36,211.27,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,87.09,442.40,81.28,9.60,90.88,81.28,32.24,7.92,40.16,32.24,31.84,8.16,40.00
990,,,,9.55,353.70,,213.36,193.35,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,95.17,439.76,81.36,9.44,90.80,81.36,32.24,8.00,40.24,32.24,31.84,8.16,40.00
1000,,,,9.55,353.70,,213.36,199.81,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,92.09,442.24,81.68,9.76,91.44,81.68,32.24,7.92,40.16,32.24,31.92,8.16,40.08
1010,,,,9.55,353.70,,213.45,200.40,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,91.82,439.44,81.20,8.96,90.16,81.20,32.24,7.92,40.16,32.24,31.92,8.24,40.16
1020,,,,9.55,353.70,,213.36,197.01,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,93.39,441.92,83.68,9.20,92.88,83.68,32.32,7.92,40.24,32.32,32.08,8.64,40.72
1030,,,,9.55,353.70,,213.45,190.42,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,96.63,439.36,81.92,9.28,91.20,81.92,32.24,8.00,40.24,32.24,32.16,9.12,41.28
1040,,,,9.55,353.70,,213.36,215.29,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,85.47,441.76,81.84,9.04,90.88,81.84,32.32,7.92,40.24,32.32,32.16,9.52,41.68
1050,,,,9.55,353.70,,213.45,205.68,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,89.46,439.20,81.20,8.88,90.08,81.20,32.24,8.00,40.24,32.24,32.08,10.00,42.08
1060,,,,9.55,353.70,,213.45,220.04,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,83.62,441.60,81.44,8.96,90.40,81.44,32.24,7.92,40.16,32.24,32.16,10.32,42.48
1070,,,,9.55,353.70,,213.36,214.25,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,85.88,439.04,81.52,9.28,90.80,81.52,32.32,8.00,40.32,32.32,32.16,10.72,42.88
1080,,,,9.55,353.70,,213.45,217.38,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,84.64,441.44,81.44,9.12,90.56,81.44,32.24,7.92,40.16,32.24,32.24,11.12,43.36
1090,,,,9.55,353.70,,213.36,209.75,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,87.72,438.96,81.20,9.04,90.24,81.20,32.24,7.92,40.16,32.24,32.24,11.44,43.68
1100,,,,9.55,353.70,,213.36,218.94,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,84.04,441.28,81.20,9.12,90.32,81.20,32.24,7.92,40.16,32.24,32.24,11.84,44.08
1110,,,,9.55,353.70,,213.36,205.51,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,89.53,438.80,81.28,9.20,90.48,81.28,32.24,7.92,40.16,32.24,32.24,12.16,44.40
1120,,,,9.55,353.70,,213.36,204.36,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,90.04,441.12,83.12,9.12,92.24,83.12,32.32,7.92,40.24,32.32,32.32,12.48,44.80
1130,,,,9.55,353.70,,213.36,205.74,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,89.43,438.72,81.28,9.28,90.56,81.28,32.32,7.92,40.24,32.32,32.32,12.80,45.12
1140,,,,9.55,353.70,,213.45,215.00,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,85.58,440.88,81.20,8.88,90.08,81.20,32.24,7.92,40.16,32.24,32.24,13.04,45.28
1150,,,,9.55,353.70,,213.36,187.32,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,98.23,438.64,81.52,9.44,90.96,81.52,32.32,8.00,40.32,32.32,32.32,13.36,45.68
1160,,,,9.55,353.70,,213.45,227.70,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,80.81,440.72,81.12,8.96,90.08,81.12,32.24,7.92,40.16,32.24,32.32,13.60,45.92
1170,,,,9.55,353.70,,213.45,211.23,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,87.11,438.40,81.12,8.88,90.00,81.12,32.24,7.92,40.16,32.24,32.32,13.92,46.24
1180,,,,9.55,353.70,,213.36,226.62,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,81.19,440.56,81.12,9.04,90.16,81.12,32.32,7.92,40.24,32.32,32.32,14.16,46.48
1190,,,,9.55,353.70,,213.36,211.39,,,,,,,52.0,28.0,22.0,10.0,26.2,86.2 ,87.04,438.32,81.20,9.04,90.24,81.20,32.32,8.00,40.32,32.32,32.32,14.40,46.72
