N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,3.453297,L2 10 10 10 16 189 10,8606711808,452984832,2.49,131.17,141.52,30.19,3.26,0,0,179549.00,177907.00,33.45,0,357456.00
20,131072,2.395376,L2 20 20 20 16 94 20,10200547328,536870912,4.25,224.12,83.60,83.93,7.37,73.34,6.71,125976.00,124340.00,91.30,80.05,250316.00
30,32768,2.576731,L2 30 30 30 16 63 30,10942676992,575930368,4.24,223.51,83.60,98.77,7.55,78.60,7.40,133649.00,132551.00,106.32,86.00,266200.00
40,16384,3.473559,L2 40 40 40 16 47 40,14523826176,764411904,4.18,220.06,87.60,110.93,8.03,80.45,7.62,180546.00,178295.00,118.96,88.07,358841.00
50,8192,3.245857,L2 50 50 50 16 37 50,15150153728,797376512,4.66,245.65,76.64,101.59,7.73,89.17,7.63,168068.00,167041.00,109.32,96.80,335109.00
60,4096,2.840222,L2 60 60 60 16 31 60,13667139584,719323136,4.80,253.26,76.64,103.03,7.88,86.08,7.76,11663631.93,792512.00,110.91,93.84,12456143.93
70,2048,3.420670,L2 70 70 70 16 27 70,11187044352,588791808,3.26,172.12,114.96,103.54,7.84,83.40,7.69,202106965.07,43425571.00,111.38,91.09,245532536.07
80,1024,3.284799,L2 80 80 80 16 23 80,8540717056,449511424,2.59,136.84,141.52,124.49,8.41,88.30,7.57,263947774.75,57612900.00,132.90,95.87,321560674.75
90,512,2.380673,L2 90 90 90 16 21 90,6187552768,325660672,2.59,136.79,141.52,103.79,7.90,92.51,7.70,196125473.94,42801551.00,111.69,100.21,238927024.94
100,512,3.010135,L2 100 100 100 16 18 100,8606711808,452984832,2.85,150.48,131.36,104.88,7.94,78.82,7.86,272135410.12,59257610.00,112.82,86.68,331393020.12
110,256,2.206548,L2 110 110 110 16 17 110,5793101824,304900096,2.62,138.17,141.52,104.77,7.93,94.08,7.76,181699892.03,39730385.00,112.70,101.84,221430277.03
120,256,2.762864,L2 120 120 120 16 15 120,7592198144,399589376,2.74,144.62,131.36,116.10,8.31,81.07,7.89,238434104.25,51908443.00,124.41,88.96,290342547.25
130,256,3.558587,L2 130 130 130 16 14 130,9729828864,512096256,2.73,143.90,131.36,109.83,8.37,81.57,7.70,303694648.17,66330594.00,118.20,89.27,370025242.17
140,128,2.163757,L2 140 140 140 16 13 140,6117588992,321978368,2.82,148.80,131.36,106.60,8.02,80.97,7.91,191723413.45,41611880.00,114.62,88.88,233335293.45
150,128,2.776703,L2 150 150 150 16 12 150,7568714752,398353408,2.72,143.46,131.36,108.35,8.23,85.08,7.79,237153241.55,51376365.00,116.58,92.87,288529606.55
160,128,3.910833,L2 160 160 160 16 12 150,9232883712,485941248,2.36,124.25,153.28,158.30,9.67,98.03,8.19,289997607.73,62613734.00,167.97,106.22,352611341.73
170,64,2.249594,L2 170 170 170 16 12 150,5562343936,292754944,2.47,130.13,153.28,117.50,8.48,101.31,8.18,174092663.68,37651097.00,125.98,109.49,211743760.68
180,64,2.736155,L2 180 180 180 16 12 150,6629359616,348913664,2.41,127.51,153.28,117.43,8.36,102.74,8.26,207333197.73,44823938.00,125.79,111.00,252157135.73
190,64,3.198633,L2 190 190 190 16 12 150,7824784896,411830784,2.44,128.75,153.28,120.17,8.57,104.37,8.15,244981815.84,52834910.00,128.74,112.52,297816725.84
200,64,3.832435,L2 200 200 200 16 12 150,9155915776,481890304,2.38,125.73,153.28,126.95,9.19,111.45,8.54,286583288.89,61767368.00,136.14,119.99,348350656.89
210,32,2.212839,L2 210 210 210 16 12 150,5315024128,279738112,2.39,126.41,153.28,117.72,8.39,114.57,8.13,165990093.86,35815743.00,126.11,122.70,201805836.86
220,32,2.552490,L2 220 220 220 16 12 150,6127239168,322486272,2.39,126.33,153.28,116.54,8.34,111.45,8.20,191389107.91,41255572.00,124.88,119.65,232644679.91
230,32,2.891432,L2 230 230 230 16 12 150,7018251008,369381632,2.42,127.74,153.28,117.62,8.41,108.78,8.14,219187371.95,47212638.00,126.03,116.92,266400009.95
240,32,3.583025,L2 240 240 240 16 12 150,7991707648,420616192,2.22,117.38,167.20,131.86,9.20,126.51,8.30,249621211.00,53748610.00,141.06,134.81,303369821.00
250,32,3.785493,L2 250 250 250 16 12 150,9051257088,476381952,2.39,125.84,153.28,117.39,8.53,112.71,8.13,282197987.97,60806023.00,125.92,120.84,343004010.97
260,16,2.163051,L2 260 260 260 16 12 150,5100273664,268435456,2.35,124.09,153.28,121.45,8.57,117.59,8.14,158890461.98,34248275.00,130.02,125.73,193138736.98
270,16,2.413842,L2 270 270 270 16 12 150,5721613184,301137536,2.36,124.75,153.28,117.94,8.29,115.45,8.10,178248721.00,38400841.00,126.23,123.55,216649562.00
280,16,2.795489,L2 280 280 280 16 12 150,6391471104,336393216,2.28,120.33,167.20,133.95,8.98,119.41,8.34,199007989.02,42876963.00,142.93,127.75,241884952.02
290,16,2.952432,L2 290 290 290 16 12 150,7111671424,374298496,2.40,126.77,153.28,116.65,8.27,110.71,8.09,220924776.96,47671803.00,124.92,118.80,268596579.96
300,16,3.255666,L2 300 300 300 16 12 150,7884038144,414949376,2.42,127.45,153.28,115.19,8.25,109.45,8.13,245273433.04,52824535.00,123.44,117.58,298097968.04
310,16,3.805138,L2 310 310 310 16 12 150,8710395264,458441856,2.28,120.47,167.20,117.47,8.45,122.11,8.26,270888034.05,58349218.00,125.92,130.37,329237252.05
320,8,2.268551,L2 320 320 320 16 12 150,4796283392,252435968,2.11,111.27,167.20,146.35,9.37,122.07,8.22,149575370.17,32134033.00,155.72,130.29,181709403.17
330,8,2.299063,L2 330 330 330 16 12 150,5266188352,277167808,2.28,120.55,167.20,117.27,8.46,115.90,8.25,163454679.02,35252561.00,125.73,124.15,198707240.02
340,8,2.507981,L2 340 340 340 16 12 150,5765824512,303464448,2.29,120.99,167.20,118.28,8.40,111.75,8.26,179031740.06,38581209.00,126.68,120.01,217612949.06
350,8,2.791055,L2 350 350 350 16 12 150,6296103872,331373888,2.25,118.72,167.20,119.34,8.39,112.62,8.23,195409523.06,42119608.00,127.73,120.85,237529131.06
360,8,3.163966,L2 360 360 360 16 12 150,6857938432,360944128,2.16,114.07,167.20,126.21,9.05,119.35,8.44,212832971.07,45872934.00,135.26,127.79,258705905.07
370,8,3.333427,L2 370 370 370 16 12 150,7452240192,392223168,2.23,117.66,167.20,117.84,8.35,117.37,8.20,231388047.11,49823040.00,126.19,125.57,281211087.11
380,8,3.647147,L2 380 380 380 16 12 150,8079921152,425259008,2.21,116.59,167.20,118.81,8.60,119.60,8.25,251692353.25,54008078.00,127.41,127.85,305700431.25
390,8,3.897284,L2 390 390 390 16 12 150,8741893312,460099648,2.24,118.05,167.20,117.43,8.41,119.02,8.21,272080666.23,58411386.00,125.84,127.23,330492052.23
400,4,2.247524,L2 400 400 400 16 12 150,4719534336,248396544,2.09,110.51,184.00,134.49,9.08,123.52,8.35,146728386.20,31539755.00,143.57,131.87,178268141.20
410,4,2.309902,L2 410 410 410 16 12 150,5086179616,267693664,2.19,115.88,167.20,119.16,8.49,117.17,8.21,158471026.30,33972831.00,127.65,125.38,192443857.30
420,4,2.480984,L2 420 420 420 16 12 150,5471338496,287965184,2.20,116.06,167.20,117.40,8.35,119.82,8.22,170675068.36,36535858.00,125.75,128.04,207210926.36
430,4,2.613551,L2 430 430 430 16 12 150,5875466976,309235104,2.24,118.31,167.20,116.58,8.49,117.06,8.18,183096114.33,39222308.00,125.07,125.24,222318422.33
440,4,2.860854,L2 440 440 440 16 12 150,6299021056,331527424,2.19,115.88,167.20,133.47,8.92,116.06,8.34,195934693.27,42045420.00,142.39,124.40,237980113.27
450,4,3.033659,L2 450 450 450 16 12 150,6742456736,354866144,2.22,116.97,167.20,122.29,8.66,127.96,8.17,209514647.25,44993768.00,130.95,136.13,254508415.25
460,4,3.235761,L2 460 460 460 16 12 150,7206230016,379275264,2.22,117.21,167.20,119.65,8.45,120.72,8.26,225112009.46,48080175.00,128.10,128.98,273192184.46
470,4,3.341996,L2 470 470 470 16 12 150,7690796896,404778784,2.30,121.11,167.20,122.85,8.67,115.29,8.29,238975603.27,51292312.00,131.52,123.58,290267915.27
480,2,2.016853,L2 480 480 480 16 12 150,4098306688,215700352,2.02,106.94,184.00,158.18,9.24,124.49,7.91,128433566.59,27348928.00,167.42,132.40,155782494.59
490,4,3.849589,L2 490 490 490 16 12 150,8724135456,459165024,2.26,119.27,167.20,135.83,8.77,118.77,8.23,270427465.20,58167105.00,144.60,127.00,328594570.20
500,2,2.020397,L2 500 500 500 16 12 150,4636909568,244047872,2.29,120.78,167.20,121.64,8.63,112.06,8.25,143798802.22,30913928.00,130.27,120.31,174712730.22
510,2,2.389965,L2 510 510 510 16 12 150,4923060208,259108432,2.05,108.41,184.00,151.23,8.83,132.59,8.24,156156308.08,32827649.00,160.06,140.83,188983957.08
520,2,2.415144,L2 520 520 520 16 12 150,5220747648,274776192,2.16,113.76,167.20,153.68,9.06,121.84,8.31,162494076.37,34802858.00,162.74,130.15,197296934.37
