N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,14.38,1106.15,CPU bound,14.38,1106.15,,1105.28,456.30,16.6,12.0,0.00,0.00,0.00,16.64,16.6,12.0,0.00,0.00,0.00,16.64,40.32,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14.38,1106.15,CPU bound,14.38,1106.15,,1105.28,544.82,16.6,12.0,4.97,0.00,0.00,16.64,16.6,12.0,4.00,0.00,0.00,16.64,33.77,,,,,,,,,,,,,,,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,14.38,1106.15,CPU bound,14.38,1106.15,,1105.28,602.00,16.6,12.0,4.61,0.00,0.00,16.64,16.6,12.0,4.00,0.00,0.00,16.64,30.56,,,,,,,,,,,,,,,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,12.42,955.38,CPU bound,14.38,1106.15,,1105.28,611.20,16.6,12.0,8.53,8.86,0.00,16.64,16.6,12.0,8.00,6.00,0.00,16.64,30.10,,,,,,,,,,,,,,,34.12,8.37,42.49,17.75,17.75,35.50,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,12.63,971.53,CPU bound,14.38,1106.15,,1105.28,635.46,16.6,12.0,8.44,8.71,0.00,16.64,16.6,12.0,8.00,6.00,0.00,16.64,28.96,,,,,,,,,,,,,,,33.75,8.37,42.12,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,12.64,972.30,CPU bound,14.38,1106.15,,1105.28,637.51,16.6,12.0,8.36,8.70,0.00,16.64,16.6,12.0,8.00,6.00,0.00,16.64,28.86,,,,,,,,,,,,,,,33.50,8.25,41.75,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,12.59,968.46,CPU bound,14.38,1106.15,,1105.28,649.12,16.6,12.0,8.31,8.74,0.00,16.64,16.6,12.0,8.00,6.00,0.00,16.64,28.35,,,,,,,,,,,,,,,33.25,8.25,41.50,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,12.49,960.76,CPU bound,14.38,1106.15,,1105.28,628.77,16.6,12.0,8.26,8.26,1.05,16.64,16.6,12.0,8.00,6.00,0.00,16.64,29.26,,,,,,,,,,,,,,,33.00,8.25,41.25,15.37,17.62,32.99,2.25,0,2.25,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,12.35,950.00,0.36,10.39,799.23,0.54,925.61,570.95,16.6,12.0,8.23,4.45,15.56,20.01,16.6,12.0,8.00,6.00,13.87,19.87,32.23,,,,,,,,,,,,,,,32.87,8.25,41.12,0,17.87,17.87,17.87,9.12,26.99,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
100,13.34,1026.15,0.39,10.39,799.23,0.54,925.61,563.04,16.6,12.0,8.21,4.12,14.27,18.39,16.6,12.0,8.00,6.00,13.87,19.87,32.68,,,,,,,,,,,,,,,32.87,8.12,40.99,0,16.50,16.50,16.50,8.25,24.75,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
