N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,11.79,393.00,CPU bound,11.79,393.00,,393.44,267.53,48.8,28.0,0.0,0.0,0.0,48.8,48.8,28.0,0.0,0.0,0.0,48.8,71.77,34.0,45.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,11.79,393.00,CPU bound,11.79,393.00,,393.27,274.13,48.8,28.0,3.6,0.0,0.0,48.8,48.8,28.0,3.0,0.0,0.0,48.8,70.04,36.0,38.1,3.7,0.0,0.0,20.16,9.04,29.20,0,0,0,0,0,0,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,11.79,393.00,CPU bound,11.79,393.00,,393.44,347.09,48.8,28.0,3.4,0.0,0.0,48.8,48.8,28.0,3.0,0.0,0.0,48.8,55.32,29.5,31.9,3.9,0.0,0.0,22.32,8.72,31.04,0,0,0,0,0,0,18.50,8.62,27.12,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,11.79,393.00,CPU bound,11.79,393.00,,393.44,329.45,48.8,28.0,5.4,0.0,0.0,48.8,48.8,28.0,5.0,0.0,0.0,48.8,58.28,31.1,32.2,5.5,4.1,0.0,35.20,8.48,43.68,4.16,4.16,8.32,0,0,0,35.00,8.37,43.37,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
50,11.79,393.00,CPU bound,11.79,393.00,,393.44,356.92,48.8,28.0,5.3,8.7,0.0,48.8,48.8,28.0,5.0,8.0,0.0,48.8,53.79,29.2,29.8,5.4,17.3,0.0,34.56,8.40,42.96,17.36,17.36,34.72,.08,0,.08,34.37,8.37,42.74,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,11.79,393.00,CPU bound,11.79,393.00,,393.27,345.55,48.8,28.0,5.3,8.7,0.0,48.8,48.8,28.0,5.0,8.0,0.0,48.8,55.56,30.2,30.4,5.3,17.3,0.0,34.08,8.32,42.40,17.36,17.28,34.64,0,0,0,34.00,8.25,42.25,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,11.79,393.00,CPU bound,11.79,393.00,,393.44,377.28,48.8,28.0,5.2,8.8,0.0,48.8,48.8,28.0,5.0,8.0,0.0,48.8,50.89,28.2,29.0,5.2,17.1,0.0,33.76,8.24,42.00,17.12,17.12,34.24,0,0,0,33.62,8.25,41.87,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,11.79,393.00,CPU bound,11.79,393.00,,393.44,362.38,48.8,28.0,5.2,8.8,0.0,48.8,48.8,28.0,5.0,8.0,0.0,48.8,52.98,29.1,29.5,5.3,17.0,0.0,34.24,8.24,42.48,17.04,16.96,34.00,0,0,0,33.50,8.25,41.75,17.62,17.62,35.24,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,11.79,393.00,CPU bound,11.79,393.00,,393.44,343.00,48.8,28.0,5.2,8.9,0.0,48.8,48.8,28.0,5.0,8.0,0.0,48.8,55.98,30.5,28.5,5.2,16.9,0.0,33.44,8.24,41.68,16.88,16.88,33.76,0,0,0,33.25,8.25,41.50,17.87,17.87,35.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,11.79,393.00,CPU bound,11.79,393.00,,393.44,382.14,48.8,28.0,5.2,9.1,0.0,48.8,48.8,28.0,5.0,8.0,0.0,48.8,50.24,29.1,29.0,5.2,16.7,0.0,33.20,8.16,41.36,16.72,16.72,33.44,.08,0,.08,33.12,8.12,41.24,18.12,18.12,36.24,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
