N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,,,L2 10 10 10 16 409 10,,,,,,,,,,,,,,
20,,,L2 20 20 20 16 204 20,,,,,,,,,,,,,,
30,,,L2 30 30 30 16 136 30,,,,,,,,,,,,,,
40,,,L2 40 40 40 16 102 40,,,,,,,,,,,,,,
50,,,L2 50 50 50 16 81 50,,,,,,,,,,,,,,
60,,,L2 60 60 60 16 68 60,,,,,,,,,,,,,,
70,,,L2 70 70 70 16 58 70,,,,,,,,,,,,,,
80,,,L2 80 80 80 16 51 80,,,,,,,,,,,,,,
90,,,L2 90 90 90 16 45 90,,,,,,,,,,,,,,
100,,,L2 100 100 100 16 40 100,,,,,,,,,,,,,,
110,,,L2 110 110 110 16 37 110,,,,,,,,,,,,,,
120,,,L2 120 120 120 16 34 120,,,,,,,,,,,,,,
130,,,L2 130 130 130 16 31 130,,,,,,,,,,,,,,
140,,,L2 140 140 140 16 29 140,,,,,,,,,,,,,,
150,,,L2 150 150 150 16 27 150,,,,,,,,,,,,,,
160,,,L2 160 160 160 16 25 160,,,,,,,,,,,,,,
170,,,L2 170 170 170 16 24 170,,,,,,,,,,,,,,
180,,,L2 180 180 180 16 22 180,,,,,,,,,,,,,,
190,,,L2 190 190 190 16 21 190,,,,,,,,,,,,,,
200,,,L2 200 200 200 16 20 200,,,,,,,,,,,,,,
210,,,L2 210 210 210 16 19 210,,,,,,,,,,,,,,
220,,,L2 220 220 220 16 18 220,,,,,,,,,,,,,,
230,,,L2 230 230 230 16 17 230,,,,,,,,,,,,,,
240,,,L2 240 240 240 16 17 240,,,,,,,,,,,,,,
250,,,L2 250 250 250 16 16 250,,,,,,,,,,,,,,
260,,,L2 260 260 260 16 15 260,,,,,,,,,,,,,,
270,,,L2 270 270 270 16 15 270,,,,,,,,,,,,,,
280,,,L2 280 280 280 16 14 280,,,,,,,,,,,,,,
290,,,L2 290 290 290 16 14 290,,,,,,,,,,,,,,
300,,,L2 300 300 300 16 13 300,,,,,,,,,,,,,,
310,,,L2 310 310 310 16 13 310,,,,,,,,,,,,,,
320,,,L2 320 320 320 16 12 320,,,,,,,,,,,,,,
330,,,L2 330 330 330 16 12 330,,,,,,,,,,,,,,
340,,,L2 340 340 340 16 12 340,,,,,,,,,,,,,,
350,,,L2 350 350 350 16 12 340,,,,,,,,,,,,,,
360,,,L2 360 360 360 16 12 340,,,,,,,,,,,,,,
370,,,L2 370 370 370 16 12 340,,,,,,,,,,,,,,
380,,,L2 380 380 380 16 12 340,,,,,,,,,,,,,,
390,,,L2 390 390 390 16 12 340,,,,,,,,,,,,,,
400,,,L2 400 400 400 16 12 340,,,,,,,,,,,,,,
410,,,L2 410 410 410 16 12 340,,,,,,,,,,,,,,
420,,,L2 420 420 420 16 12 340,,,,,,,,,,,,,,
430,,,L2 430 430 430 16 12 340,,,,,,,,,,,,,,
440,,,L2 440 440 440 16 12 340,,,,,,,,,,,,,,
450,,,L2 450 450 450 16 12 340,,,,,,,,,,,,,,
460,,,L2 460 460 460 16 12 340,,,,,,,,,,,,,,
470,,,L2 470 470 470 16 12 340,,,,,,,,,,,,,,
480,,,L2 480 480 480 16 12 340,,,,,,,,,,,,,,
490,,,L2 490 490 490 16 12 340,,,,,,,,,,,,,,
500,,,L2 500 500 500 16 12 340,,,,,,,,,,,,,,
510,,,L2 510 510 510 16 12 340,,,,,,,,,,,,,,
520,,,L2 520 520 520 16 12 340,,,,,,,,,,,,,,
530,,,L2 530 530 530 16 12 340,,,,,,,,,,,,,,
540,,,L2 540 540 540 16 12 340,,,,,,,,,,,,,,
550,,,L2 550 550 550 16 12 340,,,,,,,,,,,,,,
560,,,L2 560 560 560 16 12 340,,,,,,,,,,,,,,
570,,,L2 570 570 570 16 12 340,,,,,,,,,,,,,,
580,,,L2 580 580 580 16 12 340,,,,,,,,,,,,,,
