N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,3.830565,L2 10 10 10 16 614 10,28454158336,536870912,7.42,140.15,141.52,0,0,0,0,103499.01,198421.00,0,0,301920.01
20,65536,2.615683,L2 20 20 20 16 307 20,20256915456,382205952,7.74,146.11,131.36,19.88,8.87,.02,0,71403.01,136876.00,28.75,.02,208279.01
30,16384,2.037189,L2 30 30 30 16 205 30,19062063104,359661568,9.35,176.54,108.16,25.81,8.73,17.62,8.12,54273.00,104820.00,34.54,25.74,159093.00
40,8192,2.838380,L2 40 40 40 16 153 40,23824105472,449511424,8.39,158.36,122.64,35.20,8.52,18.39,8.43,76837.01,146601.00,43.72,26.82,223438.01
50,4096,2.480449,L2 50 50 50 16 123 50,24008196096,452984832,9.67,182.62,102.16,34.48,8.40,18.25,8.34,65712.00,127502.00,42.88,26.59,193214.00
60,2048,2.313425,L2 60 60 60 16 102 60,21178236928,399589376,9.15,172.72,114.96,34.30,8.30,18.24,8.23,61658.00,119565.00,42.60,26.47,181223.00
70,2048,3.475304,L2 70 70 70 16 88 70,34129707008,643956736,9.81,185.29,102.16,33.76,8.27,18.96,8.24,91761.00,179463.00,42.03,27.20,271224.00
80,1024,2.797123,L2 80 80 80 16 77 80,25754886144,485941248,9.20,173.72,108.16,34.26,8.24,20.93,8.21,74031.00,143808.00,42.50,29.14,217839.00
90,512,2.175548,L2 90 90 90 16 68 90,18492424192,348913664,8.49,160.37,122.64,34.06,8.22,21.82,8.17,69754.01,126235.00,42.28,29.99,195989.01
100,512,2.713074,L2 100 100 100 16 61 100,25540186112,481890304,9.41,177.61,108.16,33.80,8.18,20.09,8.13,3750988.50,4516880.00,41.98,28.22,8267868.50
110,512,3.475264,L2 110 110 110 16 56 110,34183544832,644972544,9.83,185.58,102.16,33.67,8.17,20.36,8.05,50638978.02,57373940.00,41.84,28.41,108012918.02
120,256,2.373142,L2 120 120 120 16 51 120,22292658176,420616192,9.39,177.23,108.16,33.99,8.16,20.69,8.12,50230530.63,52286418.00,42.15,28.81,102516948.63
130,256,3.265397,L2 130 130 130 16 47 130,28454158336,536870912,8.71,164.41,114.96,33.95,8.15,20.26,8.10,69356107.26,68334406.00,42.10,28.36,137690513.26
140,128,2.009607,L2 140 140 140 16 44 140,17828840448,336393216,8.86,167.39,114.96,33.58,8.15,20.92,8.09,43576329.28,42763896.00,41.73,29.01,86340225.28
150,128,2.232181,L2 150 150 150 16 41 150,21992316928,414949376,9.85,185.88,102.16,34.99,8.13,20.74,8.07,53714374.28,52709931.00,43.12,28.81,106424305.28
160,128,2.867475,L2 160 160 160 16 38 160,26758212608,504871936,9.32,176.06,108.16,35.53,8.17,22.33,8.11,65312805.27,64081660.00,43.70,30.44,129394465.27
170,128,3.247494,L2 170 170 170 16 36 170,32167231488,606928896,9.90,186.88,102.16,34.07,8.14,20.19,8.07,78449782.27,76963212.00,42.21,28.26,155412994.27
180,64,2.003771,L2 180 180 180 16 34 180,19130038784,360944128,9.54,180.13,108.16,34.17,8.11,20.45,8.07,46623502.26,45732639.00,42.28,28.52,92356141.26
190,64,2.276975,L2 190 190 190 16 32 190,22538727424,425259008,9.89,186.76,102.16,34.16,8.13,19.15,8.08,55098946.29,53856203.00,42.29,27.23,108955149.29
200,64,2.752748,L2 200 200 200 16 31 200,26330033664,496793088,9.56,180.47,108.16,35.70,8.19,19.34,8.07,64632144.32,62888233.00,43.89,27.41,127520377.32
210,64,3.061355,L2 210 210 210 16 29 210,30524309504,575930368,9.96,188.12,102.16,35.09,8.13,20.30,8.08,75008293.33,72862111.00,43.22,28.38,147870404.33
220,64,3.653398,L2 220 220 220 16 28 220,35141906944,663054848,9.61,181.48,102.16,35.96,8.63,19.20,8.05,86794115.37,83836957.00,44.59,27.25,170631072.37
230,32,2.026660,L2 230 230 230 16 27 230,20101588992,379275264,9.91,187.14,102.16,36.87,8.09,19.05,8.03,49834577.40,47944164.00,44.96,27.08,97778741.40
240,32,2.423520,L2 240 240 240 16 25 240,22864237312,431400704,9.43,178.00,108.16,36.35,8.59,25.33,8.07,56872499.43,54515435.00,44.94,33.40,111387934.43
250,32,2.585937,L2 250 250 250 16 24 250,25869074432,488095744,10.00,188.74,102.16,35.92,8.09,21.08,8.06,64344808.43,61655161.00,44.01,29.14,125999969.43
260,32,2.989320,L2 260 260 260 16 24 260,29126276352,549552384,9.74,183.83,102.16,36.11,8.14,21.26,8.06,72873575.48,69387998.00,44.25,29.32,142261573.48
270,32,3.269508,L2 270 270 270 16 23 270,32646019072,615962624,9.98,188.39,102.16,42.66,8.12,19.43,8.03,81991631.51,77761688.00,50.78,27.46,159753319.51
280,32,3.756249,L2 280 280 280 16 22 280,36438478592,687518464,9.69,183.03,102.16,37.91,8.09,20.80,8.06,91762982.54,86767110.00,46.00,28.86,178530092.54
290,16,2.027876,L2 290 290 290 16 21 290,20256915456,382205952,9.98,188.47,102.16,44.88,8.09,21.23,8.01,51082042.55,48219921.00,52.97,29.24,99301963.55
300,16,2.275377,L2 300 300 300 16 20 300,22441126016,423417472,9.86,186.08,102.16,42.48,8.09,22.54,8.05,56628721.55,53405281.00,50.57,30.59,110034002.55
310,16,2.482450,L2 310 310 310 16 20 310,24776958976,467489792,9.97,188.31,102.16,41.43,8.26,20.96,8.05,62674490.57,58955599.00,49.69,29.01,121630089.57
320,16,2.870237,L2 320 320 320 16 19 320,27269502336,514518912,9.49,179.25,108.16,39.53,8.28,25.22,8.05,69072332.59,64882609.00,47.81,33.27,133954941.59
330,16,2.995478,L2 330 330 330 16 18 330,29923844096,564600832,9.98,188.48,102.16,41.05,8.36,21.61,8.05,75871848.59,71174102.00,49.41,29.66,147045950.59
340,16,3.318273,L2 340 340 340 16 18 340,32745072256,617831552,9.86,186.19,102.16,45.80,8.24,22.57,8.01,83128930.61,77870830.00,54.04,30.58,160999760.61
350,16,3.591743,L2 350 350 350 16 17 350,35738274816,674307072,9.94,187.73,102.16,46.51,8.31,19.64,8.01,90729249.60,84975120.00,54.82,27.65,175704369.60
360,16,3.943213,L2 360 360 360 16 17 360,38908539776,734123392,9.86,186.17,102.16,46.30,8.60,21.17,8.02,98738807.60,92499278.00,54.90,29.19,191238085.60
370,8,2.096750,L2 370 370 370 16 16 370,21130477568,398688256,10.07,190.14,102.16,47.48,8.41,21.62,8.03,53575175.59,50225733.00,55.89,29.65,103800908.59
380,8,2.312746,L2 380 380 380 16 16 380,22900304448,432081216,9.90,186.82,102.16,45.52,8.41,20.12,8.02,58105884.60,54422140.00,53.93,28.14,112528024.60
390,8,2.475311,L2 390 390 390 16 16 390,24766294528,467288576,10.00,188.77,102.16,47.18,8.52,23.65,8.00,62881778.61,58851455.00,55.70,31.65,121733233.61
400,8,2.702237,L2 400 400 400 16 15 400,26730991808,504358336,9.89,186.64,102.16,57.89,8.77,24.96,8.04,67786073.60,63514251.00,66.66,33.00,131300324.60
410,8,2.868731,L2 410 410 410 16 15 410,28796940288,543338496,10.03,189.39,102.16,54.60,8.76,22.36,8.03,73063557.60,68412294.00,63.36,30.39,141475851.60
420,8,3.100874,L2 420 420 420 16 15 420,30966683968,584277056,9.98,188.42,102.16,60.05,8.99,25.98,8.00,78607618.60,73560890.00,69.04,33.98,152168508.60
430,8,3.323904,L2 430 430 430 16 14 430,33242766848,627222016,10.00,188.69,102.16,47.54,8.58,25.73,8.03,84273200.59,78957585.00,56.12,33.76,163230785.59
440,4,2.045642,L2 440 440 440 16 14 440,17813866464,336110688,8.70,164.30,114.96,44.46,8.73,23.15,8.01,45183397.60,42318385.00,53.19,31.16,87501782.60
450,8,3.800494,L2 450 450 450 16 14 450,38124126208,719323136,10.03,189.27,102.16,57.71,8.79,21.99,8.03,96549121.58,90530473.00,66.50,30.02,187079594.58
460,4,2.038270,L2 460 460 460 16 13 460,20367245344,384287648,9.98,188.53,102.16,78.01,8.91,20.71,7.99,51612831.59,48356846.00,86.92,28.70,99969677.59
470,4,2.166243,L2 470 470 470 16 13 470,21730685184,410012928,10.03,189.27,102.16,67.39,8.75,20.97,8.03,55090931.59,51592444.00,76.14,29.00,106683375.59
480,4,2.378792,L2 480 480 480 16 13 480,23153654624,436861408,9.73,183.64,102.16,42.03,8.56,25.56,8.03,58620219.58,54971557.00,50.59,33.59,113591776.58
490,4,2.624676,L2 490 490 490 16 12 490,24637425664,464857088,9.38,177.10,108.16,58.66,8.95,21.70,8.03,62421138.59,58492756.00,67.61,29.73,120913894.59
500,4,2.621236,L2 500 500 500 16 12 500,26183270304,494023968,9.98,188.46,102.16,60.44,8.83,23.60,8.02,66352088.59,62145960.00,69.27,31.62,128498048.59
510,4,3.725757,L2 510 510 510 16 12 510,27792460544,524386048,7.45,140.74,141.52,102.86,9.96,23.94,8.02,70380064.58,66009180.00,112.82,31.96,136389244.58
520,4,3.146621,L2 520 520 520 16 12 520,29466268384,555967328,9.36,176.68,108.16,82.26,8.81,26.37,8.02,74644459.59,69944660.00,91.07,34.39,144589119.59
530,4,3.156857,L2 530 530 530 16 12 520,31205965824,588791808,9.88,186.51,102.16,82.76,8.88,23.34,8.21,78949303.58,74056619.00,91.64,31.55,153005922.58
540,4,3.376332,L2 540 540 540 16 12 520,33012824864,622883488,9.77,184.48,102.16,82.88,8.83,22.61,8.19,83562434.58,78340033.00,91.71,30.80,161902467.58
550,4,3.543640,L2 550 550 550 16 12 520,34888117504,658266368,9.84,185.75,102.16,81.67,8.85,22.96,8.22,88342260.58,82783688.00,90.52,31.18,171125948.58
560,4,3.802094,L2 560 560 560 16 12 520,36833115744,694964448,9.68,182.78,102.16,82.38,8.86,25.61,8.24,93182047.58,87400622.00,91.24,33.85,180582669.58
570,4,3.952944,L2 570 570 570 16 12 520,38849091584,733001728,9.82,185.43,102.16,80.82,8.82,25.41,8.21,98316514.58,92172057.00,89.64,33.62,190488571.58
580,2,2.095213,L2 580 580 580 16 12 520,20468658512,386201104,9.76,184.32,102.16,80.05,8.78,28.29,8.18,51826210.58,48562192.00,88.83,36.47,100388402.58
590,2,2.210635,L2 590 590 590 16 12 520,21549532032,406594944,9.74,183.92,102.16,79.42,8.80,29.56,8.20,54512902.58,51123962.00,88.22,37.76,105636864.58
600,2,2.345982,L2 600 600 600 16 12 520,22667802352,427694384,9.65,182.30,108.16,79.40,8.81,27.53,8.22,57362630.58,53774793.00,88.21,35.75,111137423.58
610,2,2.429344,L2 610 610 610 16 12 520,23824105472,449511424,9.80,185.03,102.16,76.39,8.78,30.23,8.19,60243219.57,56518568.00,85.17,38.42,116761787.57
620,2,3.005069,L2 620 620 620 16 12 520,25019077392,472058064,8.32,157.08,122.64,73.17,8.75,29.95,8.15,63281882.57,59363037.00,81.92,38.10,122644919.57
630,2,2.696623,L2 630 630 630 16 12 520,26253354112,495346304,9.73,183.68,102.16,76.95,8.75,32.27,8.19,66445472.58,62272047.00,85.70,40.46,128717519.58
640,2,3.069760,L2 640 640 640 16 12 520,27527571632,519388144,8.96,169.19,114.96,73.78,8.74,34.22,8.21,69885751.61,65308173.00,82.52,42.43,135193924.61
650,2,2.951109,L2 650 650 650 16 12 520,28842365952,544195584,9.77,184.40,102.16,76.43,8.72,34.46,8.15,72981263.58,68409478.00,85.15,42.61,141390741.58
660,2,3.112904,L2 660 660 660 16 12 520,30198373072,569780624,9.69,183.03,108.16,75.81,8.69,35.10,8.13,76442997.58,71624687.00,84.50,43.23,148067684.58
