,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,22.16,418.11,CPU bound,22.16,418.11,,418.18,186.88,44.0,44.0,0.0,0.0,0.0,44.0 ,44.0,44.0,0.0,0.0,0.0,44.0 ,98.46,41.7,63.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22.16,418.11,CPU bound,22.16,418.11,,367.84,182.52,44.0,44.0,7.2,0.0,0.0,51.2 ,44.0,44.0,6.0,0.0,0.0,50.0 ,100.81,54.5,68.3,7.3,0.0,0.0,20.16,9.04,29.20,0,0,0,0,0,0,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,22.16,418.11,CPU bound,22.16,418.11,,328.57,192.39,44.0,44.0,6.8,6.8,0.0,57.5 ,44.0,44.0,6.0,6.0,0.0,56.0 ,95.64,41.4,48.5,8.4,6.8,0.0,24.88,8.72,33.60,18.88,8.40,27.28,0,0,0,18.50,8.62,27.12,18.50,8.62,27.12,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,22.16,418.11,CPU bound,22.16,418.11,,306.53,175.39,44.0,44.0,10.9,6.5,0.0,61.4 ,44.0,44.0,10.0,6.0,0.0,60.0 ,104.91,48.7,54.9,10.9,6.7,0.0,35.12,8.48,43.60,18.48,8.48,26.96,0,0,0,35.00,8.37,43.37,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,22.16,418.11,CPU bound,22.16,418.11,,306.53,192.30,44.0,44.0,10.7,6.5,0.0,61.1 ,44.0,44.0,10.0,6.0,0.0,60.0 ,95.68,41.6,46.2,10.7,6.6,0.0,34.40,8.40,42.80,18.16,8.32,26.48,0,0,0,34.37,8.37,42.74,17.50,8.37,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,22.16,418.11,CPU bound,22.16,418.11,,306.53,185.92,44.0,44.0,10.6,6.4,0.0,61.0 ,44.0,44.0,10.0,6.0,0.0,60.0 ,98.97,46.4,50.8,10.7,7.3,0.0,34.48,8.32,42.80,20.96,8.24,29.20,0,0,0,34.00,8.25,42.25,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,22.16,418.11,CPU bound,22.16,418.11,,306.66,194.88,44.0,44.0,10.5,6.4,0.0,60.9 ,44.0,44.0,10.0,6.0,0.0,60.0 ,94.42,41.9,45.3,10.5,7.1,0.0,33.76,8.24,42.00,20.24,8.24,28.48,0,0,0,33.62,8.25,41.87,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,22.16,418.11,CPU bound,22.16,418.11,,306.66,184.31,44.0,44.0,10.4,6.5,0.0,60.9 ,44.0,44.0,10.0,6.0,0.0,60.0 ,99.83,44.3,48.8,10.5,7.9,0.0,33.84,8.24,42.08,23.44,8.24,31.68,0,0,0,33.50,8.25,41.75,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
