N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,19.27,1482.30,CPU bound,19.27,1482.30,,1482.00,536.09,25.9,14.0,0.0,0.0,0.0,25.9 ,25.9,14.0,0.0,0.0,0.0,25.9 ,71.63,55.8,35.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19.27,1482.30,CPU bound,19.27,1482.30,,1482.62,793.80,25.9,14.0,4.5,0.0,0.0,25.9 ,25.9,14.0,3.0,0.0,0.0,25.9 ,48.38,19.1,29.0,4.3,0.0,0.0,24.72,10.00,34.72,0,0,0,0,0,0,25.25,10.37,35.62,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,19.27,1482.30,CPU bound,19.27,1482.30,,1482.00,840.23,25.9,14.0,3.8,0.0,0.0,25.9 ,25.9,14.0,3.0,0.0,0.0,25.9 ,45.70,24.4,26.8,4.1,0.0,0.0,23.44,9.44,32.88,0,0,0,0,0,0,21.37,9.37,30.74,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,19.27,1482.30,CPU bound,17.90,1376.92,0.46,1482.62,914.05,25.9,14.0,6.4,0.0,0.0,25.9 ,25.9,14.0,7.0,0.0,0.0,25.9 ,42.01,18.7,22.2,7.0,0.0,0.0,46.64,9.04,55.68,0,0,0,0,0,0,42.37,8.87,51.24,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,16.20,1246.15,0.42,17.90,1376.92,0.46,1482.62,1030.52,25.9,14.0,7.7,0.0,0.0,25.9 ,25.9,14.0,7.0,0.0,0.0,25.9 ,37.26,17.2,19.6,7.8,5.6,0.0,53.68,8.80,62.48,5.68,5.60,11.28,0,0,0,53.12,8.75,61.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
60,16.47,1266.92,0.43,17.90,1376.92,0.46,1323.58,1081.49,25.9,14.0,7.6,9.4,0.0,31.0 ,25.9,14.0,7.0,8.0,0.0,29.0 ,35.51,15.6,17.4,7.7,15.8,0.0,52.56,8.64,61.20,15.84,15.84,31.68,.08,0,.08,52.25,8.62,60.87,18.87,9.00,27.87,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,16.70,1284.61,0.43,17.90,1376.92,0.46,1324.13,1035.50,25.9,14.0,7.5,9.5,0.0,31.0 ,25.9,14.0,7.0,8.0,0.0,29.0 ,37.08,17.0,18.4,7.6,18.5,0.0,51.92,8.56,60.48,18.48,18.48,36.96,0,0,0,51.50,8.50,60.00,19.00,9.00,28.00,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,16.87,1297.69,0.44,17.90,1376.92,0.46,1323.58,1067.06,25.9,14.0,7.4,9.6,0.0,31.0 ,25.9,14.0,7.0,8.0,0.0,29.0 ,35.99,16.2,17.3,7.5,18.1,0.0,51.60,8.48,60.08,18.16,18.16,36.32,0,0,0,51.00,8.37,59.37,19.25,8.87,28.12,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
90,16.97,1305.38,0.44,17.90,1376.92,0.46,1323.58,1128.36,25.9,14.0,7.4,9.8,0.0,31.2 ,25.9,14.0,7.0,8.0,0.0,29.0 ,34.03,15.6,16.5,7.4,17.9,0.0,51.12,8.40,59.52,17.84,17.84,35.68,0,0,0,50.75,8.37,59.12,19.62,8.87,28.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
100,17.06,1312.30,0.44,17.90,1376.92,0.46,1323.58,1187.33,25.9,14.0,7.3,10.0,0.0,31.4 ,25.9,14.0,7.0,8.0,0.0,29.0 ,32.34,15.1,15.5,7.4,17.7,0.0,50.48,8.40,58.88,17.68,17.68,35.36,0,0,0,50.37,8.37,58.74,20.12,8.62,28.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
