N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,250.42,52.0,28.0,0.0,0.0,0.0,52.0 ,52.0,28.0,0.0,0.0,0.0,52.0 ,73.48,53.7,39.8,0.2,0.0,0.1,.24,.72,.96,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,218.38,52.0,28.0,9.5,0.0,0.0,52.0 ,52.0,28.0,8.0,0.0,0.0,52.0 ,84.26,71.0,45.3,9.6,0.0,0.1,29.36,9.12,38.48,0,0,0,.08,.08,.16,29.00,9.12,38.12,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,276.03,52.0,28.0,9.0,8.9,0.0,52.0 ,52.0,28.0,12.0,8.0,0.0,52.0 ,66.66,52.7,31.2,10.1,9.2,0.1,31.84,8.64,40.48,28.24,8.64,36.88,.08,0,.08,27.50,8.62,36.12,27.12,8.62,35.74,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
40,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,241.02,52.0,28.0,13.0,8.6,0.0,52.0 ,52.0,28.0,12.0,8.0,0.0,52.0 ,76.34,61.1,36.1,13.0,8.9,0.1,43.60,8.48,52.08,27.12,8.48,35.60,.08,0,.08,43.37,8.37,51.74,26.12,8.37,34.49,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
50,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,225.25,52.0,28.0,12.8,8.5,0.0,52.0 ,52.0,28.0,12.0,8.0,0.0,52.0 ,81.69,52.4,29.9,12.9,8.8,0.1,43.12,8.48,51.60,26.88,8.32,35.20,.08,0,.08,42.75,8.37,51.12,25.75,8.37,34.12,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
60,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,261.43,52.0,28.0,12.6,8.5,0.0,52.0 ,52.0,28.0,12.0,8.0,0.0,52.0 ,70.38,57.8,33.3,12.7,9.1,0.1,42.32,8.32,50.64,28.00,8.24,36.24,.08,0,.08,42.25,8.25,50.50,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
70,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,279.67,52.0,28.0,12.5,8.5,0.0,52.0 ,52.0,28.0,12.0,8.0,0.0,52.0 ,65.79,52.4,29.3,12.6,9.6,0.1,42.08,8.24,50.32,30.24,8.24,38.48,.08,0,.08,41.87,8.25,50.12,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
80,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,259.18,52.0,28.0,12.5,10.4,0.0,52.0 ,52.0,28.0,12.0,8.0,0.0,52.0 ,70.99,56.4,32.0,12.7,10.7,0.1,42.56,8.24,50.80,34.56,8.16,42.72,.08,0,.08,41.62,8.25,49.87,33.37,8.25,41.62,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
90,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,353.38,243.45,52.0,28.0,12.4,10.3,0.0,52.0 ,52.0,28.0,12.0,12.0,0.0,52.0 ,75.58,52.2,29.0,12.5,11.7,0.4,41.92,8.24,50.16,38.56,8.16,46.72,.64,.16,.80,41.50,8.25,49.75,33.12,8.25,41.37,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
100,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,259.54,268.83,52.0,28.0,12.4,12.4,10.3,63.1 ,52.0,28.0,12.0,12.0,18.8,70.8 ,68.44,55.5,31.1,12.4,12.2,5.1,41.52,8.16,49.68,40.64,8.16,48.80,6.56,2.24,8.80,41.37,8.12,49.49,41.37,8.12,49.49,12.00,5.62,17.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
110,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,259.54,275.01,52.0,28.0,12.3,12.3,18.8,71.5 ,52.0,28.0,12.0,12.0,18.8,70.8 ,66.91,52.2,28.8,12.4,12.4,12.9,41.36,8.16,49.52,41.28,8.16,49.44,16.16,5.92,22.08,41.25,8.12,49.37,41.25,8.12,49.37,24.62,8.12,32.74,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
120,9.55,353.70,CPU bound. 9.55 GFLOP/s due to CPU bottleneck,9.55,353.70,,259.54,252.62,52.0,28.0,12.3,12.3,18.8,71.4 ,52.0,28.0,12.0,12.0,18.8,70.8 ,72.84,55.0,30.6,12.4,12.4,17.8,41.44,8.16,49.60,41.36,8.16,49.52,22.56,7.76,30.32,41.12,8.12,49.24,41.12,8.12,49.24,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
