N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,2.077202,L2 10 10 10 16 1638 10,11324620800,452984832,5.44,218.07,91.36,0,0,0,0,11677.00,27173.00,0,0,38850.00
20,262144,2.242224,L2 20 20 20 16 819 20,26843545600,1073741824,11.97,478.87,40.80,18.60,7.15,0,0,11364.00,28047.00,25.75,0,39411.00
30,65536,2.465350,L2 30 30 30 16 546 30,28796518400,1151860736,11.67,467.21,41.68,40.91,7.46,0,0,13957.00,31135.00,48.37,0,45092.00
40,32768,2.993337,L2 40 40 40 16 409 40,38220595200,1528823808,12.76,510.74,38.40,46.69,7.65,5.13,5.13,14724.00,35957.00,54.34,10.26,50681.00
50,16384,3.034802,L2 50 50 50 16 327 50,39868825600,1594753024,13.13,525.48,36.88,46.95,7.68,16.75,16.74,56859.00,64680.00,54.63,33.49,121539.00
60,8192,2.691590,L2 60 60 60 16 273 60,35966156800,1438646272,13.36,534.49,36.16,47.26,7.79,16.82,16.81,41056.00,30748.00,55.05,33.63,71804.00
70,4096,2.052726,L2 70 70 70 16 234 70,29439590400,1177583616,14.33,573.66,34.24,47.23,7.77,16.67,16.66,65742.00,56054.00,55.00,33.33,121796.00
80,4096,3.228438,L2 80 80 80 16 204 80,44951142400,1798045696,13.92,556.93,34.88,47.72,7.85,16.57,16.56,51036.00,50713.00,55.57,33.13,101749.00
90,2048,2.365066,L2 90 90 90 16 182 90,32566067200,1302642688,13.76,550.78,35.52,47.40,7.82,16.56,16.55,3129019.00,2323523.00,55.22,33.11,5452542.00
100,2048,3.116829,L2 100 100 100 16 163 100,45298483200,1811939328,14.53,581.33,33.04,47.43,7.85,16.50,16.49,20770826.00,17090913.00,55.28,32.99,37861739.00
110,1024,2.063085,L2 110 110 110 16 148 110,30490009600,1219600384,14.77,591.15,33.04,47.46,7.85,16.56,16.55,39772506.00,36985718.00,55.31,33.11,76758224.00
120,1024,2.833982,L2 120 120 120 16 136 120,39958937600,1598357504,14.09,563.99,34.24,47.52,7.87,16.67,16.66,74870026.00,72300527.00,55.39,33.33,147170553.00
130,1024,3.864949,L2 130 130 130 16 126 130,51209625600,2048385024,13.24,529.98,36.88,48.15,7.99,17.10,17.09,117014665.00,114009321.00,56.14,34.19,231023986.00
140,512,2.483018,L2 140 140 140 16 117 140,32197836800,1287913472,12.96,518.68,37.60,48.01,7.92,19.18,19.17,92696139.00,89014586.00,55.93,38.35,181710725.00
150,512,3.049242,L2 150 150 150 16 109 150,39835340800,1593413632,13.06,522.55,36.88,47.94,7.90,19.15,19.14,126528135.00,119466989.00,55.84,38.29,245995124.00
160,256,2.044269,L2 160 160 160 16 102 160,24297062400,971882496,11.88,475.41,40.80,49.40,8.20,18.91,18.90,81677602.00,76431247.00,57.60,37.81,158108849.00
170,256,2.216044,L2 170 170 170 16 96 170,29275494400,1171019776,13.20,528.42,36.88,47.89,7.91,18.83,18.82,101707490.00,96817043.00,55.80,37.65,198524533.00
180,256,2.646153,L2 180 180 180 16 91 180,34891366400,1395654656,13.18,527.42,36.88,47.98,7.93,18.52,18.51,120886673.00,116386484.00,55.91,37.03,237273157.00
190,256,3.314604,L2 190 190 190 16 86 190,41183078400,1647323136,12.42,496.98,39.12,48.26,7.95,19.25,19.24,152142808.00,140209687.00,56.21,38.49,292352495.00
