N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,19.40,776.00,CPU bound,19.40,776.00,,777.32,269.61,24.7,14.0,0.0,0.0,0.0,24.7 ,24.7,14.0,0.0,0.0,0.0,24.7 ,71.21,45.9,45.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19.40,776.00,CPU bound,19.40,776.00,,777.00,554.88,24.7,14.0,4.3,0.0,0.0,24.7 ,24.7,14.0,3.0,0.0,0.0,24.7 ,34.60,20.1,20.2,4.5,0.0,0.0,26.08,10.08,36.16,0,0,0,0,0,0,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,15.22,608.80,0.39,17.37,694.80,0.45,777.32,509.74,24.7,14.0,8.0,0.0,0.0,24.7 ,24.7,14.0,7.0,0.0,0.0,24.7 ,37.67,21.0,19.9,7.5,0.0,0.0,50.72,9.36,60.08,0,0,0,0,0,0,54.62,9.25,63.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
40,15.39,615.60,0.40,17.37,694.80,0.45,777.00,537.21,24.7,14.0,7.9,0.0,0.0,24.7 ,24.7,14.0,7.0,0.0,0.0,24.7 ,35.74,20.1,16.1,8.0,2.4,0.0,54.88,9.04,63.92,2.40,2.40,4.80,0,0,0,54.25,8.87,63.12,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,15.41,616.40,0.66,17.37,694.80,0.45,662.06,556.45,24.7,14.0,7.7,9.5,0.0,31.2 ,24.7,14.0,7.0,8.0,0.0,29.0 ,34.50,20.3,16.8,7.8,18.8,0.0,53.28,8.72,62.00,18.80,18.80,37.60,0,0,0,53.00,8.75,61.75,18.87,18.87,37.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,15.49,619.60,0.66,17.37,694.80,0.45,662.06,553.56,24.7,14.0,7.6,9.4,0.0,31.0 ,24.7,14.0,7.0,8.0,0.0,29.0 ,34.68,19.6,15.0,7.6,18.7,0.0,52.48,8.64,61.12,18.64,18.64,37.28,.08,0,.08,52.00,8.62,60.62,18.87,18.87,37.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,15.38,615.20,0.66,17.37,694.80,0.45,661.79,602.85,24.7,14.0,7.5,9.5,0.0,31.0 ,24.7,14.0,7.0,8.0,0.0,29.0 ,31.85,19.6,15.7,7.5,18.2,0.0,51.60,8.48,60.08,18.24,18.24,36.48,0,0,0,51.50,8.50,60.00,19.00,19.00,38.00,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,15.16,606.40,0.65,17.37,694.80,0.45,662.06,567.90,24.7,14.0,7.4,9.6,0.0,31.0 ,24.7,14.0,7.0,8.0,0.0,29.0 ,33.81,19.6,14.4,7.5,17.9,0.0,51.68,8.48,60.16,17.92,17.92,35.84,0,0,0,51.00,8.37,59.37,19.25,19.25,38.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
90,14.87,594.80,0.64,17.37,694.80,0.45,662.06,578.17,24.7,14.0,7.4,9.8,0.0,31.2 ,24.7,14.0,7.0,8.0,0.0,29.0 ,33.21,19.6,15.0,7.4,17.7,0.3,50.72,8.40,59.12,17.68,17.68,35.36,.48,.24,.72,50.62,8.37,58.99,19.62,19.62,39.24,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
100,14.53,581.20,0.62,17.37,694.80,0.45,662.06,597.18,24.7,14.0,7.3,10.0,0.0,31.4 ,24.7,14.0,7.0,8.0,0.0,29.0 ,32.15,19.0,14.1,7.4,17.5,1.5,50.48,8.32,58.80,17.52,17.52,35.04,2.72,1.28,4.00,50.37,8.37,58.74,20.12,20.12,40.24,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
