N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,26.05,1371.05,CPU bound,17.47,919.47,0.47,796.19,129.43,26.8,26.2,0.0,0.0,0.0,26.8 ,26.8,26.2,20.0,0.0,0.0,46.2 ,284.33,154.7,245.1,11.5,0.0,0.1,39.60,6.32,45.92,0,0,0,.08,.08,.16,0,0,0,0,0,0,0,0,0,72.00,8.00,80.00,0,0,0,0,0,0
20,12.84,675.78,0.35,14.14,744.21,0.47,555.89,423.94,26.8,26.2,27.2,10.3,0.0,63.8 ,26.8,26.2,20.0,20.0,0.0,66.2 ,86.80,23.2,39.7,26.7,11.5,0.0,96.40,10.48,106.88,43.12,2.80,45.92,0,0,0,98.62,10.25,108.87,37.25,4.12,41.37,0,0,0,72.00,8.00,80.00,72.00,8.00,80.00,0,0,0
30,10.57,556.31,0.29,12.48,656.84,0.34,495.74,364.94,26.8,26.2,33.1,24.1,0.0,83.3 ,26.8,26.2,28.0,20.0,0.0,74.2 ,100.84,32.2,53.8,32.8,26.8,0.0,121.68,9.60,131.28,97.68,9.36,107.04,0,0,0,122.87,9.37,132.24,86.87,9.37,96.24,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
40,11.15,586.84,0.30,12.48,656.84,0.34,495.95,312.70,26.8,26.2,31.4,22.7,0.0,80.3 ,26.8,26.2,28.0,20.0,0.0,74.2 ,117.69,34.9,56.1,32.9,24.8,0.0,122.16,9.28,131.44,90.00,9.04,99.04,0,0,0,116.50,8.87,125.37,82.00,8.87,90.87,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
50,11.36,597.89,0.31,12.48,656.84,0.34,495.95,383.46,26.8,26.2,30.8,22.2,0.0,79.2 ,26.8,26.2,28.0,20.0,0.0,74.2 ,95.97,36.9,57.5,31.0,24.3,0.0,115.28,8.80,124.08,88.64,8.72,97.36,0,0,0,114.37,8.75,123.12,80.12,8.75,88.87,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
60,11.54,607.36,0.31,12.48,656.84,0.34,495.74,427.44,26.8,26.2,30.3,21.9,0.0,78.4 ,26.8,26.2,28.0,20.0,0.0,74.2 ,86.09,19.5,29.8,30.9,24.6,0.0,114.72,8.64,123.36,89.76,8.56,98.32,0,0,0,112.50,8.62,121.12,79.12,8.62,87.74,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
70,11.69,615.26,0.32,12.48,656.84,0.34,495.95,405.41,26.8,26.2,29.9,21.7,0.0,77.8 ,26.8,26.2,28.0,20.0,0.0,74.2 ,90.77,23.8,36.9,30.2,26.6,0.7,112.40,8.56,120.96,97.84,8.48,106.32,1.12,0,1.12,111.12,8.50,119.62,78.50,8.50,87.00,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
80,1.06,55.78,0.03,10.10,531.57,0.34,447.49,302.00,26.8,26.2,330.6,28.5,0.0,385.4 ,26.8,26.2,28.0,28.0,0.0,82.2 ,121.85,26.6,40.2,34.7,28.9,10.7,129.52,9.20,138.72,107.28,8.48,115.76,15.20,1.20,16.40,1194.50,128.00,1322.50,105.75,8.37,114.12,0,0,0,104.00,8.00,112.00,104.00,8.00,112.00,0,0,0
90,6.94,365.26,0.44,7.58,398.94,0.47,273.48,287.02,26.8,26.2,29.4,27.2,57.1,139.9 ,26.8,26.2,28.0,28.0,52.3,134.5 ,128.21,29.5,42.8,29.9,29.4,37.3,111.28,8.40,119.68,109.28,8.40,117.68,51.44,5.52,56.96,109.37,8.37,117.74,100.50,8.37,108.87,78.25,9.00,87.25,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
100,7.23,380.52,0.45,7.58,398.94,0.47,273.48,274.03,26.8,26.2,29.3,29.3,54.9,139.7 ,26.8,26.2,28.0,28.0,52.3,134.5 ,134.29,19.5,28.2,29.7,29.5,52.8,110.32,8.32,118.64,109.52,8.32,117.84,72.48,8.16,80.64,108.87,8.37,117.24,108.87,8.37,117.24,75.50,8.37,83.87,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
110,7.26,382.10,0.46,7.58,398.94,0.47,273.60,274.56,26.8,26.2,29.2,29.2,54.6,139.1 ,26.8,26.2,28.0,28.0,52.3,134.5 ,134.04,22.3,32.8,29.6,29.4,55.4,109.92,8.32,118.24,109.44,8.24,117.68,76.40,8.32,84.72,108.37,8.25,116.62,108.37,8.25,116.62,75.12,8.37,83.49,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
120,7.30,384.21,0.46,7.58,398.94,0.47,273.48,284.81,26.8,26.2,29.0,29.0,54.3,138.6 ,26.8,26.2,28.0,28.0,52.3,134.5 ,129.21,24.1,35.3,29.9,29.3,55.4,111.36,8.40,119.76,109.04,8.32,117.36,76.40,8.32,84.72,107.87,8.25,116.12,107.87,8.25,116.12,74.75,8.25,83.00,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
130,7.32,385.26,0.46,7.58,398.94,0.47,273.60,284.81,26.8,26.2,29.0,29.0,54.2,138.3 ,26.8,26.2,28.0,28.0,52.3,134.5 ,129.21,25.9,37.5,29.5,29.2,55.2,109.68,8.40,118.08,108.64,8.24,116.88,76.00,8.32,84.32,107.62,8.25,115.87,107.62,8.25,115.87,74.62,8.25,82.87,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
140,7.34,386.31,0.46,7.58,398.94,0.47,273.60,285.79,26.8,26.2,28.9,28.9,54.0,138.0 ,26.8,26.2,28.0,28.0,52.3,134.5 ,128.77,19.1,27.5,29.2,29.1,54.9,108.40,8.24,116.64,108.08,8.24,116.32,75.68,8.24,83.92,107.37,8.25,115.62,107.37,8.25,115.62,74.37,8.12,82.49,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
150,7.34,386.31,0.46,7.58,398.94,0.47,273.60,278.70,26.8,26.2,28.8,28.8,54.0,137.9 ,26.8,26.2,28.0,28.0,52.3,134.5 ,132.04,21.5,30.9,29.3,29.0,54.8,108.72,8.32,117.04,107.84,8.24,116.08,75.52,8.24,83.76,107.12,8.25,115.37,107.12,8.25,115.37,74.25,8.25,82.50,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
160,,,,7.58,398.94,0.47,273.60,242.67,26.8,26.2,450.1,330.3,53.8,860.4 ,26.8,26.2,28.0,28.0,52.3,134.5 ,151.65,23.7,32.9,43.6,29.1,54.8,164.64,9.84,174.48,108.00,8.24,116.24,75.52,8.24,83.76,1672.37,128.00,1800.37,1193.25,128.00,1321.25,74.00,8.25,82.25,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
170,7.37,387.89,0.46,7.58,398.94,0.47,273.48,251.79,26.8,26.2,28.7,28.7,53.8,137.5 ,26.8,26.2,28.0,28.0,52.3,134.5 ,146.15,24.2,34.7,29.1,28.9,54.5,108.16,8.24,116.40,107.28,8.16,115.44,75.04,8.24,83.28,106.75,8.25,115.00,106.75,8.25,115.00,74.00,8.25,82.25,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
180,7.37,387.89,0.46,7.58,398.94,0.47,273.60,284.55,26.8,26.2,28.7,28.7,53.8,137.4 ,26.8,26.2,28.0,28.0,52.3,134.5 ,129.33,19.0,27.2,29.0,28.8,54.3,107.76,8.16,115.92,107.04,8.16,115.20,74.80,8.24,83.04,106.62,8.12,114.74,106.62,8.12,114.74,73.87,8.37,82.24,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
190,7.41,390.00,0.46,7.58,398.94,0.47,273.48,268.23,26.8,26.2,28.7,28.7,53.5,137.0 ,26.8,26.2,28.0,28.0,52.3,134.5 ,137.19,20.8,29.9,29.0,28.8,54.2,107.92,8.16,116.08,106.88,8.16,115.04,74.64,8.24,82.88,106.50,8.12,114.62,106.50,8.12,114.62,73.75,8.00,81.75,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
200,7.41,390.00,0.46,7.58,398.94,0.47,273.48,277.81,26.8,26.2,28.6,28.6,53.5,136.9 ,26.8,26.2,28.0,28.0,52.3,134.5 ,132.46,21.9,31.5,29.6,28.8,54.1,110.16,8.40,118.56,106.88,8.16,115.04,74.48,8.24,82.72,106.37,8.12,114.49,106.37,8.12,114.49,73.62,8.12,81.74,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
210,7.41,390.00,0.46,7.58,398.94,0.47,273.48,278.16,26.8,26.2,28.6,28.6,53.5,136.9 ,26.8,26.2,28.0,28.0,52.3,134.5 ,132.30,23.1,33.0,29.6,28.7,54.0,110.16,8.24,118.40,106.72,8.16,114.88,74.40,8.16,82.56,106.25,8.12,114.37,106.25,8.25,114.50,73.62,8.12,81.74,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
220,7.43,391.05,0.47,7.58,398.94,0.47,273.48,262.90,26.8,26.2,28.6,28.6,53.4,136.7 ,26.8,26.2,28.0,28.0,52.3,134.5 ,139.98,19.1,27.0,28.9,28.7,53.9,107.52,8.16,115.68,106.48,8.16,114.64,74.24,8.16,82.40,106.12,8.12,114.24,106.12,8.12,114.24,73.50,8.12,81.62,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
230,7.43,391.05,0.47,7.58,398.94,0.47,273.60,254.64,26.8,26.2,28.5,28.5,53.4,136.7 ,26.8,26.2,28.0,28.0,52.3,134.5 ,144.52,20.5,29.2,28.9,28.6,53.9,107.60,8.16,115.76,106.40,8.16,114.56,74.24,8.16,82.40,106.00,8.12,114.12,106.00,8.12,114.12,73.50,8.12,81.62,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
240,1.06,55.78,0.03,7.58,398.94,0.47,273.48,276.84,26.8,26.2,330.2,28.5,53.3,438.2 ,26.8,26.2,28.0,28.0,52.3,134.5 ,132.93,21.5,30.6,31.7,28.6,53.8,118.24,8.64,126.88,106.48,8.16,114.64,74.16,8.16,82.32,1192.87,128.00,1320.87,105.87,8.12,113.99,73.37,8.12,81.49,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
250,7.44,391.57,0.47,7.58,398.94,0.47,273.60,272.68,26.8,26.2,28.5,28.5,53.3,136.5 ,26.8,26.2,28.0,28.0,52.3,134.5 ,134.96,22.5,31.9,29.1,28.6,53.9,108.00,8.24,116.24,106.24,8.16,114.40,74.16,8.16,82.32,105.87,8.12,113.99,105.87,8.12,113.99,73.37,8.12,81.49,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
260,7.44,391.57,0.47,7.58,398.94,0.47,273.60,256.37,26.8,26.2,28.5,28.5,53.3,136.5 ,26.8,26.2,28.0,28.0,52.3,134.5 ,143.54,19.3,26.8,29.3,28.6,53.8,108.72,8.32,117.04,106.08,8.16,114.24,74.00,8.16,82.16,105.87,8.12,113.99,105.87,8.12,113.99,73.37,8.12,81.49,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
270,7.46,392.63,0.47,7.58,398.94,0.47,273.48,258.32,26.8,26.2,28.5,28.5,53.2,136.3 ,26.8,26.2,28.0,28.0,52.3,134.5 ,142.46,20.2,28.7,29.4,28.5,53.7,109.28,8.16,117.44,106.00,8.08,114.08,74.00,8.16,82.16,105.75,8.12,113.87,105.75,8.12,113.87,73.25,8.00,81.25,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
280,7.48,393.68,0.47,7.58,398.94,0.47,273.60,269.10,26.8,26.2,28.4,28.4,53.0,136.1 ,26.8,26.2,28.0,28.0,52.3,134.5 ,136.75,21.1,29.9,29.5,28.5,53.8,109.68,8.32,118.00,106.08,8.16,114.24,74.00,8.16,82.16,105.62,8.12,113.74,105.62,8.12,113.74,73.12,7.87,80.99,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
290,7.47,393.15,0.47,7.58,398.94,0.47,273.48,271.22,26.8,26.2,28.4,28.4,53.1,136.1 ,26.8,26.2,28.0,28.0,52.3,134.5 ,135.68,22.2,31.1,29.0,28.5,53.8,107.68,8.16,115.84,105.92,8.08,114.00,74.16,8.16,82.32,105.50,8.12,113.62,105.50,8.12,113.62,73.12,8.00,81.12,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
300,7.47,393.15,0.47,7.58,398.94,0.47,273.60,271.76,26.8,26.2,28.4,28.4,53.1,136.1 ,26.8,26.2,28.0,28.0,52.3,134.5 ,135.41,19.4,26.6,29.1,28.5,53.8,108.24,8.16,116.40,105.92,8.08,114.00,74.00,8.16,82.16,105.50,8.12,113.62,105.50,8.00,113.50,73.12,8.00,81.12,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
310,7.47,393.15,0.47,7.58,398.94,0.47,273.48,261.11,26.8,26.2,28.4,28.4,53.1,136.1 ,26.8,26.2,28.0,28.0,52.3,134.5 ,140.94,20.4,28.3,28.9,28.5,53.9,107.52,8.16,115.68,105.92,8.08,114.00,74.24,8.16,82.40,105.50,8.12,113.62,105.50,8.12,113.62,73.00,8.12,81.12,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
