N,threads,iterations,time,blocking factor,flop,lup,Gflop/s,Gflop/s (Roofline),Mlup/s,Mlup/s (Roofline),cy/CL,cy/CL (ECM),MLUP/s (ECM),l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
380,1,9,4.3825,,3374500000.0000,486106900.0000,.77,0.95,110.92,0,86.55,77.43,247.96,0,0,0,0,0,0
380,2,9,3.426,,3391000000.000,486080000.000,.99,1.79,141.88,0,67.66,40.97,468.63,0,0,0,0,0,0
380,3,9,2.399,,3382000000.000,486085000.000,1.41,2.20,202.62,0,47.38,31.49,609.71,0,0,0,0,0,0
380,4,9,1.8964,,3394500000.0000,486085200.0000,1.79,2.40,256.32,0,37.45,27.68,693.64,0,0,0,0,0,0
380,5,9,1.6536,,3389800000.0000,486092200.0000,2.05,2.50,293.96,0,32.66,26.43,726.44,0,0,0,0,0,0
380,6,9,1.5282,,3392600000.0000,486089800.0000,2.22,2.54,318.08,0,30.18,26.43,726.44,0,0,0,0,0,0
380,7,12,1.92,,4530000000.00,648110000.00,2.36,2.49,337.56,0,28.44,26.43,726.44,0,0,0,0,0,0
380,8,12,1.8399,,4526100000.0000,648123100.0000,2.46,2.50,352.26,0,27.25,26.43,726.44,0,0,0,0,0,0
380,9,13,1.9665,,4896500000.0000,702138800.0000,2.49,2.51,357.05,0,26.89,26.43,726.44,0,0,0,0,0,0
380,10,13,1.9405,,4909400000.0000,702131100.0000,2.53,2.43,361.83,0,26.53,26.43,726.44,0,0,0,0,0,0
380,11,14,1.9027,,5289500000.0000,756132900.0000,2.78,2.75,397.40,0,24.16,24.03,799.00,0,0,0,0,0,0
380,12,16,1.9972}],,,,3.02,2.98,432.69,0,22.19,22.03,871.53,0,0,0,0,0,0
380,13,17,1.9401}],,,,3.31,3.20,473.26,0,20.28,20.33,944.41,0,0,0,0,0,0
380,14,18,1.908}],,,,3.56,3.53,509.53,0,18.84,18.88,1016.94,0,0,0,0,0,0
380,15,20,1.9839}],,,,3.81,3.85,544.48,0,17.63,17.62,1089.67,0,0,0,0,0,0
380,16,21,1.9679}],,,,4.03,3.98,576.36,0,16.66,16.52,1162.22,0,0,0,0,0,0
380,17,22,1.9362}],,,,4.29,4.35,613.69,0,15.64,15.55,1234.72,0,0,0,0,0,0
380,18,24,1.9781,,9059600000.0000,1296248900.0000,4.58,4.69,655.30,0,14.65,14.68,1307.90,0,0,0,0,0,0
380,19,25,1.9569}],,,,4.82,4.98,690.00,0,13.91,13.91,1380.30,0,0,0,0,0,0
380,20,26,1.9897}],,,,4.94,4.94,705.77,0,13.60,13.22,1452.34,0,0,0,0,0,0
