,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
730,4.23,282.00,0.27,4.27,284.66,0.27,212.47,242.70,19.9,14.0,22.1,14.1,37.0,87.2 ,19.9,14.0,22.0,14.0,36.6,86.6 ,75.81,80.80,8.24,89.04,48.32,7.76,56.08,43.68,8.08,51.76,80.50,8.00,88.50,48.50,8.00,56.50,48.50,8.00,56.50,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
740,4.25,283.33,0.27,4.27,284.66,0.27,212.37,236.81,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.70,80.88,8.24,89.12,48.24,7.44,55.68,44.48,8.08,52.56,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
750,4.25,283.33,0.27,4.27,284.66,0.27,212.37,231.80,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,79.38,80.80,8.24,89.04,48.32,7.68,56.00,44.96,8.08,53.04,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
760,4.25,283.33,0.27,4.27,284.66,0.27,212.37,235.33,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.19,80.88,8.24,89.12,48.32,7.36,55.68,45.44,8.08,53.52,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
770,4.25,283.33,0.27,4.27,284.66,0.27,212.37,240.24,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,76.59,81.28,8.24,89.52,48.24,7.68,55.92,46.00,8.08,54.08,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
780,4.25,283.33,0.27,4.27,284.66,0.27,212.47,235.63,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.09,80.80,8.24,89.04,48.24,7.44,55.68,46.08,8.08,54.16,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
790,4.25,283.33,0.27,4.27,284.66,0.27,212.47,235.08,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.27,80.80,8.24,89.04,48.24,7.68,55.92,46.56,8.08,54.64,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
800,4.25,283.33,0.27,4.27,284.66,0.27,212.37,236.17,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.91,81.12,8.24,89.36,48.24,7.44,55.68,46.96,8.08,55.04,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
810,4.25,283.33,0.27,4.27,284.66,0.27,212.47,237.84,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.36,80.80,8.24,89.04,48.32,7.68,56.00,47.04,8.08,55.12,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
820,4.25,283.33,0.27,4.27,284.66,0.27,212.47,236.17,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.91,80.72,8.24,88.96,48.32,7.52,55.84,47.28,8.08,55.36,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
830,4.25,283.33,0.27,4.27,284.66,0.27,212.47,239.09,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,76.96,80.80,8.24,89.04,48.24,7.68,55.92,47.52,8.08,55.60,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
840,4.25,283.33,0.27,4.27,284.66,0.27,212.47,234.83,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.35,80.72,8.16,88.88,48.24,7.36,55.60,47.76,8.08,55.84,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
850,4.25,283.33,0.27,4.27,284.66,0.27,212.37,236.33,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.86,80.72,8.16,88.88,48.24,7.68,55.92,47.84,8.08,55.92,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
860,4.25,283.33,0.27,4.27,284.66,0.27,212.37,229.41,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,80.21,80.72,8.16,88.88,48.32,7.44,55.76,48.00,8.08,56.08,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
870,4.25,283.33,0.27,4.27,284.66,0.27,212.47,237.37,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.52,80.72,8.16,88.88,48.24,7.68,55.92,48.08,8.08,56.16,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
880,4.25,283.33,0.27,4.27,284.66,0.27,212.47,239.84,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,76.72,80.80,8.16,88.96,48.24,7.36,55.60,48.16,8.08,56.24,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
890,4.25,283.33,0.27,4.27,284.66,0.27,212.37,240.97,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,76.36,80.64,8.16,88.80,48.24,7.68,55.92,48.16,8.08,56.24,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
900,4.25,283.33,0.27,4.27,284.66,0.27,212.37,234.43,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.49,80.72,8.16,88.88,48.24,7.36,55.60,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
910,4.25,283.33,0.27,4.27,284.66,0.27,212.37,232.66,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,79.08,80.72,8.16,88.88,48.24,7.68,55.92,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
920,4.25,283.33,0.27,4.27,284.66,0.27,212.37,229.38,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,80.22,80.64,8.16,88.80,48.24,7.52,55.76,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
930,4.25,283.33,0.27,4.27,284.66,0.27,212.37,232.99,19.9,14.0,22.1,14.1,36.8,87.0 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.97,80.64,8.16,88.80,48.24,7.68,55.92,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
940,4.25,283.33,0.27,4.27,284.66,0.27,212.47,238.53,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.14,80.72,8.16,88.88,48.24,7.44,55.68,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
950,4.25,283.33,0.27,4.27,284.66,0.27,212.47,240.24,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,76.59,80.64,8.16,88.80,48.16,7.68,55.84,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
960,4.25,283.33,0.27,4.27,284.66,0.27,212.37,233.47,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.81,80.96,8.16,89.12,48.24,7.52,55.76,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
970,4.25,283.33,0.27,4.27,284.66,0.27,212.47,241.33,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,76.24,80.64,8.16,88.80,48.24,7.68,55.92,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
980,4.25,283.33,0.27,4.27,284.66,0.27,212.47,236.51,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.80,80.64,8.16,88.80,48.24,7.44,55.68,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
990,4.26,284.00,0.27,4.27,284.66,0.27,212.37,224.15,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,82.09,80.64,8.16,88.80,48.24,7.68,55.92,48.24,8.08,56.32,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1000,4.26,284.00,0.27,4.27,284.66,0.27,212.47,234.66,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.41,80.64,8.16,88.80,48.16,7.28,55.44,48.24,8.40,56.64,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1010,4.26,284.00,0.27,4.27,284.66,0.27,212.37,238.82,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.04,80.80,8.24,89.04,48.16,7.68,55.84,48.24,8.88,57.12,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1020,4.26,284.00,0.27,4.27,284.66,0.27,212.37,236.41,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.83,81.28,8.24,89.52,48.24,7.44,55.68,48.24,9.28,57.52,80.37,8.00,88.37,48.25,8.00,56.25,48.25,8.00,56.25,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1030,4.26,284.00,0.27,4.27,284.66,0.27,212.47,238.25,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.23,81.20,8.32,89.52,48.16,7.60,55.76,48.24,9.76,58.00,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1040,4.26,284.00,0.27,4.27,284.66,0.27,212.47,242.03,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,76.02,80.88,8.32,89.20,48.16,7.44,55.60,48.24,10.16,58.40,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1050,4.26,284.00,0.27,4.27,284.66,0.27,212.47,231.13,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,79.61,80.64,8.32,88.96,48.24,7.68,55.92,48.24,10.56,58.80,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1060,4.26,284.00,0.27,4.27,284.66,0.27,212.37,223.59,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,82.29,80.72,8.48,89.20,48.24,7.44,55.68,48.24,10.96,59.20,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1070,4.26,284.00,0.27,4.27,284.66,0.27,212.47,237.38,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.51,80.64,8.40,89.04,48.16,7.68,55.84,48.24,11.28,59.52,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1080,4.26,284.00,0.27,4.27,284.66,0.27,212.37,235.73,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.06,80.72,8.40,89.12,48.24,7.36,55.60,48.24,11.68,59.92,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1090,4.26,284.00,0.27,4.27,284.66,0.27,212.37,237.53,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,77.46,80.80,8.56,89.36,48.16,7.68,55.84,48.24,12.00,60.24,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1100,4.26,284.00,0.27,4.27,284.66,0.27,212.37,235.88,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.01,80.72,8.48,89.20,48.24,7.44,55.68,48.24,12.32,60.56,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1110,4.26,284.00,0.27,4.27,284.66,0.27,212.37,224.23,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,82.06,80.64,8.64,89.28,48.24,7.68,55.92,48.24,12.64,60.88,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1120,4.26,284.00,0.27,4.27,284.66,0.27,212.37,223.47,19.9,14.0,22.1,14.1,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,82.34,81.04,8.80,89.84,48.16,7.44,55.60,48.24,12.96,61.20,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1130,4.26,284.00,0.27,4.27,284.66,0.27,212.37,233.44,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,78.82,80.72,8.72,89.44,48.16,7.68,55.84,48.24,13.28,61.52,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1140,4.26,284.00,0.27,4.27,284.66,0.27,212.47,231.53,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,79.47,80.72,8.80,89.52,48.32,7.44,55.76,48.24,13.52,61.76,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1150,4.26,284.00,0.27,4.27,284.66,0.27,212.47,231.41,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,79.51,81.04,8.96,90.00,48.16,7.68,55.84,48.32,13.84,62.16,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1160,4.26,284.00,0.27,4.27,284.66,0.27,212.47,225.90,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,81.45,80.72,8.96,89.68,48.16,7.36,55.52,48.32,14.08,62.40,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1170,4.26,284.00,0.27,4.27,284.66,0.27,212.47,224.59,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,81.93,80.80,9.12,89.92,48.24,7.68,55.92,48.32,14.40,62.72,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1180,4.26,284.00,0.27,4.27,284.66,0.27,212.37,215.23,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,85.49,80.72,8.96,89.68,48.16,7.44,55.60,48.32,14.64,62.96,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1190,4.26,284.00,0.27,4.27,284.66,0.27,212.47,219.02,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,84.01,80.72,9.20,89.92,48.24,7.68,55.92,48.32,14.88,63.20,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
1200,4.26,284.00,0.27,4.27,284.66,0.27,212.47,228.79,19.9,14.0,22.1,14.0,36.8,86.9 ,19.9,14.0,22.0,14.0,36.6,86.6 ,80.42,80.88,9.12,90.00,48.16,7.36,55.52,48.32,15.12,63.44,80.25,8.00,88.25,48.12,8.00,56.12,48.12,8.00,56.12,80.00,8.00,88.00,48.00,8.00,56.00,48.00,8.00,56.00
