N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,1.88,0,30.62864055647966,0.05,2.43,0,23.691516709511568,0.06,14.8,9.0,7.8,0.0,0.0,25.57,375.41,11.9,8.0,7.8,0.0,0.0,15.76,1218.27,11.9,8.0,6.0,0.0,0.0,14.00,1371.42,51.68,10.56,62.24,0,0,0,0,0,0,51.62,10.37,61.99,0,0,0,0,0,0,40.00,8.00,48.00,0,0,0,0,0,0
20,2.19,0,26.31306341486661,0.06,2.43,0,23.691516709511568,0.06,14.7,9.4,6.7,0.0,0.0,23.19,414.01,11.9,8.0,6.7,0.0,0.0,14.66,1309.68,11.9,8.0,6.0,0.0,0.0,14.00,1371.42,44.88,8.88,53.76,0,0,0,0,0,0,44.37,8.87,53.24,0,0,0,0,0,0,40.00,8.00,48.00,0,0,0,0,0,0
30,0.81328,0,70.82462949866569,0.03,1.52,0,37.828630066700875,0.06,17.1,7.5,6.6,44.8,0.0,37.90,253.31,11.9,8.0,6.5,21.5,0.0,35.96,533.92,11.9,8.0,6.0,20.0,0.0,34.00,564.70,44.32,8.56,52.88,44.80,44.80,89.60,.08,0,.08,43.00,8.62,51.62,43.00,43.00,86.00,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
40,0.83080,0,69.330829973466,0.04,1.52,0,37.828630066700875,0.06,17.2,8.1,6.5,43.5,0.1,36.55,262.66,11.9,8.0,6.3,21.1,0.0,35.37,542.83,11.9,8.0,6.0,20.0,0.0,34.00,564.70,43.76,8.48,52.24,43.52,43.52,87.04,.24,0,.24,42.12,8.37,50.49,42.12,42.12,84.24,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
50,0.83842,0,68.70088413775137,0.04,1.22,0,47.231262011531065,0.06,16.2,7.3,6.5,42.6,0.4,36.26,264.75,11.9,8.0,6.3,20.9,14.7,49.86,385.07,11.9,8.0,6.0,20.0,17.6,51.62,371.94,43.36,8.32,51.68,42.64,42.56,85.20,1.04,.08,1.12,41.75,8.37,50.12,9.62,41.75,51.37,32.12,8.12,40.24,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
60,0.84535,0,68.13727615780446,0.04,1.22,0,47.231262011531065,0.06,16.2,7.7,6.5,42.1,3.8,38.78,247.55,11.9,8.0,6.2,20.7,18.2,53.12,361.44,11.9,8.0,6.0,20.0,17.6,51.62,371.94,43.52,8.32,51.84,42.16,42.16,84.32,8.56,1.84,10.40,41.37,8.25,49.62,0,41.37,41.37,41.37,8.25,49.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
70,0.84895,0,67.8482948732731,0.04,1.22,0,47.231262011531065,0.06,16.0,7.2,6.4,41.7,12.0,48.20,199.19,11.9,8.0,6.2,20.6,18.1,52.93,362.74,11.9,8.0,6.0,20.0,17.6,51.62,371.94,42.96,8.24,51.20,41.68,41.68,83.36,28.56,4.00,32.56,41.25,8.25,49.50,0,41.25,41.25,41.25,8.25,49.50,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
80,0.85264,0,67.55501886792453,0.04,1.22,0,47.231262011531065,0.06,14.0,7.7,6.3,41.7,13.5,53.43,179.68,11.9,8.0,6.2,20.5,18.1,52.74,364.05,11.9,8.0,6.0,20.0,17.6,51.62,371.94,42.48,8.24,50.72,41.68,41.68,83.36,31.68,5.04,36.72,41.00,8.25,49.25,0,41.00,41.00,41.00,8.25,49.25,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
