N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,2097152,3.068290,L3 10 10 10 16 49152 10,7516192768,1073741824,2.44,349.94,63.52,0,0,0,,342649.00,320903.00,0,,663552.00
20,131072,2.077601,L3 20 20 20 16 24576 20,5350883328,764411904,2.57,367.92,60.00,19.99,9.01,.18,,233269.00,218995.00,29.00,,452264.00
30,65536,3.599337,L3 30 30 30 16 16384 30,10070523904,1438646272,2.79,399.69,55.36,21.29,8.73,18.28,,404497.00,378685.00,30.02,,783182.00
40,16384,2.091189,L3 40 40 40 16 12288 40,6293159936,899022848,3.00,429.90,51.36,34.47,8.52,18.10,,235040.00,219611.00,42.99,,454651.00
50,8192,2.149964,L3 50 50 50 16 9830 50,6341787648,905969664,2.94,421.38,52.64,33.95,8.39,17.75,,240036.00,224912.00,42.34,,464948.00
60,4096,2.040988,L3 60 60 60 16 8192 60,5594251264,799178752,2.73,391.56,56.80,33.65,8.30,18.39,,228321.00,213771.00,41.95,,442092.00
70,4096,3.282748,L3 70 70 70 16 7022 70,9015394304,1287913472,2.74,392.32,56.80,33.38,8.26,19.00,,2054461.02,580823.00,41.64,,2635284.02
80,2048,1.998058,L3 80 80 80 16 6144 80,6803177472,971882496,3.40,486.41,44.96,33.43,8.22,21.31,,225830.00,209623.00,41.65,,435453.00
90,2048,3.637340,L3 90 90 90 16 5461 90,9769582592,1395654656,2.68,383.70,56.80,33.15,8.20,24.76,,938237.00,850334.00,41.35,,1788571.00
100,1024,2.333730,L3 100 100 100 16 4915 100,6746464256,963780608,2.88,412.97,52.64,32.93,8.17,28.73,,14108636.30,10086374.00,41.10,,24195010.30
110,1024,3.328263,L3 110 110 110 16 4468 110,9029615616,1289945088,2.71,387.57,56.80,32.87,8.16,30.98,,110727591.82,76045400.00,41.03,,186772991.82
120,1024,3.861458,L3 120 120 120 16 4096 120,11777253376,1682464768,3.04,435.70,50.16,32.81,8.14,31.00,,257734143.26,177556590.00,40.95,,435290733.26
130,512,2.827948,L3 130 130 130 16 3781 130,7516192768,1073741824,2.65,379.68,58.32,32.84,8.14,31.93,,195901913.88,132496080.00,40.98,,328397993.88
140,512,3.677805,L3 140 140 140 16 3511 140,9419010048,1345572864,2.55,365.86,60.00,32.78,8.12,32.10,,258318604.08,170045540.00,40.90,,428364144.08
150,256,2.230103,L3 150 150 150 16 3277 150,5809291264,829898752,2.60,372.13,60.00,32.68,8.11,31.91,,160900884.12,105388120.00,40.79,,266289004.12
160,256,2.230000,L3 160 160 160 16 3072 160,7068207104,1009743872,3.16,452.79,49.04,32.98,8.14,30.71,,195605074.12,128128510.00,41.12,,323733584.12
170,256,3.252163,L3 170 170 170 16 2891 170,8497004544,1213857792,2.61,373.24,58.32,32.58,8.10,31.72,,234590964.11,153970350.00,40.68,,388561314.11
180,256,3.779144,L3 180 180 180 16 2731 180,10106435584,1443776512,2.67,382.03,56.80,32.56,8.09,31.81,,278552494.10,182958800.00,40.65,,461511294.10
190,128,2.217039,L3 190 190 190 16 2587 190,5953626112,850518016,2.68,383.62,56.80,32.60,8.09,31.47,,163905174.10,107738030.00,40.69,,271643204.10
200,128,2.222778,L3 200 200 200 16 2457 200,6955103232,993586176,3.12,446.99,49.04,32.50,8.08,30.61,,191185624.09,125752350.00,40.58,,316937974.09
