N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,2.11,75.35,36.852386498664686,CPU bound,2.11,75.35,52.23063800750598,,300.94,61.98,122.1,108.4,9.2,0.0,0.0,122.12,122.1,108.4,13.0,0.0,0.0,122.12,148.44,58.9,76.0,12.1,0.0,0.1,90.16,6.80,96.96,0,0,0,.16,.08,.24,70.12,3.25,73.37,0,0,0,0,0,0,96.00,8.00,104.00,0,0,0,0,0,0
20,2.11,75.35,111.31869019542847,CPU bound,2.11,75.35,76.33708631866259,,239.58,66.49,122.1,108.4,27.7,39.5,0.0,175.61,122.1,108.4,19.0,26.0,0.0,153.40,138.36,45.0,58.7,27.0,47.7,0.1,204.56,11.68,216.24,179.52,11.44,190.96,.16,.08,.24,210.25,11.37,221.62,146.62,11.37,157.99,0,0,0,144.00,8.00,152.00,96.00,8.00,104.00,0,0,0
30,2.11,75.35,90.57451030674689,CPU bound,2.11,75.35,76.33708631866259,,239.58,62.25,122.1,108.4,22.5,31.7,0.0,162.62,122.1,108.4,19.0,26.0,0.0,153.40,147.79,43.1,56.3,24.1,48.6,0.1,182.88,9.52,192.40,185.04,9.36,194.40,.16,.08,.24,171.00,9.37,180.37,117.37,9.37,126.74,0,0,0,144.00,8.00,152.00,96.00,8.00,104.00,0,0,0
40,1.06,37.85,242.82320334948918,CPU bound,2.11,75.35,94.64636209813875,,222.20,52.62,122.1,108.4,60.4,45.1,0.0,213.95,122.1,108.4,19.0,38.0,0.0,165.40,174.83,42.3,55.3,37.4,47.3,0.2,286.72,12.72,299.44,180.40,8.72,189.12,.16,.08,.24,451.50,32.00,483.50,171.00,9.37,180.37,0,0,0,144.00,8.00,152.00,144.00,8.00,152.00,0,0,0
50,2.11,75.35,104.22397400979631,CPU bound,1.69,60.35,152.02383316782522,0.13,163.05,63.08,122.1,108.4,20.9,41.8,0.0,171.17,122.1,108.4,19.0,38.0,60.0,225.39,145.84,41.8,54.8,22.4,44.8,4.6,170.08,8.96,179.04,170.64,8.80,179.44,7.76,.08,7.84,158.62,8.75,167.37,158.62,8.75,167.37,0,0,0,144.00,8.00,152.00,144.00,8.00,152.00,96.00,8.00,104.00
60,1.50,53.57,171.77773736209582,0.12,1.69,60.35,152.02383316782522,0.13,163.05,49.90,122.1,108.4,21.2,42.5,67.8,239.88,122.1,108.4,19.0,38.0,60.0,225.39,184.38,44.3,57.9,21.6,42.8,47.5,163.52,9.12,172.64,162.96,8.32,171.28,77.92,4.40,82.32,161.00,8.87,169.87,161.00,8.87,169.87,109.25,8.25,117.50,144.00,8.00,152.00,144.00,8.00,152.00,96.00,8.00,104.00
70,1.58,56.42,163.06496028629607,0.13,1.69,60.35,152.02383316782522,0.13,163.05,43.85,122.1,108.4,20.3,40.6,64.3,233.70,122.1,108.4,19.0,38.0,60.0,225.39,209.83,43.8,57.1,22.3,42.1,64.9,168.72,9.36,178.08,160.00,8.56,168.56,104.08,8.48,112.56,154.00,8.50,162.50,154.00,8.50,162.50,103.00,8.50,111.50,144.00,8.00,152.00,144.00,8.00,152.00,96.00,8.00,104.00
80,0.83087,29.67,310.03601825704203,0.02,1.69,60.35,152.02383316782522,0.13,163.05,38.59,122.1,108.4,77.2,119.3,65.2,370.07,122.1,108.4,19.0,38.0,60.0,225.39,238.42,45.0,56.6,34.3,41.4,66.0,264.48,10.08,274.56,157.28,8.40,165.68,106.08,8.32,114.40,585.37,32.00,617.37,445.25,32.00,477.25,104.50,8.50,113.00,144.00,8.00,152.00,144.00,8.00,152.00,96.00,8.00,104.00
