N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,27.39,1441.57,CPU bound,27.39,1441.57,,1443.00,522.50,26.6,14.0,0.0,0.0,0.0,26.6 ,26.6,14.0,0.0,0.0,0.0,26.6 ,73.49,60.4,36.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27.39,1441.57,CPU bound,27.39,1441.57,,1443.00,804.06,26.6,14.0,4.5,0.0,0.0,26.6 ,26.6,14.0,3.0,0.0,0.0,26.6 ,47.76,20.6,29.1,4.3,0.0,0.0,24.72,10.00,34.72,0,0,0,0,0,0,25.25,10.37,35.62,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,27.39,1441.57,CPU bound,27.39,1441.57,,1443.00,829.87,26.6,14.0,3.8,0.0,0.0,26.6 ,26.6,14.0,3.0,0.0,0.0,26.6 ,46.27,24.9,26.9,4.1,0.0,0.0,23.36,9.44,32.80,0,0,0,0,0,0,21.37,9.37,30.74,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,27.39,1441.57,CPU bound,26.16,1376.84,0.68,1443.60,877.33,26.6,14.0,6.4,0.0,0.0,26.6 ,26.6,14.0,7.0,0.0,0.0,26.6 ,43.77,20.0,22.2,7.0,0.0,0.0,46.72,9.04,55.76,0,0,0,0,0,0,42.37,8.87,51.24,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,23.67,1245.78,0.61,26.16,1376.84,0.68,1443.60,1002.79,26.6,14.0,7.7,0.0,0.0,26.6 ,26.6,14.0,7.0,0.0,0.0,26.6 ,38.29,19.3,19.6,7.8,5.0,0.0,53.68,8.80,62.48,4.96,4.96,9.92,.08,0,.08,53.12,8.75,61.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
60,24.08,1267.36,0.62,26.16,1376.84,0.68,1323.58,1070.18,26.6,14.0,7.6,9.4,0.0,31.0 ,26.6,14.0,7.0,8.0,0.0,29.0 ,35.88,17.2,17.4,7.7,17.8,0.0,52.56,8.64,61.20,17.84,17.76,35.60,.08,0,.08,52.25,8.62,60.87,18.87,9.00,27.87,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,24.40,1284.21,0.63,26.16,1376.84,0.68,1323.58,1028.45,26.6,14.0,7.5,9.5,0.0,31.0 ,26.6,14.0,7.0,8.0,0.0,29.0 ,37.34,19.0,18.4,7.6,18.4,0.0,51.92,8.56,60.48,18.48,18.40,36.88,0,0,0,51.50,8.50,60.00,19.00,9.00,28.00,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,24.66,1297.89,0.64,26.16,1376.84,0.68,1323.58,1042.57,26.6,14.0,7.4,9.6,0.0,31.0 ,26.6,14.0,7.0,8.0,0.0,29.0 ,36.83,18.2,17.3,7.5,18.1,0.0,51.60,8.48,60.08,18.16,18.16,36.32,0,0,0,51.00,8.37,59.37,19.25,8.87,28.12,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
90,24.80,1305.26,0.64,26.16,1376.84,0.68,1323.58,1110.38,26.6,14.0,7.4,9.8,0.0,31.2 ,26.6,14.0,7.0,8.0,0.0,29.0 ,34.58,17.8,16.5,7.4,17.9,0.0,51.04,8.40,59.44,17.84,17.84,35.68,0,0,0,50.75,8.37,59.12,19.62,8.87,28.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
100,24.93,1312.10,0.65,26.16,1376.84,0.68,1323.58,1201.59,26.6,14.0,7.3,10.0,0.0,31.4 ,26.6,14.0,7.0,8.0,0.0,29.0 ,31.96,16.8,15.5,7.4,17.6,0.0,50.48,8.32,58.80,17.68,17.60,35.28,0,0,0,50.37,8.37,58.74,20.12,8.62,28.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
110,25.05,1318.42,0.65,26.16,1376.84,0.68,1323.58,1149.05,26.6,14.0,7.3,10.3,0.0,31.6 ,26.6,14.0,7.0,8.0,0.0,29.0 ,33.42,17.9,16.3,7.3,17.5,0.0,50.32,8.32,58.64,17.52,17.52,35.04,0,0,0,50.12,8.25,58.37,20.62,8.50,29.12,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
120,25.12,1322.10,0.89,26.16,1376.84,0.68,1323.58,1093.33,26.6,14.0,7.3,10.6,0.0,31.9 ,26.6,14.0,7.0,8.0,0.0,29.0 ,35.12,17.8,15.8,7.3,17.4,0.1,50.16,8.32,58.48,17.36,17.36,34.72,.24,.16,.40,50.00,8.25,58.25,21.25,8.25,29.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
130,24.28,1277.89,0.86,26.16,1376.84,0.68,1323.58,1167.64,26.6,14.0,7.3,11.0,0.0,32.3 ,26.6,14.0,7.0,8.0,0.0,29.0 ,32.89,17.4,15.4,7.3,17.3,0.2,50.24,8.32,58.56,17.28,17.28,34.56,.56,.32,.88,49.87,8.25,58.12,22.00,8.25,30.25,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
140,23.44,1233.68,0.83,26.16,1376.84,0.68,1323.58,1201.50,26.6,14.0,7.2,11.4,0.0,32.6 ,26.6,14.0,7.0,8.0,0.0,29.0 ,31.96,16.8,14.8,7.3,17.2,1.1,49.84,8.24,58.08,17.20,17.12,34.32,2.48,1.68,4.16,49.75,8.25,58.00,22.75,8.25,31.00,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
150,22.60,1189.47,0.80,26.16,1376.84,0.68,1323.58,1104.93,26.6,14.0,7.2,11.8,0.0,33.0 ,26.6,14.0,7.0,8.0,0.0,29.0 ,34.75,18.3,15.4,7.3,17.3,2.3,50.08,8.32,58.40,17.28,17.28,34.56,4.96,3.04,8.00,49.62,8.25,57.87,23.62,8.25,31.87,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
160,21.72,1143.15,0.77,26.16,1376.84,0.68,1072.17,1084.20,26.6,14.0,7.2,4.1,10.0,35.4 ,26.6,14.0,7.0,8.0,6.8,35.8 ,35.42,17.6,15.1,7.5,17.4,1.4,51.52,8.40,59.92,17.44,17.44,34.88,2.80,2.16,4.96,49.50,8.25,57.75,3.37,8.25,11.62,21.25,15.00,36.25,48.00,8.00,56.00,16.00,8.00,24.00,16.00,8.00,24.00
170,25.44,1338.94,0.66,26.16,1376.84,0.68,1072.17,1189.99,26.6,14.0,7.2,4.1,7.0,32.3 ,26.6,14.0,7.0,8.0,6.8,35.8 ,32.27,17.1,14.8,7.2,17.2,2.3,49.44,8.24,57.68,17.20,17.20,34.40,4.96,3.04,8.00,49.37,8.25,57.62,0,8.25,8.25,16.62,8.25,24.87,48.00,8.00,56.00,16.00,8.00,24.00,16.00,8.00,24.00
180,25.49,1341.57,0.66,26.16,1376.84,0.68,1072.17,1148.73,26.6,14.0,7.2,4.1,7.0,32.3 ,26.6,14.0,7.0,8.0,6.8,35.8 ,33.43,17.1,14.4,7.2,17.7,3.2,49.28,8.16,57.44,17.76,17.76,35.52,7.36,4.08,11.44,49.25,8.12,57.37,0,8.12,8.12,16.50,8.25,24.75,48.00,8.00,56.00,16.00,8.00,24.00,16.00,8.00,24.00
190,25.52,1343.15,0.66,26.16,1376.84,0.68,1072.62,1179.78,26.6,14.0,7.2,4.1,7.0,32.3 ,26.6,14.0,7.0,8.0,6.8,35.8 ,32.55,17.4,14.9,7.2,18.1,4.0,49.36,8.16,57.52,18.08,18.08,36.16,8.56,5.84,14.40,49.25,8.12,57.37,0,8.25,8.25,16.50,8.25,24.75,48.00,8.00,56.00,16.00,8.00,24.00,16.00,8.00,24.00
200,25.58,1346.31,0.66,26.16,1376.84,0.68,1072.17,1019.76,26.6,14.0,7.2,4.1,7.0,32.2 ,26.6,14.0,7.0,8.0,6.8,35.8 ,37.66,17.6,14.7,7.2,19.3,4.9,49.28,8.16,57.44,19.28,19.28,38.56,10.40,7.44,17.84,49.12,8.12,57.24,0,8.12,8.12,16.50,8.12,24.62,48.00,8.00,56.00,16.00,8.00,24.00,16.00,8.00,24.00
210,23.85,1255.26,0.85,19.14,1007.36,0.68,741.00,1033.33,26.6,14.0,7.2,4.1,7.0,32.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,37.16,17.3,14.5,7.2,26.3,6.2,49.12,8.16,57.28,26.32,26.32,52.64,14.00,8.08,22.08,49.12,8.12,57.24,6.00,8.25,14.25,16.50,8.25,24.75,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
220,12.35,650.00,0.44,19.14,1007.36,0.68,741.00,986.76,26.6,14.0,7.1,13.4,7.0,41.6 ,26.6,14.0,7.0,24.0,6.8,51.8 ,38.92,17.3,14.1,7.2,33.1,6.3,49.04,8.16,57.20,33.12,33.12,66.24,14.72,7.52,22.24,49.00,8.12,57.12,26.87,8.12,34.99,16.50,8.25,24.75,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
230,10.91,574.21,0.39,19.14,1007.36,0.68,741.00,848.72,26.6,14.0,7.1,16.3,7.0,44.4 ,26.6,14.0,7.0,24.0,6.8,51.8 ,45.24,18.2,14.6,7.2,43.0,6.8,49.12,8.16,57.28,42.96,42.96,85.92,15.92,8.00,23.92,49.00,8.12,57.12,32.62,8.12,40.74,16.37,8.25,24.62,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
240,10.94,575.78,0.39,19.14,1007.36,0.68,741.00,813.30,26.6,14.0,7.1,16.3,6.9,44.3 ,26.6,14.0,7.0,24.0,6.8,51.8 ,47.21,18.1,14.4,7.2,46.1,7.3,49.20,8.16,57.36,46.08,46.08,92.16,17.52,8.16,25.68,48.87,8.12,56.99,32.50,8.00,40.50,16.37,8.25,24.62,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
250,10.92,574.73,0.39,19.14,1007.36,0.68,741.00,788.42,26.6,14.0,7.1,16.3,6.9,44.3 ,26.6,14.0,7.0,24.0,6.8,51.8 ,48.71,18.2,14.2,7.2,47.7,7.4,49.04,8.16,57.20,47.76,47.68,95.44,18.00,8.16,26.16,49.00,8.12,57.12,32.50,8.12,40.62,16.37,8.12,24.49,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
260,10.95,576.31,0.39,19.14,1007.36,0.68,741.00,791.82,26.6,14.0,7.1,16.3,6.9,44.3 ,26.6,14.0,7.0,24.0,6.8,51.8 ,48.50,18.0,13.9,7.2,48.9,7.1,49.20,8.24,57.44,48.88,48.88,97.76,17.12,8.16,25.28,48.87,8.12,56.99,32.50,8.00,40.50,16.37,8.00,24.37,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
270,10.93,575.26,0.39,19.14,1007.36,0.68,741.00,792.79,26.6,14.0,7.1,16.2,6.9,44.3 ,26.6,14.0,7.0,24.0,6.8,51.8 ,48.44,18.6,14.3,7.1,49.0,7.3,48.88,8.16,57.04,48.96,48.96,97.92,17.68,8.16,25.84,48.87,8.12,56.99,32.50,8.12,40.62,16.37,8.00,24.37,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
280,10.94,575.78,0.39,19.14,1007.36,0.68,741.00,776.80,26.6,14.0,7.1,16.2,6.9,44.3 ,26.6,14.0,7.0,24.0,6.8,51.8 ,49.43,18.2,14.2,7.1,49.0,7.4,48.88,8.16,57.04,48.96,48.96,97.92,17.92,8.16,26.08,48.87,8.12,56.99,32.50,8.12,40.62,16.37,8.00,24.37,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
290,10.96,576.84,0.39,19.14,1007.36,0.68,741.00,782.40,26.6,14.0,7.1,16.2,6.9,44.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,49.08,18.0,14.0,7.1,48.9,7.3,48.80,8.08,56.88,48.96,48.96,97.92,17.84,8.08,25.92,48.75,8.12,56.87,32.50,8.12,40.62,16.37,8.12,24.49,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
300,10.97,577.36,0.39,19.14,1007.36,0.68,741.00,543.34,26.6,14.0,7.1,16.2,6.9,44.3 ,26.6,14.0,7.0,24.0,6.8,51.8 ,70.67,19.3,13.8,7.1,48.9,8.1,48.80,8.08,56.88,48.96,48.96,97.92,20.48,8.08,28.56,48.75,8.12,56.87,32.50,8.12,40.62,16.37,8.25,24.62,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
310,10.97,577.36,0.39,19.14,1007.36,0.68,741.00,790.05,26.6,14.0,7.1,16.2,6.9,44.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,48.60,18.7,14.1,7.1,48.9,7.3,48.80,8.08,56.88,48.88,48.88,97.76,17.76,8.08,25.84,48.75,8.12,56.87,32.37,8.12,40.49,16.25,8.00,24.25,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
320,10.98,577.89,0.39,19.14,1007.36,0.68,741.31,732.90,26.6,14.0,7.1,16.2,6.9,44.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,52.39,18.4,14.0,7.3,48.9,7.5,49.92,8.24,58.16,48.88,48.88,97.76,18.40,8.08,26.48,48.75,8.12,56.87,32.37,8.12,40.49,16.25,8.12,24.37,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
330,10.98,577.89,0.39,19.14,1007.36,0.68,741.00,786.49,26.6,14.0,7.1,16.2,6.9,44.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,48.82,18.3,13.9,7.1,48.8,7.1,48.80,8.08,56.88,48.80,48.80,97.60,16.96,8.08,25.04,48.75,8.12,56.87,32.37,8.12,40.49,16.25,8.00,24.25,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
340,10.98,577.89,0.39,19.14,1007.36,0.68,741.00,817.93,26.6,14.0,7.1,16.2,6.9,44.1 ,26.6,14.0,7.0,24.0,6.8,51.8 ,46.95,17.9,13.7,7.1,48.8,7.0,48.72,8.08,56.80,48.80,48.80,97.60,16.56,8.08,24.64,48.62,8.12,56.74,32.37,8.25,40.62,16.25,8.00,24.25,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
350,10.99,578.42,0.39,19.14,1007.36,0.68,741.00,757.60,26.6,14.0,7.1,16.2,6.9,44.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,50.69,18.0,14.0,7.1,48.8,7.7,48.72,8.08,56.80,48.80,48.80,97.60,19.12,8.08,27.20,48.62,8.12,56.74,32.37,8.12,40.49,16.25,8.25,24.50,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
360,11.02,580.00,0.39,19.14,1007.36,0.68,741.00,773.07,26.6,14.0,7.1,16.2,6.8,44.1 ,26.6,14.0,7.0,24.0,6.8,51.8 ,49.67,18.2,13.9,7.1,48.7,7.3,48.64,8.08,56.72,48.72,48.72,97.44,17.76,8.08,25.84,48.50,8.12,56.62,32.25,8.00,40.25,16.25,8.00,24.25,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
370,10.99,578.42,0.39,19.14,1007.36,0.68,741.00,787.68,26.6,14.0,7.1,16.2,6.9,44.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,48.75,17.8,13.8,7.1,48.7,7.1,48.72,8.08,56.80,48.72,48.72,97.44,17.12,8.08,25.20,48.62,8.12,56.74,32.37,8.12,40.49,16.25,8.12,24.37,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
380,10.99,578.42,0.39,19.14,1007.36,0.68,741.00,787.88,26.6,14.0,7.1,16.2,6.9,44.2 ,26.6,14.0,7.0,24.0,6.8,51.8 ,48.74,17.8,13.6,7.1,48.7,7.2,48.96,8.16,57.12,48.64,48.64,97.28,17.20,8.08,25.28,48.62,8.12,56.74,32.37,8.12,40.49,16.25,8.12,24.37,48.00,8.00,56.00,48.00,8.00,56.00,16.00,8.00,24.00
