N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,15.47,814.21,CPU bound,15.47,814.21,,813.22,285.21,23.6,14.0,0.0,0.0,0.0,23.6 ,23.6,14.0,0.0,0.0,0.0,23.6 ,67.32,44.3,45.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,15.47,814.21,CPU bound,15.47,814.21,,813.22,576.90,23.6,14.0,4.3,0.0,0.0,23.6 ,23.6,14.0,3.0,0.0,0.0,23.6 ,33.28,16.8,20.2,4.6,0.0,0.0,26.40,10.24,36.64,0,0,0,0,0,0,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,11.46,603.15,0.30,13.08,688.42,0.34,813.22,518.52,23.6,14.0,8.0,0.0,0.0,23.6 ,23.6,14.0,7.0,0.0,0.0,23.6 ,37.03,19.1,19.9,7.5,0.0,0.0,50.32,9.28,59.60,0,0,0,0,0,0,54.62,9.25,63.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
40,11.59,610.00,0.30,13.08,688.42,0.34,813.22,587.37,23.6,14.0,7.9,0.0,0.0,23.6 ,23.6,14.0,7.0,0.0,0.0,23.6 ,32.69,16.9,16.1,8.0,0.6,0.0,54.88,8.96,63.84,.56,.56,1.12,0,0,0,54.25,8.87,63.12,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,11.87,624.73,0.31,13.08,688.42,0.34,661.79,565.89,23.6,14.0,7.7,9.5,0.0,31.2 ,23.6,14.0,7.0,8.0,0.0,29.0 ,33.93,18.0,16.8,7.7,18.7,0.0,53.28,8.72,62.00,18.72,18.72,37.44,.08,0,.08,53.00,8.75,61.75,18.87,8.75,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,12.09,636.31,0.31,13.08,688.42,0.34,661.79,580.97,23.6,14.0,7.6,9.4,0.0,31.0 ,23.6,14.0,7.0,8.0,0.0,29.0 ,33.05,16.8,15.0,7.7,18.9,0.0,52.56,8.64,61.20,18.88,18.88,37.76,0,0,0,52.00,8.62,60.62,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,12.22,643.15,0.32,13.08,688.42,0.34,661.79,594.44,23.6,14.0,7.5,9.5,0.0,31.0 ,23.6,14.0,7.0,8.0,0.0,29.0 ,32.30,17.3,15.7,7.5,18.3,0.0,51.68,8.48,60.16,18.32,18.32,36.64,0,0,0,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,12.33,648.94,0.32,13.08,688.42,0.34,661.79,611.37,23.6,14.0,7.4,9.6,0.0,31.0 ,23.6,14.0,7.0,8.0,0.0,29.0 ,31.40,16.7,14.4,7.5,18.0,0.0,51.68,8.48,60.16,18.08,18.00,36.08,0,0,0,51.00,8.37,59.37,19.25,8.37,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
90,12.41,653.15,0.32,13.08,688.42,0.34,662.06,611.50,23.6,14.0,7.4,9.8,0.0,31.2 ,23.6,14.0,7.0,8.0,0.0,29.0 ,31.40,17.7,15.0,7.4,17.8,0.0,50.80,8.40,59.20,17.76,17.76,35.52,0,0,0,50.62,8.37,58.99,19.62,8.37,27.99,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
100,12.48,656.84,0.32,13.08,688.42,0.34,662.06,634.92,23.6,14.0,7.3,10.0,0.0,31.4 ,23.6,14.0,7.0,8.0,0.0,29.0 ,30.24,16.6,14.1,7.3,17.7,0.0,50.40,8.32,58.72,17.76,17.68,35.44,0,0,0,50.37,8.37,58.74,20.12,8.37,28.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
