,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,27.46,1830.66,CPU bound,27.46,1830.66,,1830.84,178.19,20.1,18.0,0.0,0.0,0.0,20.1 ,20.1,18.0,0.0,0.0,0.0,20.1 ,206.52,164.2,169.6,0.0,0.0,0.1,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,16.45,1096.66,0.45,22.99,1532.66,0.62,1226.13,623.95,20.1,18.0,16.8,0.0,0.0,34.8 ,20.1,18.0,12.0,0.0,0.0,30.0 ,58.98,22.3,30.6,16.8,0.0,0.0,56.80,10.48,67.28,0,0,0,0,0,0,56.75,10.37,67.12,0,0,0,0,0,0,40.00,8.00,48.00,0,0,0,0,0,0
30,15.18,1012.00,0.51,18.60,1240.00,0.62,875.80,520.31,20.1,18.0,14.7,14.7,0.0,47.4 ,20.1,18.0,12.0,12.0,0.0,42.0 ,70.73,32.5,39.6,16.2,13.9,0.0,55.36,9.36,64.72,48.48,7.28,55.76,0,0,0,49.50,9.37,58.87,49.50,9.37,58.87,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
40,12.34,822.66,0.34,13.80,920.00,0.38,735.68,444.86,20.1,18.0,22.4,13.8,0.0,54.2 ,20.1,18.0,20.0,12.0,0.0,50.0 ,82.72,36.7,40.1,22.8,14.9,0.0,82.16,9.04,91.20,50.56,8.96,59.52,0,0,0,80.62,8.87,89.49,46.37,8.87,55.24,0,0,0,72.00,8.00,80.00,40.00,8.00,48.00,0,0,0
50,12.53,835.33,0.34,13.80,920.00,0.38,736.00,478.37,20.1,18.0,22.0,13.5,0.0,53.5 ,20.1,18.0,20.0,12.0,0.0,50.0 ,76.93,39.1,40.4,22.1,14.2,0.0,79.52,8.72,88.24,48.16,8.72,56.88,0,0,0,79.37,8.75,88.12,45.12,8.75,53.87,0,0,0,72.00,8.00,80.00,40.00,8.00,48.00,0,0,0
60,12.73,848.66,0.35,13.80,920.00,0.38,736.00,703.21,20.1,18.0,21.7,13.3,0.0,53.0 ,20.1,18.0,20.0,12.0,0.0,50.0 ,52.33,20.4,21.5,21.7,14.0,0.0,78.16,8.64,86.80,47.52,8.56,56.08,0,0,0,78.12,8.62,86.74,44.62,8.62,53.24,0,0,0,72.00,8.00,80.00,40.00,8.00,48.00,0,0,0
70,12.90,860.00,0.35,13.80,920.00,0.38,736.00,592.13,20.1,18.0,21.4,13.2,0.0,52.6 ,20.1,18.0,20.0,12.0,0.0,50.0 ,62.15,25.0,26.5,21.6,14.6,0.0,77.68,8.56,86.24,49.92,8.48,58.40,0,0,0,77.00,8.50,85.50,44.50,8.50,53.00,0,0,0,72.00,8.00,80.00,40.00,8.00,48.00,0,0,0
80,13.04,869.33,0.35,13.80,920.00,0.38,736.00,499.19,20.1,18.0,21.2,13.2,0.0,52.4 ,20.1,18.0,20.0,12.0,0.0,50.0 ,73.72,28.1,28.4,21.8,16.3,0.0,78.56,8.48,87.04,56.64,8.48,65.12,0,0,0,76.25,8.37,84.62,44.50,8.37,52.87,0,0,0,72.00,8.00,80.00,40.00,8.00,48.00,0,0,0
