,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,15.47,814.21,CPU bound,15.47,814.21,,813.55,275.62,23.6,14.0,0.0,0.0,0.0,23.6 ,23.6,14.0,0.0,0.0,0.0,23.6 ,69.66,42.7,45.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,15.47,814.21,CPU bound,15.47,814.21,,813.55,568.60,23.6,14.0,4.3,0.0,0.0,23.6 ,23.6,14.0,3.0,0.0,0.0,23.6 ,33.77,17.1,20.2,4.5,0.0,0.0,26.00,10.00,36.00,0,0,0,0,0,0,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,11.56,608.42,0.30,13.20,694.73,0.34,813.55,510.98,23.6,14.0,8.0,0.0,0.0,23.6 ,23.6,14.0,7.0,0.0,0.0,23.6 ,37.57,19.1,19.9,7.5,0.0,0.0,50.40,9.28,59.68,0,0,0,0,0,0,54.62,9.25,63.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
40,11.70,615.78,0.30,13.20,694.73,0.34,813.22,571.95,23.6,14.0,7.9,0.0,0.0,23.6 ,23.6,14.0,7.0,0.0,0.0,23.6 ,33.57,17.1,16.1,8.0,0.8,0.0,54.88,8.96,63.84,.80,.80,1.60,.08,0,.08,54.25,8.87,63.12,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,11.71,616.31,0.50,13.20,694.73,0.34,662.06,551.19,23.6,14.0,7.7,9.5,0.0,31.2 ,23.6,14.0,7.0,8.0,0.0,29.0 ,34.83,18.0,16.8,7.8,18.5,0.0,53.28,8.72,62.00,18.48,18.48,36.96,.08,0,.08,53.00,8.75,61.75,18.87,18.87,37.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,11.77,619.47,0.50,13.20,694.73,0.34,662.06,575.71,23.6,14.0,7.6,9.4,0.0,31.0 ,23.6,14.0,7.0,8.0,0.0,29.0 ,33.35,16.9,15.0,7.6,18.7,0.0,52.48,8.64,61.12,18.64,18.64,37.28,.08,0,.08,52.00,8.62,60.62,18.87,18.87,37.74,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,11.69,615.26,0.50,13.20,694.73,0.34,662.06,583.28,23.6,14.0,7.5,9.5,0.0,31.0 ,23.6,14.0,7.0,8.0,0.0,29.0 ,32.92,17.4,15.7,7.5,18.2,0.0,51.68,8.48,60.16,18.24,18.16,36.40,.08,0,.08,51.50,8.50,60.00,19.00,19.00,38.00,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,11.52,606.31,0.49,13.20,694.73,0.34,661.79,592.09,23.6,14.0,7.4,9.6,0.0,31.0 ,23.6,14.0,7.0,8.0,0.0,29.0 ,32.43,17.0,14.4,7.5,17.9,0.0,51.76,8.48,60.24,17.92,17.92,35.84,.08,0,.08,51.00,8.37,59.37,19.25,19.25,38.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
