N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,4194304,3.705727,L2 10 10 10 16 2457 10,17179869184,2147483648,4.63,579.50,33.68,0,0,0,0,19431.00,47132.00,0,0,66563.00
20,131072,2.147795,L2 20 20 20 16 1229 20,6115295232,764411904,2.84,355.90,54.80,19.97,9.01,0,0,10351.00,25931.00,28.98,0,36282.00
30,65536,2.469914,L2 30 30 30 16 819 30,11509170176,1438646272,4.65,582.46,33.68,21.39,8.70,0,0,13049.00,31577.00,30.09,0,44626.00
40,32768,2.442619,L2 40 40 40 16 614 40,14384365568,1798045696,5.88,736.11,26.24,34.42,8.52,6.42,6.41,10931.00,27011.00,42.94,12.83,37942.00
50,16384,2.467866,L2 50 50 50 16 491 50,14495514624,1811939328,5.87,734.20,26.24,33.86,8.39,17.15,17.15,16441.00,71558.00,42.25,34.30,87999.00
60,8192,2.139079,L2 60 60 60 16 409 60,12786860032,1598357504,5.97,747.21,25.92,33.66,8.30,17.31,17.30,27026.00,26934.00,41.96,34.61,53960.00
70,8192,2.912006,L2 70 70 70 16 351 70,20606615552,2575826944,7.07,884.55,21.76,33.31,8.26,17.11,17.10,314996.00,270253.00,41.57,34.21,585249.00
80,4096,2.310768,L2 80 80 80 16 307 80,15550119936,1943764992,6.72,841.17,23.12,33.35,8.22,16.97,16.96,641702.00,686501.00,41.57,33.93,1328203.00
90,4096,3.262778,L2 90 90 90 16 273 90,22330474496,2791309312,6.84,855.49,22.56,33.20,8.20,16.84,16.83,6244370.00,5313990.00,41.40,33.67,11558360.00
100,2048,2.210326,L2 100 100 100 16 246 100,15420489728,1927561216,6.97,872.07,22.32,32.88,8.17,16.72,16.72,25799807.00,23387076.00,41.05,33.44,49186883.00
110,2048,3.132276,L2 110 110 110 16 223 110,20639121408,2579890176,6.58,823.64,23.36,32.80,8.16,16.66,16.65,83600098.00,80597617.00,40.96,33.31,164197715.00
120,2048,3.937013,L2 120 120 120 16 205 120,26919436288,3364929536,6.83,854.68,22.56,32.75,8.14,16.60,16.59,154608836.00,151538635.00,40.89,33.19,306147471.00
