N,threads,iterations,time,blocking factor,flop,lup,Gflop/s,Gflop/s (Roofline),Mlup/s,Mlup/s (Roofline),cy/CL,cy/CL (ECM),MLUP/s (ECM),l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
1030,1,9.0,47.4589,,145698800000.0000,9720531800.0000,3.07,3.60,204.82,240.00,89.84,82.2,223.84,0,0,0,0,0,0
1030,2,9.0,31.3305,,145686800000.0000,9720287600.0000,4.65,6.45,310.25,430.00,59.31,41.09,447.79,0,0,0,0,0,0
1030,3,9.0,24.8193,,145689200000.0000,9720478800.0000,5.87,7.73,391.65,515.33,46.98,32.19,571.60,0,0,0,0,0,0
1030,4,9.0,20.8727,,145691400000.0000,9720416300.0000,6.98,8.32,465.70,554.66,39.51,32.19,571.60,0,0,0,0,0,0
1030,5,9.0,18.881,,145761000000.000,9720316000.000,7.72,8.53,514.82,568.66,35.74,32.19,571.60,0,0,0,0,0,0
1030,6,9.0,17.9274,,145749700000.0000,9720415500.0000,8.13,8.55,542.21,570.00,33.94,32.19,571.60,0,0,0,0,0,0
1030,7,9.0,17.5105}],,,,8.32,8.57,555.12,571.33,33.15,32.19,571.60,0,0,0,0,0,0
1030,8,9.0,17.2706,,145763800000.0000,9720411700.0000,8.44,8.55,562.83,570.00,32.69,32.19,571.60,0,0,0,0,0,0
1030,9,9.0,17.1483,,145760500000.0000,9720342300.0000,8.50,8.57,566.84,571.33,32.46,32.19,571.60,0,0,0,0,0,0
1030,10,9.0,15.5575,,145773700000.0000,9720481500.0000,9.37,9.64,624.81,642.66,29.45,28.97,635.13,0,0,0,0,0,0
1030,11,9.0,14.1631,,145738200000.0000,9720418700.0000,10.29,10.55,686.32,703.33,26.81,26.34,698.55,0,0,0,0,0,0
1030,12,9.0,13.0191,,145683700000.0000,9720450600.0000,11.19,11.56,746.63,770.66,24.64,24.14,762.22,0,0,0,0,0,0
1030,13,9.0,12.004,,145728000000.000,9720359000.000,12.14,12.50,809.76,833.33,22.72,22.28,825.85,0,0,0,0,0,0
1030,14,9.0,11.1498,,145727800000.0000,9720395600.0000,13.07,13.55,871.80,903.33,21.11,20.69,889.31,0,0,0,0,0,0
1030,15,9.0,10.3923,,145803900000.0000,9720437800.0000,14.03,14.45,935.35,963.33,19.67,19.31,952.87,0,0,0,0,0,0
1030,16,9.0,9.7488,,145744500000.0000,9720430900.0000,14.95,15.18,997.09,1012.00,18.45,18.11,1016.01,0,0,0,0,0,0
1030,17,9.0,9.1757,,145801800000.0000,9720369500.0000,15.89,15.73,1059.36,1048.66,17.37,17.04,1079.81,0,0,0,0,0,0
1030,18,9.0,8.7646}],,,,16.63,16.60,1109.05,1106.66,16.59,16.09,1143.56,0,0,0,0,0,0
