N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,,,,,,,,6.60,,,,,,,,,,,,,2665.26,,.08,0,.08,.08,0,0,0,0,5.28,5.20,10.48
20,,,,,,,,38.50,,,,,,,,,,,,,457.17,4322.80,28.32,10.24,38.56,28.32,.24,0,.24,.24,.96,.88,1.84
30,,,,,,,,29.82,,,,,,,,,,,,,590.15,4714.16,60.56,9.36,69.92,60.56,21.04,8.48,29.52,21.04,1.36,1.28,2.64
40,,,,,,,,30.28,,,,,,,,,,,,,581.32,4531.36,58.64,9.04,67.68,58.64,21.44,8.72,30.16,21.44,1.20,1.12,2.32
50,,,,,,,,28.83,,,,,,,,,,,,,610.43,4684.88,58.24,8.88,67.12,58.24,22.16,8.48,30.64,22.16,1.20,1.20,2.40
60,,,,,,,,39.25,,,,,,,,,,,,,448.37,4214.48,58.64,8.80,67.44,58.64,25.28,8.48,33.76,25.28,.88,.88,1.76
70,,,,,,,,35.15,,,,,,,,,,,,,500.74,4386.08,54.88,8.80,63.68,54.88,34.56,8.40,42.96,34.56,1.20,1.04,2.24
80,,,,,,,,34.61,,,,,,,,,,,,,508.58,4339.92,54.80,8.96,63.76,54.80,48.72,8.48,57.20,48.72,1.12,1.04,2.16
90,,,,,,,,32.67,,,,,,,,,,,,,538.73,4440.64,56.08,9.52,65.60,56.08,50.96,8.40,59.36,50.96,1.12,1.04,2.16
100,,,,,,,,39.13,,,,,,,,,,,,,449.74,4186.40,58.00,8.48,66.48,58.00,52.00,8.40,60.40,52.00,1.04,.96,2.00
110,,,,,,,,35.98,,,,,,,,,,,,,489.18,4303.76,76.80,8.64,85.44,76.80,52.00,8.32,60.32,52.00,1.04,1.04,2.08
120,,,,,,,,36.28,,,,,,,,,,,,,485.17,4280.64,69.28,8.72,78.00,69.28,51.52,8.24,59.76,51.52,6.64,4.64,11.28
130,,,,,,,,33.72,,,,,,,,,,,,,522.01,4359.20,120.40,10.88,131.28,120.40,51.12,8.24,59.36,51.12,15.76,8.56,24.32
140,,,,,,,,39.20,,,,,,,,,,,,,448.97,4187.12,79.76,8.72,88.48,79.76,50.96,8.24,59.20,50.96,17.68,9.12,26.80
150,,,,,,,,37.31,,,,,,,,,,,,,471.75,4258.48,141.28,8.88,150.16,141.28,50.88,8.24,59.12,50.88,17.92,9.12,27.04
160,,,,,,,,35.99,,,,,,,,,,,,,489.07,4251.76,113.68,9.84,123.52,113.68,50.80,8.32,59.12,50.80,17.92,9.12,27.04
170,,,,,,,,35.13,,,,,,,,,,,,,501.06,4305.44,119.04,9.36,128.40,119.04,50.80,8.24,59.04,50.80,18.00,9.20,27.20
180,,,,,,,,38.07,,,,,,,,,,,,,462.32,4182.80,170.64,9.04,179.68,170.64,50.48,8.16,58.64,50.48,17.92,9.12,27.04
190,,,,,,,,34.96,,,,,,,,,,,,,503.44,4237.36,162.56,9.28,171.84,162.56,50.48,8.24,58.72,50.48,17.76,9.12,26.88
200,,,,,,,,35.92,,,,,,,,,,,,,490.01,4226.88,217.84,9.28,227.12,217.84,50.24,8.16,58.40,50.24,17.76,9.12,26.88
210,,,,,,,,35.02,,,,,,,,,,,,,502.57,4277.28,216.64,9.20,225.84,216.64,50.16,8.08,58.24,50.16,17.84,9.20,27.04
220,,,,,,,,36.60,,,,,,,,,,,,,480.83,4180.08,213.52,8.88,222.40,213.52,49.92,8.16,58.08,49.92,17.60,9.04,26.64
230,,,,,,,,36.22,,,,,,,,,,,,,485.94,4231.76,216.64,8.96,225.60,216.64,50.00,8.16,58.16,50.00,17.68,9.12,26.80
240,,,,,,,,36.72,,,,,,,,,,,,,479.27,4215.60,188.80,10.00,198.80,188.80,50.16,8.16,58.32,50.16,17.60,9.12,26.72
250,,,,,,,,35.03,,,,,,,,,,,,,502.38,4266.08,217.04,9.12,226.16,217.04,49.92,8.08,58.00,49.92,17.68,9.12,26.80
