,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,19.40,776.00,CPU bound,19.40,776.00,,777.00,267.37,24.7,14.0,0.0,0.0,0.0,24.7 ,24.7,14.0,0.0,0.0,0.0,24.7 ,71.81,46.6,45.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19.40,776.00,CPU bound,19.40,776.00,,777.00,563.02,24.7,14.0,4.3,0.0,0.0,24.7 ,24.7,14.0,3.0,0.0,0.0,24.7 ,34.10,19.7,20.2,4.6,0.0,0.0,26.32,10.24,36.56,0,0,0,0,0,0,24.87,10.00,34.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,15.08,603.20,0.39,17.21,688.40,0.45,777.32,532.34,24.7,14.0,8.0,0.0,0.0,24.7 ,24.7,14.0,7.0,0.0,0.0,24.7 ,36.07,21.2,19.9,7.5,0.0,0.0,50.64,9.36,60.00,0,0,0,0,0,0,54.62,9.25,63.87,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
40,15.25,610.00,0.40,17.21,688.40,0.45,777.00,535.70,24.7,14.0,7.9,0.0,0.0,24.7 ,24.7,14.0,7.0,0.0,0.0,24.7 ,35.84,20.0,16.1,8.0,2.9,0.0,54.80,9.04,63.84,2.88,2.88,5.76,0,0,0,54.25,8.87,63.12,0,0,0,0,0,0,48.00,8.00,56.00,0,0,0,0,0,0
50,15.62,624.80,0.41,17.21,688.40,0.45,661.79,592.58,24.7,14.0,7.7,9.5,0.0,31.2 ,24.7,14.0,7.0,8.0,0.0,29.0 ,32.40,20.3,16.8,7.8,19.1,0.0,53.28,8.72,62.00,19.04,19.04,38.08,.08,0,.08,53.00,8.75,61.75,18.87,8.75,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
60,15.90,636.00,0.41,17.21,688.40,0.45,661.79,560.20,24.7,14.0,7.6,9.4,0.0,31.0 ,24.7,14.0,7.0,8.0,0.0,29.0 ,34.27,19.9,15.0,7.7,18.8,0.0,52.56,8.72,61.28,18.88,18.80,37.68,0,0,0,52.00,8.62,60.62,18.87,8.62,27.49,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
70,16.08,643.20,0.42,17.21,688.40,0.45,662.06,642.70,24.7,14.0,7.5,9.5,0.0,31.0 ,24.7,14.0,7.0,8.0,0.0,29.0 ,29.87,19.2,15.7,7.5,18.4,0.0,51.60,8.48,60.08,18.40,18.40,36.80,0,0,0,51.50,8.50,60.00,19.00,8.50,27.50,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
80,16.22,648.80,0.42,17.21,688.40,0.45,662.06,560.18,24.7,14.0,7.4,9.6,0.0,31.0 ,24.7,14.0,7.0,8.0,0.0,29.0 ,34.27,19.8,14.4,7.5,18.0,0.0,51.68,8.48,60.16,18.00,18.00,36.00,0,0,0,51.00,8.37,59.37,19.25,8.37,27.62,0,0,0,48.00,8.00,56.00,16.00,8.00,24.00,0,0,0
