N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
220,2.81,127.72,61.9583934493347,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.6,24.7,15.5,18.6,15.0,123.40,74.55,72.0,48.4,15.4,18.6,14.6,97.03,189.63,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.36,8.56,123.92,66.40,8.08,74.48,17.36,8.16,25.52,115.12,8.25,123.37,66.00,8.25,74.25,16.62,8.25,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
230,2.81,127.72,61.37945918249652,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.5,24.7,15.6,18.6,15.1,120.67,76.24,72.0,48.4,15.3,18.4,14.6,96.63,190.41,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.92,8.56,124.48,66.32,8.16,74.48,17.36,8.24,25.60,114.12,8.12,122.24,65.37,8.12,73.49,16.62,8.12,24.74,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
240,2.81,127.72,53.60738480549208,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.5,24.7,13.4,18.8,16.0,127.31,72.26,72.0,48.4,13.3,18.5,14.6,94.89,193.90,72.0,48.4,15.0,18.0,14.1,95.53,192.60,98.80,8.48,107.28,67.04,8.08,75.12,19.04,8.16,27.20,98.50,8.25,106.75,65.87,8.25,74.12,16.62,8.25,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
250,2.81,127.72,61.28775205731832,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.5,24.6,15.6,18.6,15.1,120.70,76.22,72.0,48.4,15.3,18.4,14.5,96.53,190.61,72.0,48.4,15.0,18.0,14.1,95.53,192.60,116.40,8.64,125.04,66.16,8.16,74.32,17.36,8.16,25.52,113.87,8.12,121.99,65.37,8.12,73.49,16.62,8.00,24.62,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
260,2.81,127.72,61.68722432790518,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.5,24.6,15.8,18.6,15.1,128.85,71.40,72.0,48.4,15.4,18.5,14.2,96.42,190.83,72.0,48.4,15.0,18.0,14.1,95.53,192.60,118.16,8.48,126.64,66.32,8.08,74.40,17.52,8.16,25.68,114.62,8.25,122.87,65.62,8.25,73.87,16.50,7.62,24.12,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
270,2.81,127.72,61.21087138221781,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.5,24.6,15.6,18.6,15.3,119.77,76.81,72.0,48.4,15.2,18.3,14.5,96.45,190.77,72.0,48.4,15.0,18.0,14.1,95.53,192.60,116.08,8.48,124.56,66.08,8.08,74.16,17.84,8.16,26.00,113.75,8.12,121.87,65.12,8.12,73.24,16.37,8.12,24.49,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
280,2.81,127.72,61.585975220016174,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.5,24.6,15.5,18.5,15.3,123.86,74.27,72.0,48.4,15.3,18.4,14.5,96.70,190.27,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.84,8.40,124.24,65.92,8.08,74.00,17.84,8.16,26.00,114.50,8.12,122.62,65.50,8.12,73.62,16.50,8.25,24.75,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
290,2.81,127.72,61.14311336745137,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.6,15.6,18.5,15.5,122.87,74.88,72.0,48.4,15.2,18.3,14.5,96.43,190.81,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.92,8.48,124.40,65.92,8.08,74.00,18.24,8.16,26.40,113.62,8.12,121.74,65.12,8.12,73.24,16.37,8.25,24.62,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
300,2.81,127.72,61.4955496417605,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.5,15.5,18.5,15.8,122.72,74.97,72.0,48.4,15.3,18.4,14.6,96.79,190.10,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.52,8.40,123.92,65.84,8.08,73.92,18.72,8.08,26.80,114.25,8.12,122.37,65.62,8.12,73.74,16.62,8.25,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
310,2.81,127.72,61.086158195357704,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.5,15.5,18.6,16.3,120.61,76.28,72.0,48.4,15.2,18.3,14.4,96.27,191.12,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.84,8.40,124.24,66.16,8.08,74.24,19.60,8.16,27.76,113.50,8.12,121.62,65.00,8.12,73.12,16.37,8.00,24.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
320,2.81,127.72,61.419958825652124,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.5,24.5,15.8,18.5,19.1,143.95,63.91,72.0,48.4,15.3,18.4,14.6,96.63,190.41,72.0,48.4,15.0,18.0,14.1,95.53,192.60,117.68,8.40,126.08,65.84,8.00,73.84,25.04,8.16,33.20,114.12,8.12,122.24,65.37,8.12,73.49,16.50,8.25,24.75,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
330,2.81,127.72,61.03350938246332,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.5,15.5,18.5,17.1,120.70,76.22,72.0,48.4,15.2,18.3,14.4,96.29,191.08,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.52,8.40,123.92,65.76,8.08,73.84,20.80,8.16,28.96,113.37,8.12,121.49,65.00,8.12,73.12,16.37,8.12,24.49,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
340,2.81,127.72,61.34731660856349,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.5,15.5,19.5,18.0,125.81,73.13,72.0,48.4,15.3,18.3,14.4,96.40,190.87,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.60,8.40,124.00,69.84,8.00,77.84,22.40,8.08,30.48,114.00,8.12,122.12,65.12,8.12,73.24,16.25,8.12,24.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
350,2.81,127.72,60.98867138860457,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.5,15.5,18.6,18.2,123.02,74.79,72.0,48.4,15.2,18.3,14.5,96.34,190.99,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.44,8.40,123.84,66.24,8.08,74.32,22.80,8.16,30.96,113.37,8.12,121.49,65.00,8.12,73.12,16.37,8.25,24.62,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
360,2.81,127.72,61.2892992626144,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.4,15.5,18.6,19.0,126.18,72.91,72.0,48.4,15.3,18.3,14.5,96.52,190.63,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.36,8.32,123.68,66.24,8.00,74.24,24.16,8.08,32.24,113.87,8.12,121.99,65.25,8.12,73.37,16.50,8.25,24.75,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
370,2.81,127.72,60.951641523448,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.4,15.4,18.6,20.8,124.49,73.90,72.0,48.4,15.2,18.2,14.2,95.94,191.78,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.12,8.40,123.52,66.16,8.08,74.24,27.84,8.16,36.00,113.25,8.12,121.37,64.75,8.12,72.87,16.25,7.87,24.12,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
380,2.81,127.72,61.23160334240461,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.4,15.5,19.3,22.6,129.33,71.14,72.0,48.4,15.2,18.3,15.0,96.98,189.72,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.28,8.32,123.60,68.96,8.00,76.96,31.12,8.08,39.20,113.75,8.12,121.87,65.25,8.12,73.37,16.50,9.00,25.50,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
390,2.81,127.72,60.914262818150796,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.4,15.4,18.4,23.8,125.53,73.29,72.0,48.4,15.2,18.2,14.3,96.13,191.40,72.0,48.4,15.0,18.0,14.1,95.53,192.60,115.20,8.40,123.60,65.60,8.08,73.68,33.12,8.16,41.28,113.25,8.12,121.37,64.87,8.12,72.99,16.37,7.87,24.24,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
400,2.81,127.72,61.18425503923576,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.4,15.7,18.4,24.6,139.26,66.07,72.0,48.4,15.2,18.3,14.5,96.37,190.93,72.0,48.4,15.0,18.0,14.1,95.53,192.60,117.12,8.32,125.44,65.76,8.00,73.76,34.56,8.08,42.64,113.75,8.12,121.87,65.00,8.12,73.12,16.25,8.37,24.62,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
410,2.81,127.72,60.88092786079536,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.4,15.4,18.4,28.2,131.46,69.98,72.0,48.4,15.2,18.2,14.2,95.94,191.78,72.0,48.4,15.0,18.0,14.1,95.53,192.60,114.96,8.32,123.28,65.68,8.08,73.76,40.72,8.16,48.88,113.12,8.12,121.24,64.62,8.12,72.74,16.25,7.87,24.12,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
420,2.81,127.72,61.13758631365053,CPU bound,2.81,127.72,60.2661207778915,CPU bound,36.4,24.4,15.4,18.4,27.6,133.24,69.05,72.0,48.4,15.2,18.3,14.3,96.27,191.12,72.0,48.4,15.0,18.0,14.1,95.53,192.60,114.96,8.24,123.20,65.52,8.00,73.52,39.76,8.08,47.84,113.62,8.12,121.74,65.12,8.12,73.24,16.37,7.87,24.24,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
430,2.81,127.72,60.85415740702832,CPU bound,1.92,87.27,105.24726911618669,0.15,36.3,24.4,15.4,18.4,30.1,131.38,70.03,72.0,48.4,15.1,18.2,21.5,103.29,178.13,72.0,48.4,15.0,18.0,41.5,122.93,149.67,114.88,8.32,123.20,65.36,8.08,73.44,44.00,8.16,52.16,113.12,8.12,121.24,64.87,8.12,72.99,29.25,8.12,37.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
440,2.21,100.45,91.56746295928501,0.18,1.92,87.27,105.24726911618669,0.15,36.3,24.4,15.4,18.4,30.9,135.84,67.72,72.0,48.4,15.2,18.2,36.1,117.99,155.94,72.0,48.4,15.0,18.0,41.5,122.93,149.67,115.04,8.24,123.28,65.60,8.00,73.60,45.44,8.08,53.52,113.50,8.12,121.62,64.87,8.12,72.99,54.12,8.50,62.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
450,2.04,92.72,99.00878788181525,0.16,1.92,87.27,105.24726911618669,0.15,36.3,24.4,15.4,18.4,31.2,144.38,63.72,72.0,48.4,15.1,18.2,39.1,120.78,152.34,72.0,48.4,15.0,18.0,41.5,122.93,149.67,115.28,8.32,123.60,65.60,8.08,73.68,46.00,8.16,54.16,113.00,8.12,121.12,64.62,8.12,72.74,59.62,8.12,67.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
460,1.90,86.36,106.63653306852036,0.15,1.92,87.27,105.24726911618669,0.15,36.3,24.3,15.4,18.3,33.4,138.10,66.62,72.0,48.4,15.2,18.2,42.1,123.91,148.49,72.0,48.4,15.0,18.0,41.5,122.93,149.67,114.56,8.24,122.80,65.28,8.00,73.28,49.68,8.08,57.76,113.50,8.12,121.62,64.87,8.12,72.99,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
470,2.14,97.27,94.71271912611718,0.17,1.92,87.27,105.24726911618669,0.15,36.3,24.3,15.4,18.7,33.6,139.61,65.90,72.0,48.4,15.1,18.2,37.4,119.13,154.45,72.0,48.4,15.0,18.0,41.5,122.93,149.67,115.20,8.32,123.52,66.88,8.08,74.96,50.08,8.16,58.24,113.00,8.12,121.12,64.75,8.12,72.87,56.37,8.37,64.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
480,1.89,85.90,107.25332218660262,0.15,1.92,87.27,105.24726911618669,0.15,36.3,24.3,15.6,18.4,33.8,147.40,62.42,72.0,48.4,15.2,18.3,42.3,124.20,148.14,72.0,48.4,15.0,18.0,41.5,122.93,149.67,116.72,8.24,124.96,65.76,8.00,73.76,50.40,8.08,58.48,113.37,8.12,121.49,65.00,8.12,73.12,65.00,8.37,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
490,1.90,86.36,106.32478881951023,0.15,1.92,87.27,105.24726911618669,0.15,36.3,24.3,15.4,18.4,35.4,142.20,64.70,72.0,48.4,15.1,18.2,42.0,123.70,148.74,72.0,48.4,15.0,18.0,41.5,122.93,149.67,114.80,8.24,123.04,65.60,8.00,73.60,53.28,8.16,61.44,113.00,8.12,121.12,64.75,8.12,72.87,64.75,8.00,72.75,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
500,1.90,86.36,106.52286601787489,0.15,1.92,87.27,105.24726911618669,0.15,36.3,24.3,15.4,18.6,36.4,144.98,63.46,72.0,48.4,15.2,18.3,42.0,123.89,148.51,72.0,48.4,15.0,18.0,41.5,122.93,149.67,114.64,8.24,122.88,66.32,8.00,74.32,54.96,8.08,63.04,113.37,8.12,121.49,65.00,8.12,73.12,65.00,7.87,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
510,1.89,85.90,106.84589016507243,0.15,1.92,87.27,105.24726911618669,0.15,36.3,24.3,16.9,18.7,37.0,161.85,56.84,72.0,48.4,15.1,18.2,42.2,123.90,148.50,72.0,48.4,15.0,18.0,41.5,122.93,149.67,126.72,8.40,135.12,66.64,8.08,74.72,56.08,8.16,64.24,112.87,8.12,120.99,64.75,8.12,72.87,64.75,8.25,73.00,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
520,1.89,85.90,106.88845768970991,0.15,1.92,87.27,105.24726911618669,0.15,36.3,24.3,15.4,19.0,37.5,148.26,62.05,72.0,48.4,15.2,18.3,42.2,124.03,148.35,72.0,48.4,15.0,18.0,41.5,122.93,149.67,114.88,8.24,123.12,67.92,8.00,75.92,56.96,8.08,65.04,113.25,8.12,121.37,65.00,8.12,73.12,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
530,1.89,85.90,106.8393413151282,0.15,1.92,87.27,105.24726911618669,0.15,36.3,24.3,15.4,18.7,38.5,145.24,63.34,72.0,48.4,15.1,18.2,42.2,123.89,148.51,72.0,48.4,15.0,18.0,41.5,122.93,149.67,114.56,8.24,122.80,66.88,8.00,74.88,58.64,8.16,66.80,112.87,8.00,120.87,64.75,8.00,72.75,64.75,8.37,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
