N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,,,L3 10 10 10 16 49152 10,,,,,,,,,,,,,,
20,,,L3 20 20 20 16 24576 20,,,,,,,,,,,,,,
30,,,L3 30 30 30 16 16384 30,,,,,,,,,,,,,,
40,,,L3 40 40 40 16 12288 40,,,,,,,,,,,,,,
50,,,L3 50 50 50 16 9830 50,,,,,,,,,,,,,,
60,,,L3 60 60 60 16 8192 60,,,,,,,,,,,,,,
70,,,L3 70 70 70 16 7022 70,,,,,,,,,,,,,,
80,,,L3 80 80 80 16 6144 80,,,,,,,,,,,,,,
90,,,L3 90 90 90 16 5461 90,,,,,,,,,,,,,,
100,,,L3 100 100 100 16 4915 100,,,,,,,,,,,,,,
110,,,L3 110 110 110 16 4468 110,,,,,,,,,,,,,,
120,,,L3 120 120 120 16 4096 120,,,,,,,,,,,,,,
130,,,L3 130 130 130 16 3781 130,,,,,,,,,,,,,,
140,,,L3 140 140 140 16 3511 140,,,,,,,,,,,,,,
150,,,L3 150 150 150 16 3277 150,,,,,,,,,,,,,,
160,,,L3 160 160 160 16 3072 160,,,,,,,,,,,,,,
170,,,L3 170 170 170 16 2891 170,,,,,,,,,,,,,,
180,,,L3 180 180 180 16 2731 180,,,,,,,,,,,,,,
190,,,L3 190 190 190 16 2587 190,,,,,,,,,,,,,,
200,,,L3 200 200 200 16 2458 200,,,,,,,,,,,,,,
210,,,L3 210 210 210 16 2341 210,,,,,,,,,,,,,,
220,,,L3 220 220 220 16 2234 220,,,,,,,,,,,,,,
230,,,L3 230 230 230 16 2137 230,,,,,,,,,,,,,,
240,,,L3 240 240 240 16 2048 240,,,,,,,,,,,,,,
250,,,L3 250 250 250 16 1966 250,,,,,,,,,,,,,,
260,,,L3 260 260 260 16 1890 260,,,,,,,,,,,,,,
270,,,L3 270 270 270 16 1820 270,,,,,,,,,,,,,,
280,,,L3 280 280 280 16 1755 280,,,,,,,,,,,,,,
290,,,L3 290 290 290 16 1695 290,,,,,,,,,,,,,,
300,,,L3 300 300 300 16 1638 300,,,,,,,,,,,,,,
310,,,L3 310 310 310 16 1585 310,,,,,,,,,,,,,,
320,,,L3 320 320 320 16 1536 320,,,,,,,,,,,,,,
330,,,L3 330 330 330 16 1489 330,,,,,,,,,,,,,,
340,,,L3 340 340 340 16 1446 340,,,,,,,,,,,,,,
350,,,L3 350 350 350 16 1404 350,,,,,,,,,,,,,,
360,,,L3 360 360 360 16 1365 360,,,,,,,,,,,,,,
370,,,L3 370 370 370 16 1328 370,,,,,,,,,,,,,,
380,,,L3 380 380 380 16 1293 380,,,,,,,,,,,,,,
390,,,L3 390 390 390 16 1260 390,,,,,,,,,,,,,,
400,,,L3 400 400 400 16 1229 400,,,,,,,,,,,,,,
410,,,L3 410 410 410 16 1199 410,,,,,,,,,,,,,,
420,,,L3 420 420 420 16 1170 420,,,,,,,,,,,,,,
430,,,L3 430 430 430 16 1143 430,,,,,,,,,,,,,,
440,,,L3 440 440 440 16 1117 440,,,,,,,,,,,,,,
450,,,L3 450 450 450 16 1092 450,,,,,,,,,,,,,,
460,,,L3 460 460 460 16 1068 460,,,,,,,,,,,,,,
470,,,L3 470 470 470 16 1046 470,,,,,,,,,,,,,,
480,,,L3 480 480 480 16 1024 480,,,,,,,,,,,,,,
490,,,L3 490 490 490 16 1003 490,,,,,,,,,,,,,,
500,,,L3 500 500 500 16 983 500,,,,,,,,,,,,,,
510,,,L3 510 510 510 16 964 510,,,,,,,,,,,,,,
520,,,L3 520 520 520 16 945 520,,,,,,,,,,,,,,
530,,,L3 530 530 530 16 927 530,,,,,,,,,,,,,,
540,,,L3 540 540 540 16 910 540,,,,,,,,,,,,,,
550,,,L3 550 550 550 16 894 550,,,,,,,,,,,,,,
560,,,L3 560 560 560 16 878 560,,,,,,,,,,,,,,
570,,,L3 570 570 570 16 862 570,,,,,,,,,,,,,,
