N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,5.13,732.85,CPU bound,5.13,732.85,,733.33,285.51,24.0,14.5,0.0,0.0,0.0,24.0 ,24.0,14.5,0.0,0.0,0.0,24.0 ,61.64,53.3,38.4,0.2,0.0,0.1,.40,.32,.72,0,0,0,.16,.08,.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5.13,732.85,CPU bound,5.13,732.85,,733.33,490.38,24.0,14.5,9.5,0.0,0.0,24.0 ,24.0,14.5,8.0,0.0,0.0,24.0 ,35.89,30.0,20.4,9.5,0.0,0.1,29.12,8.88,38.00,.08,0,.08,.08,.08,.16,29.00,9.12,38.12,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,4.52,645.71,0.20,4.81,687.14,0.15,510.14,440.77,24.0,14.5,12.1,8.9,0.0,35.5 ,24.0,14.5,12.0,8.0,0.0,34.5 ,39.93,28.8,18.8,10.0,9.0,0.1,31.28,8.72,40.00,27.52,8.40,35.92,.08,.08,.16,39.75,8.62,48.37,27.12,8.62,35.74,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
40,4.53,647.14,0.14,4.81,687.14,0.15,510.14,446.01,24.0,14.5,12.7,8.6,0.0,35.9 ,24.0,14.5,12.0,8.0,0.0,34.5 ,39.46,27.6,17.7,12.9,8.2,0.1,42.96,8.48,51.44,25.28,7.68,32.96,.08,.08,.16,42.50,8.37,50.87,26.12,8.37,34.49,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
50,4.58,654.28,0.14,4.81,687.14,0.15,509.91,468.53,24.0,14.5,12.6,8.5,0.0,35.7 ,24.0,14.5,12.0,8.0,0.0,34.5 ,37.56,27.3,17.1,12.7,8.1,0.1,42.48,8.40,50.88,24.88,7.68,32.56,.08,.08,.16,42.12,8.37,50.49,25.75,8.37,34.12,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
60,4.62,660.00,0.14,4.81,687.14,0.15,510.14,481.67,24.0,14.5,12.5,8.5,0.0,35.5 ,24.0,14.5,12.0,8.0,0.0,34.5 ,36.54,26.6,16.3,12.6,7.9,0.1,42.00,8.32,50.32,24.32,7.44,31.76,.08,.08,.16,41.75,8.25,50.00,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
70,4.65,664.28,0.14,4.81,687.14,0.15,510.14,463.90,24.0,14.5,12.4,8.5,0.0,35.4 ,24.0,14.5,12.0,8.0,0.0,34.5 ,37.94,26.8,16.2,12.5,9.1,0.1,41.68,8.24,49.92,29.04,7.36,36.40,.08,.08,.16,41.50,8.25,49.75,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
80,3.94,562.85,0.17,4.81,687.14,0.15,510.14,468.26,24.0,14.5,12.4,10.2,0.0,37.1 ,24.0,14.5,12.0,8.0,0.0,34.5 ,37.59,26.4,16.1,12.5,8.6,0.1,41.60,8.24,49.84,26.72,7.52,34.24,.08,.08,.16,41.25,8.25,49.50,32.75,8.25,41.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
90,3.91,558.57,0.17,3.36,480.00,0.15,456.93,462.85,24.0,14.5,12.3,10.3,0.0,37.1 ,24.0,14.5,12.0,12.0,0.0,38.5 ,38.03,26.5,15.9,12.4,9.1,0.1,41.36,8.24,49.60,29.20,7.20,36.40,.08,.08,.16,41.12,8.25,49.37,33.00,8.25,41.25,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
100,3.28,468.57,0.14,3.36,480.00,0.15,457.14,447.67,24.0,14.5,12.3,12.3,0.0,39.1 ,24.0,14.5,12.0,12.0,0.0,38.5 ,39.31,26.3,15.6,12.3,10.9,1.3,41.04,8.16,49.20,36.40,7.36,43.76,2.00,1.04,3.04,41.00,8.12,49.12,41.00,8.12,49.12,0,0,0,40.00,8.00,48.00,40.00,8.00,48.00,0,0,0
110,2.83,404.28,0.20,3.17,452.85,0.22,335.87,375.05,24.0,14.5,12.3,12.3,15.5,54.6 ,24.0,14.5,12.0,12.0,13.9,52.4 ,46.93,26.6,15.6,12.3,11.5,8.4,40.96,8.16,49.12,38.32,7.60,45.92,13.60,5.84,19.44,40.87,8.12,48.99,40.87,8.12,48.99,26.50,9.37,35.87,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
120,2.61,372.85,0.21,3.17,452.85,0.22,335.87,329.86,24.0,14.5,12.2,12.2,13.9,52.9 ,24.0,14.5,12.0,12.0,13.9,52.4 ,53.36,26.4,15.5,12.3,11.6,13.3,40.88,8.16,49.04,38.80,7.60,46.40,22.64,8.16,30.80,40.87,8.12,48.99,40.87,8.12,48.99,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
130,2.61,372.85,0.21,3.17,452.85,0.22,335.87,312.47,24.0,14.5,12.2,12.2,13.9,52.8 ,24.0,14.5,12.0,12.0,13.9,52.4 ,56.32,27.2,15.5,12.3,11.7,14.0,41.04,8.16,49.20,39.12,7.68,46.80,24.72,8.24,32.96,40.75,8.12,48.87,40.75,8.12,48.87,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
140,3.11,444.28,0.21,3.17,452.85,0.22,335.87,314.76,24.0,14.5,12.2,12.2,14.1,53.0 ,24.0,14.5,12.0,12.0,13.9,52.4 ,55.92,26.2,15.3,12.2,11.6,14.1,40.80,8.16,48.96,38.88,7.68,46.56,24.80,8.24,33.04,40.75,8.12,48.87,40.75,8.12,48.87,24.50,8.12,32.62,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
150,2.62,374.28,0.22,3.17,452.85,0.22,335.87,312.35,24.0,14.5,12.2,12.2,13.8,52.7 ,24.0,14.5,12.0,12.0,13.9,52.4 ,56.35,26.6,15.3,12.2,11.6,14.0,40.72,8.16,48.88,38.64,7.60,46.24,24.80,8.24,33.04,40.62,8.12,48.74,40.62,8.12,48.74,24.50,8.00,32.50,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
160,2.62,374.28,0.22,3.17,452.85,0.22,335.87,298.72,24.0,14.5,12.2,12.2,13.8,52.7 ,24.0,14.5,12.0,12.0,13.9,52.4 ,58.92,26.4,15.3,12.3,11.6,14.0,40.88,8.16,49.04,38.80,7.68,46.48,24.80,8.24,33.04,40.62,8.12,48.74,40.62,8.12,48.74,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
170,2.62,374.28,0.22,3.17,452.85,0.22,335.87,310.65,24.0,14.5,12.2,12.2,13.8,52.6 ,24.0,14.5,12.0,12.0,13.9,52.4 ,56.65,26.4,15.2,12.2,11.7,14.0,40.64,8.08,48.72,38.96,7.68,46.64,24.72,8.24,32.96,40.62,8.12,48.74,40.62,8.12,48.74,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
180,2.62,374.28,0.22,3.17,452.85,0.22,335.87,301.35,24.0,14.5,12.2,12.2,13.8,52.6 ,24.0,14.5,12.0,12.0,13.9,52.4 ,58.40,26.1,15.1,12.2,11.7,14.0,40.64,8.08,48.72,38.96,7.68,46.64,24.64,8.24,32.88,40.50,8.12,48.62,40.50,8.12,48.62,24.37,8.12,32.49,40.00,8.00,48.00,40.00,8.00,48.00,24.00,8.00,32.00
