N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,14.04,1404.00,CPU bound,14.04,1404.00,,1401.45,862.58,13.7,8.0,0.0,0.0,0.0,13.7 ,13.7,8.0,0.0,0.0,0.0,13.7 ,22.26,13.5,13.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14.04,1404.00,CPU bound,14.04,1404.00,,1401.45,900.80,13.7,8.0,3.6,0.0,0.0,13.7 ,13.7,8.0,3.0,0.0,0.0,13.7 ,21.31,11.9,13.0,3.6,0.0,0.0,20.00,9.12,29.12,0,0,0,0,0,0,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,14.04,1404.00,CPU bound,14.04,1404.00,,1401.45,1052.06,13.7,8.0,3.4,0.0,0.0,13.7 ,13.7,8.0,3.0,0.0,0.0,13.7 ,18.25,8.1,8.8,3.7,0.0,0.0,20.72,8.64,29.36,0,0,0,0,0,0,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,9.14,914.00,0.24,9.72,972.00,0.25,1401.45,927.56,13.7,8.0,5.3,0.0,0.0,13.7 ,13.7,8.0,5.0,0.0,0.0,13.7 ,20.70,9.5,9.8,5.4,3.9,0.0,34.32,8.48,42.80,3.84,3.84,7.68,0,0,0,34.12,8.37,42.49,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
50,6.69,669.00,0.29,9.72,972.00,0.25,914.28,914.13,13.7,8.0,5.3,8.7,0.0,22.0 ,13.7,8.0,5.0,8.0,0.0,21.0 ,21.00,8.6,8.0,5.3,17.3,0.0,33.84,8.40,42.24,17.36,17.36,34.72,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,6.70,670.00,0.29,9.72,972.00,0.25,914.28,888.25,13.7,8.0,5.2,8.7,0.0,21.9 ,13.7,8.0,5.0,8.0,0.0,21.0 ,21.62,9.3,8.8,5.2,17.3,0.0,33.60,8.32,41.92,17.28,17.28,34.56,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,6.67,667.00,0.29,9.72,972.00,0.25,914.28,947.99,13.7,8.0,5.2,8.7,0.0,21.9 ,13.7,8.0,5.0,8.0,0.0,21.0 ,20.25,8.5,7.7,5.2,17.1,0.0,33.20,8.24,41.44,17.12,17.04,34.16,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,6.62,662.00,0.28,9.72,972.00,0.25,914.28,948.72,13.7,8.0,5.2,8.8,0.0,22.0 ,13.7,8.0,5.0,8.0,0.0,21.0 ,20.24,9.0,8.4,5.2,16.9,0.0,33.28,8.24,41.52,16.96,16.96,33.92,.08,0,.08,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,6.54,654.00,0.28,9.72,972.00,0.25,914.28,956.90,13.7,8.0,5.1,8.9,0.0,22.0 ,13.7,8.0,5.0,8.0,0.0,21.0 ,20.06,8.5,7.6,5.2,16.8,0.4,33.36,8.16,41.52,16.80,16.80,33.60,.72,.24,.96,32.87,8.25,41.12,17.87,8.12,25.99,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,6.45,645.00,0.28,9.72,972.00,0.25,914.28,897.09,13.7,8.0,5.1,9.0,0.0,22.2 ,13.7,8.0,5.0,8.0,0.0,21.0 ,21.40,8.8,8.1,5.1,16.7,1.4,32.88,8.16,41.04,16.72,16.72,33.44,2.64,1.28,3.92,32.87,8.12,40.99,18.12,8.12,26.24,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
