N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,4194304,3.226900,L3 10 10 10 16 68813 10,21474836480,2147483648,6.65,665.49,29.04,0,0,0,0,15106.00,35470.00,0,0,50576.00
20,524288,3.846856,L3 20 20 20 16 34406 20,30576476160,3057647616,7.94,794.84,24.24,19.92,9.01,0,0,18461.00,43955.00,28.93,0,62416.00
30,131072,2.819280,L3 30 30 30 16 22937 30,28772925440,2877292544,10.20,1020.57,18.96,21.26,8.74,0,0,14758.00,33258.00,30.00,0,48016.00
40,32768,2.062091,L3 40 40 40 16 17203 40,17980456960,1798045696,8.71,871.94,22.32,34.37,8.51,6.49,6.49,9610.00,23840.00,42.88,12.98,33450.00
50,16384,2.087715,L3 50 50 50 16 13762 50,18119393280,1811939328,8.67,867.90,22.32,33.89,8.42,17.43,17.42,70656.00,26960.00,42.31,34.85,97616.00
60,16384,3.763410,L3 60 60 60 16 11469 60,31967150080,3196715008,8.49,849.41,22.80,33.60,8.31,17.31,17.30,26544.00,44016.00,41.91,34.61,70560.00
70,8192,2.753446,L3 70 70 70 16 9830 70,25758269440,2575826944,9.35,935.48,20.64,33.27,8.28,17.10,17.09,184821.00,186623.00,41.55,34.19,371444.00
80,4096,2.106478,L3 80 80 80 16 8601 80,19437649920,1943764992,9.22,922.75,20.80,33.27,8.22,16.95,16.95,886526.00,633937.00,41.49,33.90,1520463.00
90,4096,3.030021,L3 90 90 90 16 7646 90,27913093120,2791309312,9.21,921.21,20.80,33.28,8.20,16.83,16.83,4355555.00,3488930.00,41.48,33.66,7844485.00
100,2048,2.125988,L3 100 100 100 16 6881 100,19275612160,1927561216,9.06,906.66,21.28,32.85,8.17,16.73,16.72,25356416.00,23181704.00,41.02,33.45,48538120.00
110,2048,3.016643,L3 110 110 110 16 6256 110,25798901760,2579890176,8.54,855.21,22.56,32.79,8.16,16.66,16.65,83992142.00,80046368.00,40.95,33.31,164038510.00
120,1024,2.059057,L3 120 120 120 16 5734 120,16824647680,1682464768,8.16,817.10,23.68,32.71,8.14,16.60,16.60,77750970.00,76486899.00,40.85,33.20,154237869.00
130,1024,2.758511,L3 130 130 130 16 5293 130,21474836480,2147483648,7.78,778.49,24.88,32.76,8.13,16.60,16.59,118944684.00,118405277.00,40.89,33.19,237349961.00
140,1024,3.269027,L3 140 140 140 16 4915 140,26911457280,2691145728,8.23,823.22,23.36,32.73,8.12,16.60,16.59,165202060.00,163961351.00,40.85,33.19,329163411.00
150,512,2.150177,L3 150 150 150 16 4587 150,16597975040,1659797504,7.71,771.93,25.20,32.60,8.11,16.59,16.57,109006793.00,107913634.00,40.71,33.16,216920427.00
160,512,2.729109,L3 160 160 160 16 4301 160,20194877440,2019487744,7.39,739.97,26.24,32.63,8.11,18.58,18.55,154440542.00,161540723.00,40.74,37.13,315981265.00
170,512,3.438466,L3 170 170 170 16 4048 170,24277155840,2427715584,7.05,706.04,27.36,32.49,8.09,19.47,19.44,200160766.00,202361798.00,40.58,38.91,402522564.00
180,512,4.188728,L3 180 180 180 16 3823 180,28875530240,2887553024,6.89,689.36,28.16,32.46,8.09,21.02,20.98,249339468.00,243376508.00,40.55,42.00,492715976.00
190,256,2.756163,L3 190 190 190 16 3622 190,17010360320,1701036032,6.17,617.17,31.44,32.47,8.08,25.66,25.60,148973514.00,143368464.00,40.55,51.26,292341978.00
200,256,3.262279,L3 200 200 200 16 3441 200,19871723520,1987172352,6.09,609.13,32.00,32.43,8.07,28.23,28.14,173072469.00,167381103.00,40.50,56.37,340453572.00
210,256,4.038238,L3 210 210 210 16 3277 210,23037214720,2303721472,5.70,570.47,34.24,32.40,8.07,30.47,30.39,202683332.00,193949137.00,40.47,60.86,396632469.00
220,128,2.341409,L3 220 220 220 16 3128 220,13261096960,1326109696,5.66,566.36,34.24,32.41,8.07,31.44,31.32,113897850.00,111583640.00,40.48,62.76,225481490.00
230,128,2.734913,L3 230 230 230 16 2992 230,15171010560,1517101056,5.54,554.71,34.88,32.37,8.06,32.10,31.99,132129706.00,127622884.00,40.43,64.09,259752590.00
240,128,3.075389,L3 240 240 240 16 2867 240,17256028160,1725602816,5.60,561.09,34.88,32.42,8.06,32.35,32.22,147191913.00,145097859.00,40.48,64.57,292289772.00
250,128,3.497962,L3 250 250 250 16 2752 250,19523829760,1952382976,5.58,558.14,34.88,32.35,8.06,32.36,32.27,170983153.00,164110539.00,40.41,64.63,335093692.00
260,128,3.816391,L3 260 260 260 16 2647 260,21982095360,2198209536,5.75,575.98,33.68,32.34,8.05,32.35,32.23,189321384.00,184697643.00,40.39,64.58,374019027.00
270,64,2.103773,L3 270 270 270 16 2548 270,12319252480,1231925248,5.85,585.57,33.04,32.30,8.05,32.33,32.22,105001621.00,103486745.00,40.35,64.55,208488366.00
280,64,2.380080,L3 280 280 280 16 2457 280,13750369280,1375036928,5.77,577.72,33.68,32.30,8.05,32.33,32.20,119664060.00,115484180.00,40.35,64.53,235148240.00
290,64,2.592299,L3 290 290 290 16 2373 290,15288238080,1528823808,5.89,589.75,33.04,32.28,8.05,32.31,32.20,130753634.00,128363067.00,40.33,64.51,259116701.00
300,64,2.887425,L3 300 300 300 16 2294 300,16936698880,1693669888,5.86,586.56,33.04,32.28,8.04,32.31,32.16,144308259.00,142158691.00,40.32,64.47,286466950.00
310,64,3.241088,L3 310 310 310 16 2220 310,18699591680,1869959168,5.76,576.95,33.68,32.26,8.04,32.29,32.16,161973150.00,156930913.00,40.30,64.45,318904063.00
320,64,3.557121,L3 320 320 320 16 2150 320,20580756480,2058075648,5.78,578.57,33.68,32.30,8.04,32.29,32.15,178341229.00,172685902.00,40.34,64.44,351027131.00
330,64,3.874637,L3 330 330 330 16 2085 330,22584033280,2258403328,5.82,582.86,33.04,32.26,8.04,32.27,32.15,194066749.00,189455162.00,40.30,64.42,383521911.00
340,32,2.112150,L3 340 340 340 16 2024 340,12356631040,1235663104,5.84,585.02,33.04,32.24,8.04,32.27,32.12,106113166.00,103630977.00,40.28,64.39,209744143.00
350,32,2.313514,L3 350 350 350 16 1966 350,13486141440,1348614144,5.82,582.92,33.68,32.24,8.04,32.26,32.14,115823888.00,113091074.00,40.28,64.40,228914962.00
