,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,9.97,766.92,CPU bound,9.97,766.92,,766.33,270.34,24.0,14.0,0.0,0.0,0.0,24.0 ,24.0,14.0,0.0,0.0,0.0,24.0 ,68.06,49.4,49.4,0.2,0.0,0.0,.64,0,.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.97,766.92,CPU bound,9.97,766.92,,766.33,472.52,24.0,14.0,11.2,0.0,0.0,25.2 ,24.0,14.0,8.0,0.0,0.0,24.0 ,38.94,24.4,18.8,11.6,0.0,0.0,36.40,10.00,46.40,.16,0,.16,0,0,0,34.87,10.00,44.87,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,6.33,486.92,0.17,7.47,574.61,0.20,484.21,404.10,24.0,14.0,18.9,10.0,0.0,42.9 ,24.0,14.0,16.0,8.0,0.0,38.0 ,45.53,30.2,21.8,17.3,10.6,0.0,59.76,9.36,69.12,33.20,9.28,42.48,0,0,0,66.25,9.25,75.50,30.62,9.25,39.87,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
40,6.63,510.00,0.18,7.47,574.61,0.20,484.21,446.55,24.0,14.0,18.0,9.4,0.0,41.4 ,24.0,14.0,16.0,8.0,0.0,38.0 ,41.20,24.1,16.1,18.2,9.9,0.0,63.60,8.96,72.56,30.72,8.88,39.60,0,0,0,63.25,8.87,72.12,28.62,8.87,37.49,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
50,6.79,522.30,0.18,7.47,574.61,0.20,484.21,432.92,24.0,14.0,17.6,9.1,0.0,40.7 ,24.0,14.0,16.0,8.0,0.0,38.0 ,42.50,27.5,18.4,17.6,9.8,0.0,61.76,8.72,70.48,30.72,8.72,39.44,0,0,0,61.75,8.75,70.50,27.62,8.75,36.37,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
60,6.91,531.53,0.19,7.47,574.61,0.20,484.21,406.62,24.0,14.0,17.3,9.0,0.0,40.3 ,24.0,14.0,16.0,8.0,0.0,38.0 ,45.25,24.0,15.3,17.5,11.1,0.0,61.20,8.72,69.92,35.92,8.56,44.48,0,0,0,60.62,8.62,69.24,27.37,8.62,35.99,0,0,0,56.00,8.00,64.00,24.00,8.00,32.00,0,0,0
70,6.99,537.69,0.19,6.05,465.38,0.20,400.00,433.30,24.0,14.0,17.1,11.4,0.0,42.5 ,24.0,14.0,16.0,16.0,0.0,46.0 ,42.46,26.4,17.0,17.2,13.6,0.0,60.32,8.48,68.80,46.00,8.48,54.48,0,0,0,60.00,8.50,68.50,37.12,8.50,45.62,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
80,5.74,441.53,0.19,6.05,465.38,0.20,400.00,410.97,24.0,14.0,17.0,16.8,0.0,47.8 ,24.0,14.0,16.0,16.0,0.0,46.0 ,44.77,24.0,15.0,17.3,16.1,0.2,60.56,8.48,69.04,56.00,8.48,64.48,.32,.08,.40,59.37,8.37,67.74,59.00,8.37,67.37,0,0,0,56.00,8.00,64.00,56.00,8.00,64.00,0,0,0
