N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,9.45,1181.25,CPU bound,9.45,1181.25,,1180.67,293.40,14.9,14.0,0.0,0.0,0.0,14.9 ,14.9,14.0,0.0,0.0,0.0,14.9 ,59.99,49.9,33.4,0.0,0.0,0.1,0,0,0,0,0,0,.08,.08,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.45,1181.25,CPU bound,9.45,1181.25,,879.60,305.48,14.9,14.0,7.2,0.0,0.0,21.2 ,14.9,14.0,6.0,0.0,0.0,20.0 ,57.61,50.2,30.4,7.2,0.0,0.1,19.92,8.88,28.80,0,0,0,.08,.08,.16,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,7.39,923.75,0.30,8.34,1042.50,0.33,676.92,329.10,14.9,14.0,6.8,6.8,0.0,27.5 ,14.9,14.0,6.0,6.0,0.0,26.0 ,53.48,23.3,16.1,7.3,6.9,0.1,20.64,8.72,29.36,18.96,8.56,27.52,.08,.08,.16,18.37,8.62,26.99,18.37,8.62,26.99,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,6.21,776.25,0.19,6.60,825.00,0.20,586.66,302.66,14.9,14.0,10.6,6.5,0.0,31.2 ,14.9,14.0,10.0,6.0,0.0,30.0 ,58.15,19.0,14.7,10.7,6.7,0.1,34.24,8.48,42.72,18.16,8.40,26.56,.08,.08,.16,34.12,8.37,42.49,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,6.27,783.75,0.19,6.60,825.00,0.20,586.66,333.16,14.9,14.0,10.5,6.4,0.0,31.0 ,14.9,14.0,10.0,6.0,0.0,30.0 ,52.83,20.6,14.2,10.6,6.5,0.1,34.00,8.40,42.40,17.68,8.32,26.00,.08,.08,.16,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,6.33,791.25,0.19,6.60,825.00,0.20,586.66,307.02,14.9,14.0,10.4,6.4,0.0,30.9 ,14.9,14.0,10.0,6.0,0.0,30.0 ,57.33,18.6,13.6,10.5,6.5,0.1,33.60,8.32,41.92,17.76,8.24,26.00,.08,.08,.16,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,6.37,796.25,0.19,6.60,825.00,0.20,586.40,296.72,14.9,14.0,10.4,6.4,0.0,30.8 ,14.9,14.0,10.0,6.0,0.0,30.0 ,59.31,16.1,12.7,10.4,6.9,0.1,33.36,8.24,41.60,19.36,8.24,27.60,.16,.08,.24,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,6.40,800.00,0.19,6.60,825.00,0.20,586.66,320.35,14.9,14.0,10.3,6.5,0.0,30.8 ,14.9,14.0,10.0,6.0,0.0,30.0 ,54.94,18.3,13.1,10.6,8.2,0.1,34.24,8.24,42.48,24.40,8.16,32.56,.08,.08,.16,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,6.42,802.50,0.19,6.60,825.00,0.20,586.40,305.99,14.9,14.0,10.3,6.5,0.0,30.8 ,14.9,14.0,10.0,6.0,0.0,30.0 ,57.52,16.4,12.5,10.3,7.7,0.1,33.12,8.24,41.36,22.48,8.16,30.64,.08,.08,.16,32.87,8.25,41.12,17.87,8.12,25.99,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,4.59,573.75,0.20,4.61,576.25,0.20,517.41,320.09,14.9,14.0,10.3,10.0,0.0,34.3 ,14.9,14.0,10.0,10.0,0.0,34.0 ,54.98,17.8,12.8,10.3,10.1,0.1,32.88,8.16,41.04,32.08,8.16,40.24,.08,.08,.16,32.87,8.12,40.99,32.00,8.12,40.12,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
110,4.51,563.75,0.20,4.61,576.25,0.20,517.41,311.47,14.9,14.0,10.2,10.2,0.0,34.5 ,14.9,14.0,10.0,10.0,0.0,34.0 ,56.51,16.6,12.3,10.3,10.3,0.4,32.80,8.16,40.96,32.96,8.16,41.12,.40,.32,.72,32.75,8.12,40.87,32.75,8.12,40.87,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
120,4.52,565.00,0.20,4.61,576.25,0.20,396.21,306.89,14.9,14.0,10.2,10.2,8.9,43.3 ,14.9,14.0,10.0,10.0,10.4,44.4 ,57.35,15.9,12.2,10.2,10.3,4.8,32.72,8.16,40.88,32.88,8.16,41.04,5.76,4.40,10.16,32.75,8.12,40.87,32.75,8.12,40.87,12.50,8.12,20.62,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
130,4.52,565.00,0.20,4.61,576.25,0.20,396.39,311.05,14.9,14.0,10.2,10.2,10.6,45.0 ,14.9,14.0,10.0,10.0,10.4,44.4 ,56.58,16.8,12.2,10.2,10.2,9.2,32.72,8.16,40.88,32.64,8.00,40.64,13.52,7.68,21.20,32.62,8.12,40.74,32.62,8.12,40.74,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
140,4.53,566.25,0.20,4.61,576.25,0.20,396.21,303.62,14.9,14.0,10.2,10.2,10.6,44.9 ,14.9,14.0,10.0,10.0,10.4,44.4 ,57.97,16.1,12.1,10.2,10.2,10.6,32.72,8.16,40.88,32.56,8.08,40.64,16.24,8.24,24.48,32.62,8.12,40.74,32.62,8.12,40.74,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
