N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,13.49,613.18,CPU bound,13.49,613.18,,612.53,248.35,30.0,22.2,0.0,0.0,0.0,30.0 ,30.0,22.2,0.0,0.0,0.0,30.0 ,74.09,36.2,50.4,0.0,0.0,0.1,0,0,0,0,0,0,.08,0,.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,13.49,613.18,CPU bound,13.49,613.18,,612.53,234.64,30.0,22.2,11.1,0.0,0.0,33.3 ,30.0,22.2,6.0,0.0,0.0,30.0 ,78.42,44.6,42.7,12.0,0.0,0.1,36.48,11.36,47.84,0,0,0,.08,0,.08,32.75,11.62,44.37,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,8.78,399.09,0.24,11.19,508.63,0.31,397.74,249.24,30.0,22.2,23.0,7.8,0.0,53.0 ,30.0,22.2,18.0,6.0,0.0,46.2 ,73.83,30.6,26.0,23.3,7.7,0.1,83.28,10.08,93.36,22.40,8.40,30.80,.08,0,.08,81.87,10.00,91.87,21.37,9.87,31.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
40,9.33,424.09,0.25,11.19,508.63,0.31,397.74,210.56,30.0,22.2,21.6,7.9,0.0,51.7 ,30.0,22.2,18.0,6.0,0.0,46.2 ,87.39,36.5,30.4,21.8,8.5,0.1,77.60,9.52,87.12,24.48,9.44,33.92,.08,.08,.16,76.87,9.37,86.24,22.12,9.37,31.49,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
50,9.71,441.36,0.26,11.19,508.63,0.31,397.74,259.05,30.0,22.2,20.8,7.4,0.0,50.4 ,30.0,22.2,18.0,6.0,0.0,46.2 ,71.03,30.3,24.1,20.8,12.5,0.1,74.24,9.12,83.36,40.96,9.04,50.00,.08,0,.08,74.00,9.12,83.12,20.62,9.12,29.74,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
60,9.93,451.36,0.27,11.19,508.63,0.31,397.74,230.19,30.0,22.2,20.3,7.3,0.0,49.8 ,30.0,22.2,18.0,6.0,0.0,46.2 ,79.93,34.0,27.3,20.5,14.3,0.1,72.80,9.04,81.84,48.16,8.88,57.04,.08,0,.08,72.25,8.87,81.12,20.37,8.87,29.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
70,10.13,460.45,0.28,9.03,410.45,0.31,315.73,258.34,30.0,22.2,19.9,15.8,0.0,57.9 ,30.0,22.2,18.0,18.0,0.0,58.2 ,71.22,30.3,23.5,19.9,20.0,0.1,70.96,8.80,79.76,71.20,8.72,79.92,.08,0,.08,70.87,8.75,79.62,54.25,8.75,63.00,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
80,8.28,376.36,0.28,9.03,410.45,0.31,315.73,231.46,30.0,22.2,19.6,19.6,0.0,61.5 ,30.0,22.2,18.0,18.0,0.0,58.2 ,79.49,33.0,25.9,20.4,19.6,0.1,72.88,8.80,81.68,69.76,8.72,78.48,.08,0,.08,69.87,8.62,78.49,69.87,8.62,78.49,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
90,8.46,384.54,0.29,9.03,410.45,0.31,315.73,247.29,30.0,22.2,19.4,19.2,0.0,60.9 ,30.0,22.2,18.0,18.0,0.0,58.2 ,74.41,30.2,23.1,19.5,19.5,0.1,69.44,8.64,78.08,69.60,8.56,78.16,.08,0,.08,69.25,8.62,77.87,68.37,8.62,76.99,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
100,8.41,382.27,0.28,9.03,410.45,0.31,315.73,241.22,30.0,22.2,19.3,19.3,0.0,60.8 ,30.0,22.2,18.0,18.0,0.0,58.2 ,76.28,32.4,25.0,19.4,19.5,0.1,68.96,8.56,77.52,69.52,8.56,78.08,.08,.08,.16,68.75,8.50,77.25,68.75,8.50,77.25,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
110,8.48,385.45,0.29,9.03,410.45,0.31,315.73,259.39,30.0,22.2,19.2,19.2,0.0,60.5 ,30.0,22.2,18.0,18.0,0.0,58.2 ,70.94,30.2,22.9,19.2,19.3,1.6,68.32,8.48,76.80,68.96,8.48,77.44,1.44,1.12,2.56,68.25,8.50,76.75,68.25,8.50,76.75,0,0,0,64.00,8.00,72.00,64.00,8.00,72.00,0,0,0
120,8.53,387.72,0.29,9.03,410.45,0.31,254.16,230.02,30.0,22.2,19.1,19.1,15.1,75.5 ,30.0,22.2,18.0,18.0,14.1,72.3 ,79.99,32.0,24.5,19.2,19.2,8.9,68.24,8.40,76.64,68.48,8.40,76.88,8.16,5.76,13.92,67.87,8.37,76.24,67.87,8.37,76.24,17.25,8.37,25.62,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
130,8.56,389.09,0.29,9.03,410.45,0.31,254.16,233.08,30.0,22.2,19.0,19.0,15.1,75.3 ,30.0,22.2,18.0,18.0,14.1,72.3 ,78.94,30.1,22.7,19.8,19.1,13.6,70.40,8.64,79.04,68.00,8.40,76.40,15.04,8.08,23.12,67.50,8.37,75.87,67.50,8.37,75.87,17.25,8.50,25.75,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
140,8.59,390.45,0.29,9.03,410.45,0.31,254.16,235.19,30.0,22.2,18.9,18.9,15.0,75.1 ,30.0,22.2,18.0,18.0,14.1,72.3 ,78.23,31.7,24.1,19.0,19.0,15.2,67.44,8.40,75.84,67.68,8.40,76.08,17.44,8.40,25.84,67.25,8.37,75.62,67.25,8.37,75.62,17.12,8.37,25.49,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
150,8.63,392.27,0.29,9.03,410.45,0.31,254.16,236.99,30.0,22.2,18.8,18.8,14.9,74.8 ,30.0,22.2,18.0,18.0,14.1,72.3 ,77.64,30.4,22.6,19.0,18.9,15.3,67.68,8.40,76.08,67.44,8.32,75.76,17.52,8.40,25.92,67.00,8.37,75.37,67.00,8.37,75.37,17.00,8.37,25.37,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
