N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,18.51,685.55,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,685.71,321.90,28.0,14.0,0.0,0.0,0.0,28.0 ,28.0,14.0,0.0,0.0,0.0,28.0 ,59.65,18.4,32.9,0.0,0.0,0.0,.08,.08,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18.51,685.55,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,685.42,318.05,28.0,14.0,4.8,0.0,0.0,28.0 ,28.0,14.0,4.0,0.0,0.0,28.0 ,60.37,30.1,27.6,4.8,0.0,0.0,29.28,9.12,38.40,0,0,0,0,0,0,29.00,9.12,38.12,0,0,0,0,0,0,24.00,8.00,32.00,0,0,0,0,0,0
30,18.51,685.55,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,685.42,389.44,28.0,14.0,4.5,0.0,0.0,28.0 ,28.0,14.0,6.0,0.0,0.0,28.0 ,49.30,24.0,21.7,5.0,1.3,0.0,31.60,8.72,40.32,1.28,1.28,2.56,0,0,0,27.50,8.62,36.12,0,0,0,0,0,0,40.00,8.00,48.00,0,0,0,0,0,0
40,14.53,538.14,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,599.75,378.36,28.0,14.0,6.5,13.1,0.0,33.6 ,28.0,14.0,6.0,12.0,0.0,32.0 ,50.75,21.9,18.9,6.5,22.8,0.0,43.76,8.48,52.24,22.80,22.80,45.60,0,0,0,43.37,8.37,51.74,26.12,8.37,34.49,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
50,14.72,545.18,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,599.75,440.25,28.0,14.0,6.4,12.9,0.0,33.3 ,28.0,14.0,6.0,12.0,0.0,32.0 ,43.61,16.3,17.0,6.4,26.4,0.0,43.04,8.40,51.44,26.40,26.40,52.80,0,0,0,42.75,8.37,51.12,25.75,8.37,34.12,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
60,14.77,547.03,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,599.75,404.69,28.0,14.0,6.3,12.9,0.0,33.2 ,28.0,14.0,6.0,12.0,0.0,32.0 ,47.44,20.8,18.2,6.4,25.9,0.0,42.56,8.32,50.88,25.92,25.92,51.84,0,0,0,42.25,8.25,50.50,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
70,14.75,546.29,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,599.75,441.56,28.0,14.0,6.3,12.9,0.0,33.2 ,28.0,14.0,6.0,12.0,0.0,32.0 ,43.48,19.3,17.1,6.3,25.6,0.0,42.16,8.24,50.40,25.68,25.60,51.28,0,0,0,41.87,8.25,50.12,25.75,8.25,34.00,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
80,14.70,544.44,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,600.00,415.01,28.0,14.0,6.2,12.9,0.0,33.2 ,28.0,14.0,6.0,12.0,0.0,32.0 ,46.26,19.0,16.4,6.3,25.4,0.0,41.92,8.24,50.16,25.44,25.36,50.80,.08,0,.08,41.62,8.25,49.87,25.87,8.25,34.12,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
90,14.59,540.37,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,599.75,452.22,28.0,14.0,6.2,13.0,0.0,33.2 ,28.0,14.0,6.0,12.0,0.0,32.0 ,42.46,16.4,15.6,6.3,25.3,0.2,42.16,8.32,50.48,25.36,25.36,50.72,.48,.16,.64,41.50,8.25,49.75,26.00,8.25,34.25,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
100,14.46,535.55,CPU bound. 18.51 GFLOP/s due to CPU bottleneck,18.51,685.55,,599.75,441.12,28.0,14.0,6.2,13.1,0.0,33.3 ,28.0,14.0,6.0,12.0,0.0,32.0 ,43.53,18.5,16.5,6.2,25.2,0.4,41.52,8.16,49.68,25.12,25.12,50.24,.96,.24,1.20,41.37,8.12,49.49,26.25,8.25,34.50,0,0,0,40.00,8.00,48.00,24.00,8.00,32.00,0,0,0
