N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,14.04,1404.00,CPU bound,14.04,1404.00,,1401.45,819.88,13.7,8.0,0.0,0.0,0.0,13.7 ,13.7,8.0,0.0,0.0,0.0,13.7 ,23.42,13.6,13.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14.04,1404.00,CPU bound,14.04,1404.00,,1400.87,906.92,13.7,8.0,3.6,0.0,0.0,13.7 ,13.7,8.0,3.0,0.0,0.0,13.7 ,21.17,11.7,13.0,3.6,0.0,0.0,19.84,8.88,28.72,0,0,0,0,0,0,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,14.04,1404.00,CPU bound,14.04,1404.00,,1400.87,1054.92,13.7,8.0,3.4,0.0,0.0,13.7 ,13.7,8.0,3.0,0.0,0.0,13.7 ,18.20,8.0,8.8,3.7,0.0,0.0,20.72,8.64,29.36,0,0,0,0,0,0,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,9.06,906.00,0.24,9.64,964.00,0.25,1400.87,924.09,13.7,8.0,5.3,0.0,0.0,13.7 ,13.7,8.0,5.0,0.0,0.0,13.7 ,20.78,9.4,9.8,5.4,4.3,0.0,34.32,8.48,42.80,4.32,4.32,8.64,0,0,0,34.12,8.37,42.49,0,0,0,0,0,0,32.00,8.00,40.00,0,0,0,0,0,0
50,8.07,807.00,0.29,9.64,964.00,0.25,913.90,934.14,13.7,8.0,5.3,8.7,0.0,22.0 ,13.7,8.0,5.0,8.0,0.0,21.0 ,20.55,8.5,8.0,5.3,17.4,0.0,33.84,8.40,42.24,17.44,17.44,34.88,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,8.08,808.00,0.29,9.64,964.00,0.25,914.28,919.66,13.7,8.0,5.2,8.7,0.0,21.9 ,13.7,8.0,5.0,8.0,0.0,21.0 ,20.88,9.2,8.8,5.2,17.4,0.0,33.60,8.32,41.92,17.36,17.36,34.72,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,8.05,805.00,0.29,9.64,964.00,0.25,913.90,925.78,13.7,8.0,5.2,8.7,0.0,21.9 ,13.7,8.0,5.0,8.0,0.0,21.0 ,20.74,8.4,7.7,5.2,17.2,0.0,33.20,8.24,41.44,17.20,17.20,34.40,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,7.99,799.00,0.28,9.64,964.00,0.25,913.90,996.42,13.7,8.0,5.2,8.8,0.0,22.0 ,13.7,8.0,5.0,8.0,0.0,21.0 ,19.27,8.8,8.4,5.2,17.0,0.0,33.28,8.24,41.52,17.04,17.04,34.08,0,0,0,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,7.90,790.00,0.28,9.64,964.00,0.25,913.90,972.70,13.7,8.0,5.1,8.9,0.0,22.0 ,13.7,8.0,5.0,8.0,0.0,21.0 ,19.74,8.4,7.6,5.2,16.9,0.0,33.36,8.16,41.52,16.88,16.88,33.76,0,0,0,32.87,8.25,41.12,17.87,8.12,25.99,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,7.79,779.00,0.28,9.64,964.00,0.25,913.90,1043.87,13.7,8.0,5.1,9.0,0.0,22.2 ,13.7,8.0,5.0,8.0,0.0,21.0 ,18.39,8.6,8.1,5.1,16.8,0.0,32.88,8.16,41.04,16.80,16.80,33.60,0,0,0,32.87,8.12,40.99,18.12,8.12,26.24,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
110,7.67,767.00,0.27,9.64,964.00,0.25,913.90,1024.94,13.7,8.0,5.1,9.2,0.0,22.3 ,13.7,8.0,5.0,8.0,0.0,21.0 ,18.73,8.3,7.4,5.1,16.7,0.1,32.80,8.16,40.96,16.72,16.72,33.44,.24,.16,.40,32.75,8.12,40.87,18.37,8.12,26.49,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
120,7.53,753.00,0.27,9.64,964.00,0.25,914.28,977.62,13.7,8.0,5.1,9.3,0.0,22.4 ,13.7,8.0,5.0,8.0,0.0,21.0 ,19.64,8.7,7.9,5.1,16.7,0.9,32.72,8.16,40.88,16.64,16.64,33.28,1.84,1.28,3.12,32.75,8.12,40.87,18.62,8.12,26.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
130,7.39,739.00,0.26,7.60,760.00,0.42,690.35,896.02,13.7,8.0,5.1,4.1,7.4,24.6 ,13.7,8.0,5.0,8.0,6.8,27.8 ,21.43,9.4,8.0,5.1,16.7,1.5,32.88,8.16,41.04,16.72,16.72,33.44,3.84,1.52,5.36,32.62,8.12,40.74,0,8.12,8.12,19.00,7.25,26.25,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
140,8.59,859.00,0.31,7.60,760.00,0.42,690.35,901.86,13.7,8.0,5.1,4.1,6.9,24.1 ,13.7,8.0,5.0,8.0,6.8,27.8 ,21.29,9.0,8.1,5.1,16.6,2.7,32.80,8.08,40.88,16.64,16.56,33.20,6.00,3.44,9.44,32.62,8.12,40.74,0,8.12,8.12,16.37,8.12,24.49,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
150,8.62,862.00,0.31,7.60,760.00,0.42,690.35,817.76,13.7,8.0,5.1,4.0,6.9,24.0 ,13.7,8.0,5.0,8.0,6.8,27.8 ,23.48,9.2,7.9,5.1,16.8,3.6,32.64,8.08,40.72,16.88,16.88,33.76,8.08,4.80,12.88,32.50,8.12,40.62,0,8.12,8.12,16.37,8.12,24.49,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
160,8.63,863.00,0.31,7.60,760.00,0.42,690.35,751.03,13.7,8.0,5.1,4.1,6.9,24.0 ,13.7,8.0,5.0,8.0,6.8,27.8 ,25.56,9.5,7.9,5.1,17.5,4.8,32.72,8.08,40.80,17.52,17.52,35.04,10.40,7.12,17.52,32.50,8.12,40.62,0,8.12,8.12,16.25,8.12,24.37,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
170,8.63,863.00,0.31,7.60,760.00,0.42,690.64,727.54,13.7,8.0,5.1,4.0,6.9,24.0 ,13.7,8.0,5.0,8.0,6.8,27.8 ,26.39,9.4,7.8,5.1,18.1,5.4,32.48,8.08,40.56,18.08,18.08,36.16,11.76,7.44,19.20,32.50,8.12,40.62,0,8.12,8.12,16.25,8.00,24.25,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
