N,iterations,time,blocking options,flop,lup,Gflop/s,Mlup/s,cy/CL,l1-l2 miss,l1-l2 evict,l2-l3 miss,l2-l3 evict,l3-mem miss,l3-mem evict,l1-l2 total,l2-l3 total,l3-mem total
10,1048576,2.162390,,28454158336,536870912,13.15,248.27,80.00,2.85,.82,0,0,13619.00,31486.00,3.67,0,45105.00
20,131072,2.703224,,40513830912,764411904,14.98,282.77,68.56,21.90,9.86,0,0,31592.00,56751.00,31.76,0,88343.00
30,65536,3.911473,,76248252416,1438646272,19.49,367.80,53.28,21.93,9.03,0,0,21429.00,51768.00,30.96,0,73197.00
40,16384,2.798197,,47648210944,899022848,17.02,321.28,61.92,35.56,8.66,5.04,5.01,14918.00,35791.00,44.22,10.05,50709.00
50,8192,2.503706,,48016392192,905969664,19.17,361.84,54.80,34.82,8.50,17.75,17.71,21173.00,35249.00,43.32,35.46,56422.00
60,4096,2.279185,,42356473856,799178752,18.58,350.63,56.40,34.20,8.37,17.59,17.55,15532.00,31329.00,42.57,35.14,46861.00
70,4096,3.336003,,68259414016,1287913472,20.45,386.06,50.48,33.83,8.31,17.32,17.28,22481.00,48886.00,42.14,34.60,71367.00
80,2048,2.749376,,51509772288,971882496,18.73,353.49,54.80,34.46,8.25,17.17,17.13,20630.00,38724.00,42.71,34.30,59354.00
90,2048,3.817294,,73969696768,1395654656,19.37,365.61,53.28,33.49,8.23,17.03,16.99,160704.00,214770.00,41.72,34.02,375474.00
100,1024,2.587242,,51080372224,963780608,19.74,372.51,51.84,33.27,8.19,16.93,16.90,1074227.00,1333031.00,41.46,33.83,2407258.00
110,1024,3.297175,,68367089664,1289945088,20.73,391.22,50.48,33.15,8.17,16.88,16.85,4149438.00,4954956.00,41.32,33.73,9104394.00
120,512,2.312766,,44585316352,841232384,19.27,363.73,53.28,33.10,8.15,16.95,16.92,9019995.00,10837882.00,41.25,33.87,19857877.00
130,512,2.962843,,56908316672,1073741824,19.20,362.40,53.28,33.19,8.15,17.19,17.17,22277220.00,27189476.00,41.34,34.36,49466696.00
140,512,3.715158,,71315361792,1345572864,19.19,362.18,53.28,33.00,8.13,17.56,17.54,43962870.00,54079050.00,41.13,35.10,98041920.00
150,256,2.153296,,43984633856,829898752,20.42,385.40,50.48,32.94,8.12,18.57,18.55,38430460.00,48123389.00,41.06,37.12,86553849.00
160,256,3.012056,,53516425216,1009743872,17.76,335.23,58.16,34.96,8.12,19.91,19.89,61797170.00,79310070.00,43.08,39.80,141107240.00
170,256,3.206553,,64334462976,1213857792,20.06,378.55,51.84,32.81,8.11,22.37,22.36,92904500.00,119415400.00,40.92,44.73,212319900.00
180,128,2.061390,,38260077568,721888256,18.56,350.19,56.40,32.83,8.10,24.27,24.26,61732860.00,75545240.00,40.93,48.53,137278100.00
190,128,2.241258,,45077454848,850518016,20.10,379.47,51.84,32.77,8.10,27.02,27.01,76456380.00,89622620.00,40.87,54.03,166079000.00
200,128,2.925369,,52660067328,993586176,18.00,339.64,58.16,32.81,8.09,29.15,29.14,90660900.00,104668830.00,40.90,58.29,195329730.00
210,128,3.063089,,61048619008,1151860736,19.92,376.04,51.84,32.66,8.09,30.73,30.72,105279570.00,121287680.00,40.75,61.45,226567250.00
220,128,4.064384,,70283813888,1326109696,17.29,326.27,60.00,32.93,8.10,31.74,31.73,121619140.00,139575280.00,41.03,63.47,261194420.00
230,128,4.013992,,80406355968,1517101056,20.02,377.95,51.84,32.80,8.08,32.21,32.20,138695010.00,159619420.00,40.88,64.41,298314430.00
240,64,2.734835,,45728474624,862801408,16.71,315.48,61.92,33.63,8.09,32.47,32.46,78253530.00,90762500.00,41.72,64.93,169016030.00
250,64,2.630899,,51738148864,976191488,19.66,371.04,53.28,32.83,8.07,32.52,32.51,88043550.00,102669320.00,40.90,65.03,190712870.00
