N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,17.55,1350.00,CPU bound,17.55,1350.00,,1350.00,386.16,16.0,14.0,0.0,0.0,0.0,16.0 ,16.0,14.0,0.0,0.0,0.0,16.0 ,55.94,45.6,26.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,17.55,1350.00,CPU bound,17.55,1350.00,,1080.00,496.08,16.0,14.0,7.2,0.0,0.0,21.2 ,16.0,14.0,6.0,0.0,0.0,20.0 ,43.54,33.4,19.3,7.3,0.1,0.0,20.08,9.12,29.20,0,.24,.24,0,0,0,19.87,9.12,28.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,16.72,1286.15,CPU bound,17.55,1350.00,,830.76,335.25,16.0,14.0,6.8,6.8,0.0,27.5 ,16.0,14.0,6.0,6.0,0.0,26.0 ,64.43,26.4,15.1,7.4,6.8,0.0,20.80,8.72,29.52,18.40,8.64,27.04,0,0,0,18.37,8.62,26.99,18.37,8.62,26.99,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,15.63,1202.30,0.31,16.62,1278.46,0.33,720.00,334.40,16.0,14.0,10.6,6.5,0.0,31.2 ,16.0,14.0,10.0,6.0,0.0,30.0 ,64.59,26.1,14.9,10.8,6.6,0.0,34.48,8.48,42.96,18.16,8.48,26.64,0,0,0,34.12,8.37,42.49,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,15.78,1213.84,0.31,16.62,1278.46,0.33,720.00,345.24,16.0,14.0,10.5,6.4,0.0,31.0 ,16.0,14.0,10.0,6.0,0.0,30.0 ,62.57,22.7,13.4,10.6,6.7,0.0,33.92,8.40,42.32,18.48,8.32,26.80,0,0,0,33.75,8.37,42.12,17.37,8.37,25.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,15.93,1225.38,0.31,16.62,1278.46,0.33,720.00,335.61,16.0,14.0,10.4,6.4,0.0,30.9 ,16.0,14.0,10.0,6.0,0.0,30.0 ,64.36,23.5,13.5,10.5,6.7,0.0,33.60,8.32,41.92,18.40,8.24,26.64,0,0,0,33.50,8.25,41.75,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,16.03,1233.07,0.31,16.62,1278.46,0.33,720.00,345.91,16.0,14.0,10.4,6.4,0.0,30.8 ,16.0,14.0,10.0,6.0,0.0,30.0 ,62.44,21.2,12.7,10.4,7.7,0.0,33.36,8.24,41.60,22.40,8.24,30.64,0,0,0,33.25,8.25,41.50,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,16.12,1240.00,0.32,16.62,1278.46,0.33,720.00,340.58,16.0,14.0,10.3,6.5,0.0,30.8 ,16.0,14.0,10.0,6.0,0.0,30.0 ,63.42,21.7,12.9,10.6,9.4,0.0,34.08,8.24,42.32,29.28,8.24,37.52,0,0,0,33.00,8.25,41.25,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,16.17,1243.84,0.32,16.62,1278.46,0.33,720.00,347.23,16.0,14.0,10.3,6.5,0.0,30.8 ,16.0,14.0,10.0,6.0,0.0,30.0 ,62.21,20.4,12.3,10.3,10.2,0.0,33.20,8.24,41.44,32.48,8.16,40.64,0,0,0,32.87,8.25,41.12,17.87,8.12,25.99,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,10.19,783.84,0.32,10.23,786.92,0.33,635.29,340.48,16.0,14.0,10.3,10.0,0.0,34.3 ,16.0,14.0,10.0,10.0,0.0,34.0 ,63.44,20.8,12.5,10.3,10.3,1.0,32.88,8.16,41.04,32.88,8.16,41.04,1.28,.64,1.92,32.87,8.12,40.99,32.00,8.12,40.12,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
110,10.00,769.23,0.32,9.43,725.38,0.54,463.34,335.25,16.0,14.0,10.2,10.2,1.4,35.9 ,16.0,14.0,10.0,10.0,12.6,46.6 ,64.43,19.9,12.0,10.3,10.3,5.3,32.88,8.16,41.04,32.96,8.08,41.04,6.72,3.28,10.00,32.75,8.12,40.87,32.75,8.12,40.87,1.37,1.37,2.74,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
120,9.22,709.23,0.53,9.43,725.38,0.54,463.51,323.05,16.0,14.0,10.2,10.2,12.9,47.3 ,16.0,14.0,10.0,10.0,12.6,46.6 ,66.86,20.3,12.2,10.2,10.2,10.4,32.80,8.16,40.96,32.72,8.16,40.88,13.20,6.56,19.76,32.62,8.12,40.74,32.62,8.12,40.74,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
130,9.23,710.00,0.53,9.43,725.38,0.54,463.51,331.43,16.0,14.0,10.2,10.2,12.8,47.2 ,16.0,14.0,10.0,10.0,12.6,46.6 ,65.17,19.5,11.9,10.2,10.2,12.0,32.72,8.16,40.88,32.56,8.08,40.64,15.28,7.52,22.80,32.62,8.12,40.74,32.62,8.12,40.74,16.37,8.12,24.49,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
