N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,2.93,133.18,0.0,CPU bound,2.93,133.18,0.0,CPU bound,31.7,39.9,0.0,0.0,0.0,70.64,135.90,72.0,48.4,0.0,0.0,0.0,72.00,266.66,72.0,48.4,0.0,0.0,0.0,72.00,266.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2.93,133.18,43.345164901306724,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.3,27.2,10.6,0.0,0.0,57.25,167.67,72.0,48.4,11.0,0.0,0.0,72.00,266.66,72.0,48.4,9.0,0.0,0.0,72.00,266.66,75.76,9.20,84.96,0,0,0,0,0,0,76.37,11.37,87.74,0,0,0,0,0,0,64.00,8.00,72.00,0,0,0,0,0,0
30,2.93,133.18,42.95151847316622,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.4,25.4,11.4,0.0,0.0,59.77,160.61,72.0,48.4,10.9,0.0,0.0,72.00,266.66,72.0,48.4,9.0,0.0,0.0,72.00,266.66,82.16,9.36,91.52,0,0,0,0,0,0,77.75,9.37,87.12,0,0,0,0,0,0,64.00,8.00,72.00,0,0,0,0,0,0
40,2.93,133.18,42.62045705269027,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.1,24.7,10.7,21.4,0.1,58.20,164.95,72.0,48.4,10.8,11.1,0.0,72.00,266.66,72.0,48.4,9.0,8.0,0.0,72.00,266.66,76.72,8.56,85.28,21.44,21.44,42.88,.40,0,.40,77.00,9.37,86.37,22.12,22.12,44.24,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
50,2.93,133.18,39.540006015529194,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.1,24.3,10.3,21.1,0.1,57.05,168.26,72.0,48.4,10.0,10.1,0.0,72.00,266.66,72.0,48.4,9.0,8.0,0.0,72.00,266.66,73.76,8.72,82.48,21.12,21.12,42.24,.16,0,.16,71.37,8.75,80.12,20.25,20.25,40.50,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
60,2.93,133.18,39.980549945189125,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.0,24.1,10.0,20.5,0.0,56.50,169.92,72.0,48.4,10.1,10.2,0.0,72.00,266.66,72.0,48.4,9.0,8.0,0.0,72.00,266.66,71.92,8.32,80.24,20.48,20.48,40.96,.08,0,.08,72.12,8.87,80.99,20.25,20.37,40.62,0,0,0,64.00,8.00,72.00,16.00,8.00,24.00,0,0,0
70,2.93,133.18,38.28564894601542,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.2,23.9,9.9,21.1,0.4,68.60,139.94,72.0,48.4,9.7,10.1,9.7,77.84,246.65,72.0,48.4,9.0,8.0,8.8,74.21,258.72,71.04,8.56,79.60,21.04,21.04,42.08,.72,.32,1.04,69.12,8.50,77.62,6.00,20.12,26.12,14.25,10.25,24.50,64.00,8.00,72.00,16.00,8.00,24.00,16.00,8.00,24.00
80,2.93,133.18,38.759148859069725,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.9,23.8,10.6,58.5,3.0,70.85,135.50,72.0,48.4,9.8,9.0,9.8,76.99,249.38,72.0,48.4,9.0,8.0,8.8,74.21,258.72,76.40,8.64,85.04,58.48,58.48,116.96,6.56,1.60,8.16,69.87,8.62,78.49,0,18.00,18.00,18.00,8.62,26.62,64.00,8.00,72.00,16.00,8.00,24.00,16.00,8.00,24.00
90,2.93,133.18,37.618616434025334,CPU bound,2.93,133.18,35.53727506426735,CPU bound,28.1,23.7,9.8,38.8,5.5,60.44,158.84,72.0,48.4,9.5,8.8,9.5,76.22,251.90,72.0,48.4,9.0,8.0,8.8,74.21,258.72,70.08,8.40,78.48,38.88,38.80,77.68,7.76,6.16,13.92,67.87,8.37,76.24,0,17.50,17.50,17.50,8.37,25.87,64.00,8.00,72.00,16.00,8.00,24.00,16.00,8.00,24.00
100,1.87,85.00,112.98320686106345,0.08,2.93,133.18,56.7429451000513,CPU bound,28.1,23.6,11.7,52.1,7.9,61.95,154.96,72.0,48.4,9.6,34.3,9.6,101.92,188.38,72.0,48.4,9.0,32.0,8.8,98.21,195.49,85.20,8.40,93.60,52.08,52.08,104.16,13.60,7.76,21.36,68.62,8.50,77.12,51.12,68.62,119.74,17.50,8.50,26.00,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
110,1.91,86.81,110.40862847341339,0.08,2.93,133.18,56.7429451000513,CPU bound,28.0,23.5,9.8,61.1,9.4,61.64,155.75,72.0,48.4,9.4,33.5,9.4,100.78,190.51,72.0,48.4,9.0,32.0,8.8,98.21,195.49,70.00,8.32,78.32,61.12,61.12,122.24,17.28,8.16,25.44,67.12,8.25,75.37,49.75,67.00,116.75,17.25,8.50,25.75,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
120,1.89,85.90,111.69024752707747,0.08,2.93,133.18,56.7429451000513,CPU bound,28.1,23.5,9.8,66.0,10.1,64.45,148.95,72.0,48.4,9.5,33.9,9.4,101.28,189.57,72.0,48.4,9.0,32.0,8.8,98.21,195.49,70.48,8.32,78.80,66.00,66.00,132.00,19.28,8.16,27.44,67.87,8.37,76.24,50.50,67.87,118.37,17.25,8.37,25.62,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
130,1.93,87.72,109.70781200686108,0.08,2.93,133.18,56.7429451000513,CPU bound,28.5,23.5,11.1,64.3,9.4,69.77,137.60,72.0,48.4,10.3,33.3,9.3,101.35,189.44,72.0,48.4,9.0,32.0,8.8,98.21,195.49,80.16,8.72,88.88,64.32,64.32,128.64,17.68,7.84,25.52,74.25,8.25,82.50,49.50,66.62,116.12,17.12,8.25,25.37,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
