N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
140,1.91,86.81,110.65628542024014,0.08,2.93,133.18,56.7429451000513,CPU bound,28.1,23.4,10.6,67.1,10.3,63.28,151.72,72.0,48.4,10.5,33.6,9.3,101.78,188.64,72.0,48.4,9.0,32.0,8.8,98.21,195.49,76.16,8.56,84.72,67.12,67.04,134.16,19.92,8.16,28.08,75.50,8.37,83.87,50.12,67.25,117.37,17.00,8.25,25.25,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
150,1.94,88.18,109.08768981554589,0.08,2.93,133.18,59.22879177377893,CPU bound,28.1,23.4,10.9,66.8,10.4,65.88,145.72,72.0,48.4,10.2,33.1,9.3,101.00,190.09,72.0,48.4,15.0,32.0,8.8,104.21,184.24,78.80,8.64,87.44,66.80,66.80,133.60,20.16,8.24,28.40,73.50,8.25,81.75,49.37,66.25,115.62,16.87,8.25,25.12,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
160,1.92,87.27,109.99560780237904,0.08,2.93,133.18,59.22879177377893,CPU bound,28.7,23.4,12.1,66.9,9.9,73.26,131.05,72.0,48.4,11.5,33.4,9.3,102.54,187.24,72.0,48.4,15.0,32.0,8.8,104.21,184.24,87.92,8.56,96.48,66.96,66.88,133.84,19.36,7.68,27.04,83.37,8.25,91.62,49.87,66.75,116.62,16.87,8.37,25.24,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
170,1.95,88.63,108.51800480274443,0.08,2.93,133.18,59.22879177377893,CPU bound,28.3,23.3,12.6,66.9,10.1,67.48,142.27,72.0,48.4,11.3,33.0,9.2,101.84,188.53,72.0,48.4,15.0,32.0,8.8,104.21,184.24,91.76,8.72,100.48,66.88,66.88,133.76,19.36,8.24,27.60,82.25,8.25,90.50,49.12,65.87,114.99,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
180,1.93,87.72,109.44223945111492,0.08,2.93,133.18,59.22879177377893,CPU bound,28.4,23.9,15.4,66.7,10.1,64.67,148.45,72.0,48.4,15.5,33.2,9.2,106.34,180.55,72.0,48.4,15.0,32.0,8.8,104.21,184.24,114.56,8.64,123.20,66.72,66.72,133.44,19.36,8.08,27.44,115.87,8.25,124.12,49.62,66.50,116.12,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
190,1.95,88.63,108.26408226277732,0.08,2.93,133.18,59.22879177377893,CPU bound,28.5,23.9,14.0,66.6,10.3,68.06,141.06,72.0,48.4,14.2,32.9,9.1,104.66,183.45,72.0,48.4,15.0,32.0,8.8,104.21,184.24,102.96,8.72,111.68,66.56,66.56,133.12,19.84,8.16,28.00,105.75,8.12,113.87,49.00,65.75,114.75,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
200,1.94,88.18,109.12292006861064,0.08,2.93,133.18,59.22879177377893,CPU bound,27.7,23.8,15.3,66.5,10.1,65.38,146.84,72.0,48.4,15.5,33.1,9.2,106.16,180.85,72.0,48.4,15.0,32.0,8.8,104.21,184.24,113.84,8.72,122.56,66.48,66.48,132.96,19.52,8.08,27.60,115.50,8.25,123.75,49.50,66.25,115.75,16.75,8.12,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
210,1.95,88.63,108.07538387650087,0.08,2.93,133.18,59.22879177377893,CPU bound,28.3,23.8,15.5,66.4,10.8,65.46,146.66,72.0,48.4,15.3,32.8,9.1,105.66,181.71,72.0,48.4,15.0,32.0,8.8,104.21,184.24,115.44,8.80,124.24,66.40,66.32,132.72,21.28,8.16,29.44,114.25,8.12,122.37,49.00,65.62,114.62,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
220,1.94,88.18,108.68668831352613,0.08,2.93,133.18,59.22879177377893,CPU bound,28.4,23.7,15.5,66.3,10.4,66.29,144.82,72.0,48.4,15.4,33.0,9.2,106.01,181.11,72.0,48.4,15.0,32.0,8.8,104.21,184.24,115.36,8.64,124.00,66.32,66.32,132.64,20.32,8.08,28.40,115.12,8.25,123.37,49.37,66.00,115.37,16.62,8.37,24.99,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
230,1.96,89.09,107.74499897084048,0.08,2.93,133.18,59.22879177377893,CPU bound,28.3,23.7,15.6,66.3,10.3,65.11,147.44,72.0,48.4,15.3,32.7,11.3,107.68,178.30,72.0,48.4,15.0,32.0,8.8,104.21,184.24,116.16,8.72,124.88,66.24,66.24,132.48,19.92,8.16,28.08,114.12,8.12,122.24,42.87,65.37,108.24,22.62,8.12,30.74,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
240,1.95,88.63,108.47163499142367,0.08,2.93,133.18,59.22879177377893,CPU bound,28.6,23.7,13.8,66.1,14.2,75.76,126.71,72.0,48.4,13.4,32.9,18.4,113.13,169.71,72.0,48.4,15.0,32.0,8.8,104.21,184.24,101.44,8.64,110.08,66.16,66.08,132.24,30.64,8.00,38.64,98.62,8.25,106.87,24.12,65.87,89.99,41.75,8.50,50.25,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
250,1.96,89.09,107.615374271012,0.08,2.93,133.18,59.22879177377893,CPU bound,28.2,23.6,15.6,66.1,10.3,64.01,149.98,72.0,48.4,15.3,32.7,19.6,115.95,165.58,72.0,48.4,15.0,32.0,8.8,104.21,184.24,116.32,8.64,124.96,66.08,66.08,132.16,19.92,8.16,28.08,113.87,8.12,121.99,19.75,65.37,85.12,45.62,7.75,53.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
260,1.95,88.63,108.0764915469836,0.08,2.93,133.18,59.22879177377893,CPU bound,28.4,23.6,15.8,66.0,10.6,69.18,138.78,72.0,48.4,15.4,32.8,23.6,120.17,159.77,72.0,48.4,15.0,32.0,8.8,104.21,184.24,117.68,8.56,126.24,66.00,66.00,132.00,20.88,8.08,28.96,114.62,8.25,122.87,9.87,65.62,75.49,55.87,8.50,64.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
270,1.96,89.09,107.50950387789916,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.6,15.6,65.9,10.9,64.48,148.88,72.0,48.4,15.2,32.6,21.4,117.72,163.09,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.92,8.64,124.56,65.92,65.92,131.84,21.44,8.16,29.60,113.75,8.12,121.87,14.12,65.25,79.37,51.12,7.25,58.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
280,1.96,89.09,107.91524784183505,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.6,15.6,65.8,11.2,66.83,143.65,72.0,48.4,15.3,32.8,26.3,122.76,156.40,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.92,8.56,124.48,65.84,65.84,131.68,22.32,8.08,30.40,114.50,8.12,122.62,2.75,65.50,68.25,62.75,8.75,71.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
290,1.97,89.54,107.19066895368783,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.6,15.6,65.8,11.5,67.08,143.10,72.0,48.4,15.2,32.5,26.3,122.43,156.82,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.84,8.56,124.40,65.76,65.76,131.52,23.28,8.16,31.44,113.62,8.12,121.74,1.62,65.12,66.74,63.50,8.00,71.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
300,1.96,89.09,108.01004459691251,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.5,15.5,65.7,12.3,67.68,141.85,72.0,48.4,15.3,32.8,27.0,123.52,155.44,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.44,8.48,123.92,65.76,65.76,131.52,25.52,8.08,33.60,114.25,8.12,122.37,.12,65.62,65.74,65.50,8.12,73.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
310,1.97,89.54,107.10481379438909,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.5,15.5,65.7,13.0,68.25,140.65,72.0,48.4,15.2,32.5,24.8,120.88,158.83,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.60,8.56,124.16,65.68,65.68,131.36,27.36,8.08,35.44,113.50,8.12,121.62,5.75,65.00,70.75,59.37,8.12,67.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
320,1.96,89.09,107.64962469982846,0.08,2.93,133.18,70.8468930172966,CPU bound,29.4,23.5,15.9,65.6,17.9,88.52,108.45,72.0,48.4,15.3,32.7,27.0,123.37,155.62,72.0,48.4,15.0,32.0,26.4,121.83,157.59,118.80,8.48,127.28,65.60,65.60,131.20,40.64,8.08,48.72,114.12,8.12,122.24,0,65.37,65.37,65.37,8.12,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
330,1.97,89.54,107.03104216458256,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.5,15.5,65.6,14.2,70.54,136.09,72.0,48.4,15.2,32.5,26.8,122.93,156.18,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.44,8.48,123.92,65.52,65.52,131.04,30.64,8.08,38.72,113.37,8.12,121.49,0,65.00,65.00,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
340,1.96,89.09,107.55161578044597,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.5,15.5,65.9,14.8,72.20,132.96,72.0,48.4,15.3,32.7,27.0,123.34,155.66,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.28,8.48,123.76,65.92,65.92,131.84,32.16,8.08,40.24,114.00,8.12,122.12,0,65.37,65.37,65.37,8.25,73.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
350,1.97,89.54,106.96040068610634,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.5,15.5,65.5,15.7,72.21,132.95,72.0,48.4,15.2,32.5,26.8,122.88,156.25,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.44,8.48,123.92,65.44,65.44,130.88,34.80,8.08,42.88,113.37,8.12,121.49,0,65.00,65.00,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
360,1.97,89.54,107.45997149788623,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.4,15.5,65.5,16.9,75.59,127.01,72.0,48.4,15.3,32.6,26.9,123.23,155.80,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.44,8.40,123.84,65.44,65.44,130.88,37.92,8.08,46.00,113.87,8.12,121.99,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
370,1.98,90.00,106.90773815476311,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.4,15.5,65.4,17.7,76.05,126.23,72.0,48.4,15.2,32.5,26.7,122.77,156.38,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.20,8.48,123.68,65.44,65.44,130.88,40.24,8.08,48.32,113.25,8.12,121.37,0,64.87,64.87,64.87,7.87,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
380,1.97,89.54,107.37460718339581,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.4,15.4,66.1,19.6,81.55,117.72,72.0,48.4,15.2,32.6,26.9,123.16,155.89,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.12,8.40,123.52,66.16,66.16,132.32,45.36,8.08,53.44,113.75,8.12,121.87,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
390,1.98,90.00,106.85764939965696,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.4,15.4,65.3,20.2,79.60,120.61,72.0,48.4,15.2,32.4,26.8,122.80,156.35,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.04,8.40,123.44,65.36,65.36,130.72,46.80,8.08,54.88,113.25,8.12,121.37,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
400,1.97,89.54,107.3018894340151,0.08,2.93,133.18,70.8468930172966,CPU bound,28.6,23.4,15.7,65.3,21.9,89.31,107.49,72.0,48.4,15.2,32.6,26.9,123.09,155.98,72.0,48.4,15.0,32.0,26.4,121.83,157.59,117.28,8.40,125.68,65.28,65.28,130.56,51.68,8.08,59.76,113.75,8.12,121.87,0,65.12,65.12,65.12,8.00,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
410,1.98,90.00,106.8197104631218,0.08,2.93,133.18,70.8468930172966,CPU bound,28.2,23.4,15.4,65.3,22.4,83.73,114.65,72.0,48.4,15.2,32.4,26.8,122.81,156.33,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.88,8.40,123.28,65.28,65.28,130.56,52.96,8.08,61.04,113.12,8.12,121.24,0,64.87,64.87,64.87,8.25,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
420,1.97,89.54,107.24810428816467,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.4,15.4,65.2,24.8,89.94,106.74,72.0,48.4,15.2,32.6,27.0,123.15,155.90,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.72,8.32,123.04,65.28,65.20,130.48,59.36,8.08,67.44,113.62,8.12,121.74,0,65.12,65.12,65.12,8.37,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
430,1.98,90.00,106.78177152658662,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.4,15.4,65.2,25.7,88.35,108.66,72.0,48.4,15.1,32.4,26.8,122.74,156.42,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.80,8.40,123.20,65.20,65.20,130.40,61.92,8.08,70.00,113.12,8.12,121.24,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
440,1.97,89.54,107.18803430531732,0.08,2.93,133.18,70.8468930172966,CPU bound,28.4,23.4,15.4,65.2,26.3,90.95,105.55,72.0,48.4,15.2,32.5,26.9,123.04,156.04,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.88,8.32,123.20,65.20,65.20,130.40,63.60,8.08,71.68,113.50,8.12,121.62,0,65.12,65.12,65.12,8.12,73.24,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
450,1.98,90.00,106.54678410892404,0.09,2.93,133.18,70.8468930172966,CPU bound,28.5,23.4,15.5,65.1,26.8,95.04,101.01,72.0,48.4,15.1,32.4,26.7,122.62,156.58,72.0,48.4,15.0,32.0,26.4,121.83,157.59,115.28,8.40,123.68,65.20,65.12,130.32,64.80,8.08,72.88,113.00,8.12,121.12,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
460,1.98,90.00,106.77702915951976,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.3,15.4,65.1,26.9,92.54,103.74,72.0,48.4,15.2,32.4,26.8,122.80,156.35,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.64,8.32,122.96,65.12,65.12,130.24,65.28,8.08,73.36,113.50,8.12,121.62,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
470,1.99,90.45,106.35337770154375,0.09,2.93,133.18,70.8468930172966,CPU bound,28.3,23.3,15.4,65.1,26.9,91.14,105.33,72.0,48.4,15.1,32.3,26.7,122.50,156.73,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.88,8.32,123.20,65.12,65.12,130.24,65.28,8.08,73.36,113.00,8.12,121.12,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
480,1.98,90.00,106.72014743896936,0.08,2.93,133.18,70.8468930172966,CPU bound,28.6,23.3,15.6,65.1,27.0,97.05,98.92,72.0,48.4,15.2,32.4,26.8,122.76,156.40,72.0,48.4,15.0,32.0,26.4,121.83,157.59,116.88,8.32,125.20,65.12,65.04,130.16,65.36,8.08,73.44,113.37,8.12,121.49,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
490,1.99,90.45,106.30858867924529,0.09,2.93,133.18,70.8468930172966,CPU bound,28.3,23.3,15.4,65.1,27.0,92.69,103.57,72.0,48.4,15.1,32.3,26.7,122.47,156.77,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.72,8.32,123.04,65.12,65.04,130.16,65.60,8.08,73.68,113.00,8.12,121.12,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
500,1.98,90.00,106.66321234991423,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.3,15.4,65.0,27.0,92.39,103.91,72.0,48.4,15.2,32.4,26.8,122.72,156.45,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.56,8.32,122.88,65.04,65.04,130.08,65.60,8.00,73.60,113.37,8.12,121.49,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
510,1.99,90.45,106.278571540556,0.09,2.93,133.18,70.8468930172966,CPU bound,28.2,23.3,16.6,65.0,27.1,101.00,95.05,72.0,48.4,15.1,32.3,26.7,122.45,156.79,72.0,48.4,15.0,32.0,26.4,121.83,157.59,124.72,8.40,133.12,65.04,65.04,130.08,65.76,8.08,73.84,112.87,8.12,120.99,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
520,1.98,90.00,106.61897491809185,0.08,2.93,133.18,70.8468930172966,CPU bound,28.3,23.3,15.4,65.0,27.0,91.06,105.42,72.0,48.4,15.2,32.4,26.7,122.69,156.49,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.88,8.32,123.20,65.04,64.96,130.00,65.52,8.00,73.52,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
530,1.99,90.45,106.24010490501405,0.09,2.93,133.18,70.8468930172966,CPU bound,27.4,23.3,15.3,65.0,27.0,91.30,105.15,72.0,48.4,15.1,32.3,26.6,122.42,156.83,72.0,48.4,15.0,32.0,26.4,121.83,157.59,114.48,8.32,122.80,65.04,64.96,130.00,65.52,8.08,73.60,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
