N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
110,2.08,56.21,110.40862847341337,CPU bound,2.08,56.21,56.742945100051315,,56.08,79.29,171.2,100.4,9.4,33.5,9.4,171.16,171.2,100.4,9.0,32.0,8.8,171.16,121.07,59.2,48.6,10.2,60.8,9.4,73.20,8.32,81.52,60.80,60.72,121.52,17.44,8.16,25.60,67.12,8.25,75.37,49.75,67.00,116.75,17.25,8.50,25.75,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
120,2.08,56.21,111.69024752707747,CPU bound,2.08,56.21,56.742945100051315,,56.06,78.94,171.2,100.4,9.5,33.9,9.4,171.16,171.2,100.4,9.0,32.0,8.8,171.16,121.60,57.5,48.5,10.4,65.9,10.3,74.32,8.48,82.80,65.92,65.92,131.84,19.92,8.16,28.08,67.87,8.37,76.24,50.50,67.87,118.37,17.25,8.37,25.62,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
130,2.08,56.21,109.70781200686108,CPU bound,2.08,56.21,56.742945100051315,,56.06,78.26,171.2,100.4,9.4,33.3,9.3,171.16,171.2,100.4,9.0,32.0,8.8,171.16,122.68,59.4,48.3,12.4,64.5,9.5,89.92,9.12,99.04,64.48,64.48,128.96,17.84,7.92,25.76,66.62,8.25,74.87,49.50,66.62,116.12,17.12,8.25,25.37,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
140,2.08,56.21,110.65628542024014,CPU bound,2.08,56.21,56.742945100051315,,56.06,78.92,171.2,100.4,10.5,33.6,9.3,171.16,171.2,100.4,9.0,32.0,8.8,171.16,121.64,57.4,48.2,12.4,67.2,10.3,89.84,9.20,99.04,67.20,67.12,134.32,19.92,8.16,28.08,75.50,8.37,83.87,50.12,67.25,117.37,17.00,8.25,25.25,64.00,8.00,72.00,64.00,8.00,72.00,16.00,8.00,24.00
150,2.08,56.21,109.08768981554587,CPU bound,2.08,56.21,59.228791773778916,,56.08,78.51,171.2,100.4,10.2,33.1,9.3,171.16,171.2,100.4,15.0,32.0,8.8,171.16,122.28,59.1,48.2,12.3,66.9,10.4,88.88,9.12,98.00,66.88,66.88,133.76,20.16,8.24,28.40,73.50,8.25,81.75,49.37,66.25,115.62,16.87,8.25,25.12,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
160,2.08,56.21,109.99560780237901,CPU bound,2.08,56.21,59.228791773778916,,56.08,75.64,171.2,100.4,11.5,33.4,9.3,171.16,171.2,100.4,15.0,32.0,8.8,171.16,126.91,59.4,48.1,13.7,66.9,9.9,100.56,9.36,109.92,66.88,66.88,133.76,19.36,7.76,27.12,83.37,8.25,91.62,49.87,66.75,116.62,16.87,8.37,25.24,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
170,2.08,56.21,108.51800480274443,CPU bound,2.08,56.21,59.228791773778916,,56.06,77.72,171.2,100.4,12.3,33.0,9.2,171.16,171.2,100.4,15.0,32.0,8.8,171.16,123.52,60.4,48.0,13.2,66.9,10.1,96.32,9.36,105.68,66.96,66.96,133.92,19.20,8.24,27.44,89.87,8.25,98.12,49.12,65.87,114.99,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
180,2.08,56.21,109.44223945111492,CPU bound,2.08,56.21,59.228791773778916,,56.08,78.98,171.2,100.4,15.5,33.2,9.2,171.16,171.2,100.4,15.0,32.0,8.8,171.16,121.54,57.3,48.0,15.9,66.7,10.1,117.92,9.20,127.12,66.72,66.72,133.44,19.28,8.08,27.36,115.87,8.25,124.12,49.62,66.50,116.12,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
190,2.08,56.21,108.26408226277734,CPU bound,2.08,56.21,59.228791773778916,,56.08,79.93,171.2,100.4,14.2,32.9,9.1,171.16,171.2,100.4,15.0,32.0,8.8,171.16,120.10,58.6,47.9,14.6,66.7,10.2,108.08,9.04,117.12,66.72,66.72,133.44,19.44,8.16,27.60,105.75,8.12,113.87,49.00,65.75,114.75,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
200,2.08,56.21,109.12292006861065,CPU bound,2.08,56.21,59.228791773778916,,56.06,78.53,171.2,100.4,15.5,33.1,9.2,171.16,171.2,100.4,15.0,32.0,8.8,171.16,122.24,57.6,47.9,1.1,66.5,10.1,0,9.12,9.12,66.56,66.48,133.04,19.44,8.08,27.52,115.50,8.25,123.75,49.50,66.25,115.75,16.75,8.12,24.87,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
210,2.08,56.21,108.07538387650087,CPU bound,2.08,56.21,59.228791773778916,,56.06,80.10,171.2,100.4,15.3,32.8,9.1,171.16,171.2,100.4,15.0,32.0,8.8,171.16,119.84,58.6,47.8,15.9,66.4,11.0,118.24,9.12,127.36,66.40,66.40,132.80,21.84,8.16,30.00,114.25,8.12,122.37,49.00,65.62,114.62,16.75,8.25,25.00,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
220,2.08,56.21,108.68668831352613,CPU bound,2.08,56.21,59.228791773778916,,56.08,78.20,171.2,100.4,15.4,33.0,9.2,171.16,171.2,100.4,15.0,32.0,8.8,171.16,122.76,57.6,47.8,15.9,66.3,10.4,117.84,8.96,126.80,66.32,66.32,132.64,20.08,8.08,28.16,115.12,8.25,123.37,49.37,66.00,115.37,16.62,8.37,24.99,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
230,2.08,56.21,107.74499897084048,CPU bound,2.08,56.21,59.228791773778916,,56.08,79.62,171.2,100.4,15.3,32.7,11.3,171.16,171.2,100.4,15.0,32.0,8.8,171.16,120.57,58.6,47.7,15.8,66.3,10.4,117.76,9.04,126.80,66.32,66.32,132.64,20.08,8.16,28.24,114.12,8.12,122.24,42.87,65.37,108.24,22.62,8.12,30.74,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
240,2.08,56.21,108.47163499142367,CPU bound,2.08,56.21,59.228791773778916,,56.06,72.85,171.2,100.4,13.3,32.9,18.4,171.16,171.2,100.4,15.0,32.0,8.8,171.16,131.78,60.8,47.7,16.2,66.2,14.4,120.40,9.36,129.76,66.24,66.16,132.40,31.04,8.08,39.12,98.50,8.25,106.75,24.12,65.87,89.99,41.75,8.50,50.25,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
250,2.08,56.21,107.615374271012,CPU bound,2.08,56.21,59.228791773778916,,56.06,79.40,171.2,100.4,15.3,32.7,19.6,171.16,171.2,100.4,15.0,32.0,8.8,171.16,120.91,58.6,47.7,15.7,66.2,10.4,116.64,8.96,125.60,66.16,66.16,132.32,20.08,8.16,28.24,113.87,8.12,121.99,19.75,65.37,85.12,45.62,7.75,53.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
260,2.08,56.21,108.0764915469836,CPU bound,2.08,56.21,59.228791773778916,,56.06,75.80,171.2,100.4,15.4,32.8,23.6,172.17,171.2,100.4,15.0,32.0,8.8,171.16,126.65,57.8,47.7,1.1,66.2,10.7,0,8.80,8.80,66.24,66.16,132.40,21.12,8.08,29.20,114.62,8.25,122.87,9.87,65.62,75.49,55.87,8.50,64.37,112.00,8.00,120.00,64.00,8.00,72.00,16.00,8.00,24.00
270,2.08,56.21,107.50950387789918,CPU bound,2.08,56.21,70.84689301729661,,55.22,79.48,171.2,100.4,15.2,32.6,21.4,171.16,171.2,100.4,15.0,32.0,26.4,173.83,120.78,58.4,47.6,15.9,65.9,10.9,118.00,8.88,126.88,65.92,65.92,131.84,21.60,8.16,29.76,113.75,8.12,121.87,14.12,65.25,79.37,51.12,7.25,58.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
280,2.08,56.21,107.91524784183503,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.57,171.2,100.4,15.3,32.8,26.3,174.76,171.2,100.4,15.0,32.0,26.4,173.83,122.19,57.7,47.6,16.0,65.8,11.2,119.04,8.80,127.84,65.84,65.84,131.68,22.48,8.08,30.56,114.50,8.12,122.62,2.75,65.50,68.25,62.75,8.75,71.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
290,2.08,56.21,107.1906689536878,CPU bound,2.08,56.21,70.84689301729661,,55.22,77.70,171.2,100.4,15.2,32.5,26.3,174.43,171.2,100.4,15.0,32.0,26.4,173.83,123.55,59.2,47.6,15.8,65.8,11.5,117.52,8.80,126.32,65.76,65.76,131.52,23.28,8.16,31.44,113.62,8.12,121.74,1.62,65.12,66.74,63.50,8.00,71.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
300,2.08,56.21,108.01004459691251,CPU bound,2.08,56.21,70.84689301729661,,55.20,77.69,171.2,100.4,15.3,32.8,27.0,175.52,171.2,100.4,15.0,32.0,26.4,173.83,123.56,57.6,47.6,15.7,65.8,12.4,117.20,8.72,125.92,65.76,65.76,131.52,25.76,8.08,33.84,114.25,8.12,122.37,.12,65.62,65.74,65.50,8.12,73.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
310,2.08,56.21,107.10481379438909,CPU bound,2.08,56.21,70.84689301729661,,55.20,78.58,171.2,100.4,15.2,32.5,24.8,172.88,171.2,100.4,15.0,32.0,26.4,173.83,122.17,57.8,48.1,15.7,65.8,13.2,117.12,8.88,126.00,65.76,65.76,131.52,27.92,8.16,36.08,113.50,8.12,121.62,5.75,65.00,70.75,59.37,8.12,67.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
320,2.08,56.21,107.64962469982846,CPU bound,2.08,56.21,70.84689301729661,,55.22,68.87,171.2,100.4,15.3,32.7,27.0,175.37,171.2,100.4,15.0,32.0,26.4,173.83,139.39,67.0,48.0,16.9,65.6,18.1,126.32,8.96,135.28,65.60,65.60,131.20,41.20,8.08,49.28,114.12,8.12,122.24,0,65.37,65.37,65.37,8.12,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
330,2.08,56.21,107.03104216458256,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.83,171.2,100.4,15.2,32.5,26.8,174.93,171.2,100.4,15.0,32.0,26.4,173.83,121.78,57.8,48.0,15.7,65.6,14.4,116.88,8.80,125.68,65.60,65.60,131.20,31.20,8.08,39.28,113.37,8.12,121.49,0,65.00,65.00,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
340,2.08,56.21,107.55161578044597,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.27,171.2,100.4,15.3,32.7,27.0,175.34,171.2,100.4,15.0,32.0,26.4,173.83,122.65,57.7,48.0,15.7,66.0,15.0,116.48,8.72,125.20,66.00,66.00,132.00,32.80,8.08,40.88,114.00,8.12,122.12,0,65.37,65.37,65.37,8.25,73.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
350,2.08,56.21,106.96040068610634,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.01,171.2,100.4,15.2,32.5,26.8,174.88,171.2,100.4,15.0,32.0,26.4,173.83,123.06,57.8,47.9,15.8,65.5,15.9,117.36,8.72,126.08,65.52,65.52,131.04,35.28,8.08,43.36,113.37,8.12,121.49,0,65.00,65.00,65.00,8.12,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
360,2.08,56.21,107.45997149788623,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.75,171.2,100.4,15.3,32.6,26.9,175.23,171.2,100.4,15.0,32.0,26.4,173.83,121.90,57.9,47.9,15.8,65.5,17.0,117.44,8.72,126.16,65.44,65.44,130.88,38.16,8.08,46.24,113.87,8.12,121.99,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
370,2.08,56.21,106.90773815476311,CPU bound,2.08,56.21,70.84689301729661,,55.20,78.57,171.2,100.4,15.2,32.5,26.7,174.77,171.2,100.4,15.0,32.0,26.4,173.83,122.18,57.8,47.9,15.6,65.4,17.9,116.48,8.72,125.20,65.44,65.44,130.88,40.64,8.08,48.72,113.25,8.12,121.37,0,64.87,64.87,64.87,7.87,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
380,2.08,56.21,107.37460718339581,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.05,171.2,100.4,15.2,32.6,26.9,175.16,171.2,100.4,15.0,32.0,26.4,173.83,123.00,57.9,47.9,15.7,67.3,19.6,116.72,8.64,125.36,67.28,67.28,134.56,45.44,8.08,53.52,113.75,8.12,121.87,0,65.25,65.25,65.25,8.12,73.37,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
390,2.08,56.21,106.85764939965694,CPU bound,2.08,56.21,70.84689301729661,,55.22,79.84,171.2,100.4,15.2,32.4,26.8,174.80,171.2,100.4,15.0,32.0,26.4,173.83,120.24,57.7,47.8,15.6,65.4,20.3,115.92,8.64,124.56,65.36,65.36,130.72,47.12,8.08,55.20,113.25,8.12,121.37,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
400,2.08,56.21,107.3018894340151,CPU bound,2.08,56.21,70.84689301729661,,55.20,74.71,171.2,100.4,15.2,32.6,26.9,175.09,171.2,100.4,15.0,32.0,26.4,173.83,128.50,57.8,47.8,16.7,65.4,21.8,124.72,8.72,133.44,65.36,65.36,130.72,51.36,8.08,59.44,113.75,8.12,121.87,0,65.12,65.12,65.12,8.00,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
410,2.08,56.21,106.8197104631218,CPU bound,2.08,56.21,70.84689301729661,,55.22,79.46,171.2,100.4,15.2,32.4,26.8,174.81,171.2,100.4,15.0,32.0,26.4,173.83,120.81,57.6,47.8,15.6,65.3,22.4,116.08,8.64,124.72,65.36,65.36,130.72,52.96,8.08,61.04,113.12,8.12,121.24,0,64.87,64.87,64.87,8.25,73.12,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
420,2.08,56.21,107.24810428816468,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.57,171.2,100.4,15.2,32.6,27.0,175.15,171.2,100.4,15.0,32.0,26.4,173.83,122.18,57.6,47.8,15.6,65.3,24.8,116.00,8.56,124.56,65.36,65.28,130.64,59.44,8.08,67.52,113.62,8.12,121.74,0,65.12,65.12,65.12,8.37,73.49,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
430,2.08,56.21,106.78177152658661,CPU bound,2.08,56.21,70.84689301729661,,55.20,77.92,171.2,100.4,15.1,32.4,26.8,174.74,171.2,100.4,15.0,32.0,26.4,173.83,123.20,57.8,47.8,15.6,65.2,25.7,116.00,8.72,124.72,65.20,65.20,130.40,61.92,8.08,70.00,113.12,8.12,121.24,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
440,2.08,56.21,107.18803430531732,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.39,171.2,100.4,15.2,32.5,26.9,175.04,171.2,100.4,15.0,32.0,26.4,173.83,122.46,57.8,47.7,1.1,65.2,26.3,0,8.56,8.56,65.20,65.20,130.40,63.52,8.08,71.60,113.50,8.12,121.62,0,65.12,65.12,65.12,8.12,73.24,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
450,2.08,56.21,106.54678410892403,CPU bound,2.08,56.21,70.84689301729661,,55.20,76.25,171.2,100.4,15.1,32.4,26.7,174.62,171.2,100.4,15.0,32.0,26.4,173.83,125.90,57.7,47.7,15.6,65.2,26.8,116.56,8.56,125.12,65.20,65.20,130.40,64.80,8.08,72.88,113.00,8.12,121.12,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
460,2.08,56.21,106.77702915951973,CPU bound,2.08,56.21,70.84689301729661,,55.22,76.85,171.2,100.4,15.2,32.4,26.8,174.80,171.2,100.4,15.0,32.0,26.4,173.83,124.92,57.5,47.7,15.6,65.2,27.0,115.92,8.56,124.48,65.20,65.12,130.32,65.44,8.08,73.52,113.50,8.12,121.62,0,64.87,64.87,64.87,8.12,72.99,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
470,2.08,56.21,106.35337770154372,CPU bound,2.08,56.21,70.84689301729661,,55.22,79.38,171.2,100.4,15.1,32.3,26.7,174.50,171.2,100.4,15.0,32.0,26.4,173.83,120.94,57.8,47.7,1.1,65.1,27.0,0,8.56,8.56,65.20,65.12,130.32,65.36,8.08,73.44,113.00,8.12,121.12,0,64.62,64.62,64.62,8.12,72.74,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
480,2.08,56.21,106.72014743896936,CPU bound,2.08,56.21,70.84689301729661,,55.20,72.61,171.2,100.4,15.2,32.4,26.8,174.76,171.2,100.4,15.0,32.0,26.4,173.83,132.21,57.8,47.7,16.5,65.1,27.0,123.52,8.56,132.08,65.12,65.12,130.24,65.52,8.08,73.60,113.37,8.12,121.49,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
490,2.08,56.21,106.30858867924532,CPU bound,2.08,56.21,70.84689301729661,,55.22,79.09,171.2,100.4,15.1,32.3,26.7,174.47,171.2,100.4,15.0,32.0,26.4,173.83,121.37,57.7,47.7,15.6,65.1,27.1,116.24,8.56,124.80,65.12,65.04,130.16,65.76,8.08,73.84,113.00,8.12,121.12,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
500,2.08,56.21,106.66321234991423,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.11,171.2,100.4,15.2,32.4,26.8,174.72,171.2,100.4,15.0,32.0,26.4,173.83,122.91,57.7,47.7,15.5,65.1,27.1,115.44,8.48,123.92,65.12,65.04,130.16,65.92,8.08,74.00,113.37,8.12,121.49,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
510,2.08,56.21,106.27857154055602,CPU bound,2.08,56.21,70.84689301729661,,55.22,66.73,171.2,100.4,15.1,32.3,26.7,174.45,171.2,100.4,15.0,32.0,26.4,173.83,143.87,60.7,47.6,18.7,65.1,27.2,140.96,8.88,149.84,65.12,65.04,130.16,66.08,8.08,74.16,112.87,8.12,120.99,0,64.50,64.50,64.50,8.12,72.62,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
520,2.08,56.21,106.61897491809185,CPU bound,2.08,56.21,70.84689301729661,,55.22,77.57,171.2,100.4,15.2,32.4,26.7,174.69,171.2,100.4,15.0,32.0,26.4,173.83,123.76,57.8,47.6,15.6,65.0,27.1,116.32,8.48,124.80,65.04,65.04,130.08,65.76,8.00,73.76,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
530,2.08,56.21,106.24010490501406,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.62,171.2,100.4,15.1,32.3,26.6,174.42,171.2,100.4,15.0,32.0,26.4,173.83,122.10,57.7,47.6,15.5,65.0,27.1,115.44,8.48,123.92,65.04,65.04,130.08,65.76,8.08,73.84,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
540,2.08,56.21,106.5683886576531,CPU bound,2.08,56.21,70.84689301729661,,55.22,78.70,171.2,100.4,15.2,32.4,26.7,174.66,171.2,100.4,15.0,32.0,26.4,173.83,121.98,57.7,47.6,15.5,65.0,27.1,115.44,8.48,123.92,65.04,65.04,130.08,65.84,8.00,73.84,113.25,8.12,121.37,0,64.75,64.75,64.75,8.12,72.87,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
550,2.08,56.21,106.21005283018866,CPU bound,2.08,56.21,70.84689301729661,,55.20,79.21,171.2,100.4,15.1,32.3,26.6,174.40,171.2,100.4,15.0,32.0,26.4,173.83,121.20,57.7,47.6,1.1,65.0,27.1,0,8.48,8.48,65.04,64.96,130.00,65.84,8.08,73.92,112.87,8.00,120.87,0,64.50,64.50,64.50,8.00,72.50,112.00,8.00,120.00,64.00,8.00,72.00,64.00,8.00,72.00
