N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,8.05,1150,CPU bound,8.05,1150,,1149.5,346.77,12,16,0,0,0,16,12,16,0,0,0,16,53.06,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8.05,1150,CPU bound,8.05,1150,,1149.5,485.17,12,16,7.24,0,0,16,12,16,6,0,0,16,37.93,,,,,,,,,,,,,,,29,9.12,38.12,0,0,0,0,0,0,24,8,32,0,0,0,0,0,0
30,5.24,748.57,0.15,6.68,954.28,0.15,1149.5,529.86,12,16,6.77,11.3,0,16,12,16,10,8,0,16,34.73,,,,,,,,,,,,,,,27.12,8.62,35.74,22.62,22.62,45.24,0,0,0,40,8,48,24,8,32,0,0,0
40,4.53,647.14,0.13,6.68,954.28,0.15,1149.5,559.86,12,16,10.64,13.07,0,16,12,16,10,8,0,16,32.87,,,,,,,,,,,,,,,42.5,8.37,50.87,26.12,26.12,52.24,0,0,0,40,8,48,24,8,32,0,0,0
50,4.6,657.14,0.14,6.68,954.28,0.15,1149.5,589.2,12,16,10.53,12.89,0,16,12,16,10,8,0,16,31.23,,,,,,,,,,,,,,,42.12,8.37,50.49,25.75,25.75,51.5,0,0,0,40,8,48,24,8,32,0,0,0
60,4.61,658.57,0.14,6.68,954.28,0.15,1149.5,516.38,12,16,10.43,12.85,0,16,12,16,10,8,0,16,35.63,,,,,,,,,,,,,,,41.75,8.25,50,25.75,25.75,51.5,0,0,0,40,8,48,24,8,32,0,0,0
70,4.61,658.57,0.14,6.68,954.28,0.15,1149.5,602.08,12,16,10.37,10.82,8.95,19.77,12,16,10,8,0,16,30.56,,,,,,,,,,,,,,,41.5,8.25,49.75,17.5,25.75,43.25,8.12,6.5,14.62,40,8,48,24,8,32,0,0,0
80,4.59,655.71,0.14,4.2,600,0.22,694.29,508.44,12,16,10.31,6.46,20.36,26.82,12,16,10,8,18.49,26.49,36.19,,,,,,,,,,,,,,,41.25,8.25,49.5,0,25.87,25.87,25.87,9.37,35.24,40,8,48,24,8,32,24,8,32
90,4.79,684.28,0.14,4.2,600,0.22,694.29,498.65,12,16,10.28,6.19,19.82,26.01,12,16,10,8,18.49,26.49,36.9,,,,,,,,,,,,,,,41.12,8.25,49.37,0,24.75,24.75,24.75,8.25,33,40,8,48,24,8,32,24,8,32
100,4.8,685.71,0.14,4.2,600,0.22,694.29,510.66,12,16,10.26,6.17,19.76,25.93,12,16,10,8,18.49,26.49,36.03,,,,,,,,,,,,,,,41,8.12,49.12,0,24.62,24.62,24.62,8.12,32.74,40,8,48,24,8,32,24,8,32
110,4.81,687.14,0.14,4.2,600,0.22,694.29,480.04,12,16,10.23,6.15,19.74,25.89,12,16,10,8,18.49,26.49,38.33,,,,,,,,,,,,,,,40.87,8.12,48.99,0,24.62,24.62,24.62,8.12,32.74,40,8,48,24,8,32,24,8,32
120,4.83,690,0.14,4.2,600,0.22,603.21,533.18,12,16,10.21,6.14,19.68,25.82,12,16,10,12,18.49,30.49,34.51,,,,,,,,,,,,,,,40.87,8.12,48.99,0,24.5,24.5,24.5,8.12,32.62,40,8,48,40,8,48,24,8,32
130,2.91,415.71,0.09,4.2,600,0.22,603.21,518.16,12,16,10.19,14.26,19.64,33.9,12,16,10,12,18.49,30.49,35.51,,,,,,,,,,,,,,,40.75,8.12,48.87,16.25,40.75,57,24.5,8.12,32.62,40,8,48,40,8,48,24,8,32
140,2.91,415.71,0.09,4.2,600,0.22,603.21,476.38,12,16,10.18,14.24,19.6,33.84,12,16,10,12,18.49,30.49,38.62,,,,,,,,,,,,,,,40.75,8.12,48.87,16.25,40.75,57,24.5,8.12,32.62,40,8,48,40,8,48,24,8,32
150,2.92,417.14,0.09,4.2,600,0.22,603.21,513.3,12,16,10.16,14.22,19.59,33.81,12,16,10,12,18.49,30.49,35.85,,,,,,,,,,,,,,,40.62,8.12,48.74,16.25,40.62,56.87,24.37,8.12,32.49,40,8,48,40,8,48,24,8,32
160,2.92,417.14,0.09,4.2,600,0.22,603.21,493.43,12,16,67.97,14.2,19.56,67.97,12,16,10,12,18.49,30.49,37.29,,,,,,,,,,,,,,,271.87,64,335.87,16.25,40.62,56.87,24.37,8.12,32.49,40,8,48,40,8,48,24,8,32
