N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,15.33,1533.00,CPU bound,15.33,1533.00,,1532.66,380.29,12.0,0.0,0.0,0.0,0.0,12.0 ,12.0,0.0,0.0,0.0,0.0,12.0 ,48.38,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,15.33,1533.00,CPU bound,15.33,1533.00,,1532.66,550.04,12.0,0.0,5.0,0.0,0.0,12.0 ,12.0,0.0,4.0,0.0,0.0,12.0 ,33.45,,,,,,,,,,,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,15.33,1533.00,CPU bound,15.33,1533.00,,1532.66,613.10,12.0,0.0,4.6,0.0,0.0,12.0 ,12.0,0.0,4.0,0.0,0.0,12.0 ,30.01,,,,,,,,,,,18.37,8.62,26.99,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
40,9.55,955.00,0.28,11.45,1145.00,0.25,1532.66,665.71,12.0,0.0,8.5,4.4,0.0,13.0 ,12.0,0.0,8.0,4.0,0.0,12.0 ,27.64,,,,,,,,,,,34.12,8.37,42.49,17.75,17.75,35.50,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,9.72,972.00,0.29,11.45,1145.00,0.25,1532.66,693.43,12.0,0.0,8.4,4.4,0.0,12.8 ,12.0,0.0,8.0,4.0,0.0,12.0 ,26.53,,,,,,,,,,,33.75,8.37,42.12,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,9.73,973.00,0.29,11.45,1145.00,0.25,1532.66,695.86,12.0,0.0,8.4,4.4,0.0,12.7 ,12.0,0.0,8.0,4.0,0.0,12.0 ,26.44,,,,,,,,,,,33.50,8.25,41.75,17.37,17.37,34.74,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,9.68,968.00,0.29,11.45,1145.00,0.25,1532.66,725.55,12.0,0.0,8.3,4.4,0.0,12.7 ,12.0,0.0,8.0,4.0,0.0,12.0 ,25.36,,,,,,,,,,,33.25,8.25,41.50,17.50,17.50,35.00,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,9.61,961.00,0.28,11.45,1145.00,0.25,1532.66,713.19,12.0,0.0,8.3,4.4,1.0,13.7 ,12.0,0.0,8.0,4.0,0.0,12.0 ,25.80,,,,,,,,,,,33.00,8.25,41.25,15.37,17.62,32.99,2.25,0,2.25,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,9.50,950.00,0.28,7.99,799.00,0.42,709.80,645.13,12.0,0.0,8.2,4.5,15.6,28.2 ,12.0,0.0,8.0,4.0,13.9,25.9 ,28.52,,,,,,,,,,,32.87,8.25,41.12,0,17.87,17.87,17.87,9.12,26.99,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
100,10.26,1026.00,0.30,7.99,799.00,0.42,710.11,639.58,12.0,0.0,8.2,4.1,14.3,26.6 ,12.0,0.0,8.0,4.0,13.9,25.9 ,28.77,,,,,,,,,,,32.87,8.12,40.99,0,16.50,16.50,16.50,8.25,24.75,32.00,8.00,40.00,16.00,8.00,24.00,16.00,8.00,24.00
