,Roofline,,,,,,,,ECM,,,,,,,,,,,,Benchmark,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction LC),,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,Phenomenological ECM,,,,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,,L1-L2 (B/LUP),,,L2-L3 (B/LUP),,,L3-MEM (B/LUP),,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total,load,evict,total
10,12.98,683.15,CPU bound,8.61,453.15,0.24,397.74,159.20,26.9,26.2,12.6,0.0,0.0,38.8 ,26.9,26.2,20.0,0.0,0.0,46.2 ,115.58,49.6,83.9,16.9,0.0,0.1,59.04,8.56,67.60,0,0,0,.16,.08,.24,45.00,5.37,50.37,0,0,0,0,0,0,72.00,8.00,80.00,0,0,0,0,0,0
20,5.62,295.78,0.15,6.15,323.68,0.17,247.65,226.21,26.9,26.2,30.7,23.7,0.0,80.5 ,26.9,26.2,28.0,20.0,0.0,74.2 ,81.34,21.1,32.9,32.8,31.5,0.1,120.72,10.56,131.28,115.68,10.24,125.92,.08,0,.08,112.62,10.00,122.62,85.37,9.25,94.62,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
30,5.25,276.31,0.14,6.15,323.68,0.17,247.65,231.84,26.9,26.2,32.8,23.9,0.0,82.9 ,26.9,26.2,28.0,20.0,0.0,74.2 ,79.37,24.9,38.9,33.1,26.6,0.1,123.12,9.44,132.56,97.04,9.28,106.32,.08,0,.08,121.87,9.25,131.12,86.25,9.25,95.50,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
40,1.00,52.63,0.03,6.15,323.68,0.17,247.65,216.22,26.9,26.2,171.3,22.7,0.0,220.3 ,26.9,26.2,28.0,20.0,0.0,74.2 ,85.10,19.4,29.0,35.2,26.4,0.1,131.36,9.60,140.96,96.64,8.96,105.60,.08,0,.08,621.37,64.00,685.37,82.00,8.87,90.87,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
50,5.61,295.26,0.15,6.15,323.68,0.17,247.65,254.27,26.9,26.2,30.7,24.0,0.0,80.9 ,26.9,26.2,28.0,20.0,0.0,74.2 ,72.37,22.0,33.3,31.0,28.3,0.1,115.28,8.80,124.08,104.32,8.72,113.04,.08,0,.08,114.00,8.75,122.75,87.50,8.75,96.25,0,0,0,104.00,8.00,112.00,72.00,8.00,80.00,0,0,0
60,4.83,254.21,0.16,5.18,272.63,0.17,223.55,242.86,26.9,26.2,30.2,30.1,0.0,86.4 ,26.9,26.2,28.0,28.0,0.0,82.2 ,75.76,18.9,27.9,30.7,30.5,0.3,114.16,8.72,122.88,113.20,8.64,121.84,.48,0,.48,112.00,8.62,120.62,111.62,8.62,120.24,0,0,0,104.00,8.00,112.00,104.00,8.00,112.00,0,0,0
70,4.86,255.78,0.16,3.19,167.89,0.24,143.33,202.55,26.9,26.2,29.8,29.8,0.2,86.1 ,26.9,26.2,28.0,28.0,46.0,128.2 ,90.84,21.2,31.1,30.2,30.3,9.7,112.48,8.56,121.04,112.72,8.48,121.20,16.40,.56,16.96,110.87,8.50,119.37,110.87,8.50,119.37,.25,0,.25,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
80,,,,3.19,167.89,0.24,143.33,136.29,26.9,26.2,198.4,170.4,49.6,444.7 ,26.9,26.2,28.0,28.0,46.0,128.2 ,135.01,19.2,27.4,37.5,30.0,35.5,140.96,9.20,150.16,111.68,8.48,120.16,56.24,5.52,61.76,729.75,64.00,793.75,617.75,64.00,681.75,78.12,8.12,86.24,104.00,8.00,112.00,104.00,8.00,112.00,72.00,8.00,80.00
