N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC Arithmetic Intensity,Roofline ECM MLUPs,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,Benchmark cycl,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
10,20.44,511.00,,20.44,511.00,,510.44,219.27,36.0,32.0,0.0,0.0,0.0,36.0 ,36.0,32.0,0.0,0.0,0.0,36.0 ,83.91,0,0,0,0,0,0,.08,.08,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20.44,511.00,,20.44,511.00,,483.57,195.51,36.0,32.0,7.2,0.0,0.0,39.2 ,36.0,32.0,6.0,0.0,0.0,38.0 ,94.11,19.76,8.88,28.64,0,0,0,.08,.08,.16,19.87,9.00,28.87,0,0,0,0,0,0,16.00,8.00,24.00,0,0,0,0,0,0
30,20.44,511.00,,20.44,511.00,,417.63,249.93,36.0,32.0,6.8,6.8,0.0,45.5 ,36.0,32.0,6.0,6.0,0.0,44.0 ,73.62,23.28,8.64,31.92,16.16,7.36,23.52,.08,0,.08,18.50,8.62,27.12,18.50,8.62,27.12,0,0,0,16.00,8.00,24.00,16.00,8.00,24.00,0,0,0
40,20.44,511.00,,20.44,511.00,,382.83,212.07,36.0,32.0,10.9,6.5,0.0,49.4 ,36.0,32.0,10.0,6.0,0.0,48.0 ,86.76,35.04,8.48,43.52,18.24,8.48,26.72,.08,.08,.16,35.00,8.37,43.37,17.75,8.37,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
50,20.44,511.00,,20.44,511.00,,382.83,262.13,36.0,32.0,10.7,6.5,0.0,49.1 ,36.0,32.0,10.0,6.0,0.0,48.0 ,70.19,34.48,8.64,43.12,18.40,8.32,26.72,.08,0,.08,34.37,8.37,42.74,17.50,8.37,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
60,20.44,511.00,,20.44,511.00,,382.83,243.18,36.0,32.0,10.6,6.4,0.0,49.0 ,36.0,32.0,10.0,6.0,0.0,48.0 ,75.66,34.00,8.24,42.24,17.76,8.24,26.00,.08,0,.08,34.00,8.25,42.25,17.37,8.25,25.62,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
70,20.44,511.00,,20.44,511.00,,382.83,269.50,36.0,32.0,10.5,6.4,0.0,48.9 ,36.0,32.0,10.0,6.0,0.0,48.0 ,68.28,33.68,8.24,41.92,18.64,8.24,26.88,.08,0,.08,33.62,8.25,41.87,17.50,8.25,25.75,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
80,20.44,511.00,,20.44,511.00,,382.83,232.47,36.0,32.0,10.4,6.5,0.0,48.9 ,36.0,32.0,10.0,6.0,0.0,48.0 ,79.15,35.20,8.24,43.44,23.12,8.24,31.36,.08,0,.08,33.50,8.25,41.75,17.62,8.25,25.87,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
90,20.44,511.00,,20.44,511.00,,382.83,231.07,36.0,32.0,10.4,6.5,0.0,48.9 ,36.0,32.0,10.0,6.0,0.0,48.0 ,79.63,33.44,8.16,41.60,25.92,8.16,34.08,.08,.08,.16,33.25,8.25,41.50,17.87,8.25,26.12,0,0,0,32.00,8.00,40.00,16.00,8.00,24.00,0,0,0
100,20.44,511.00,,20.44,511.00,,353.38,259.69,36.0,32.0,10.3,10.3,0.0,52.6 ,36.0,32.0,10.0,10.0,0.0,52.0 ,70.85,33.20,8.16,41.36,29.76,8.16,37.92,.24,.16,.40,33.12,8.12,41.24,32.87,8.12,40.99,0,0,0,32.00,8.00,40.00,32.00,8.00,40.00,0,0,0
